Project Units: meters
Units & Scale - Inactive, Translate - Inactive, Rotate - Inactive

Id,Name,Photos (used),X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Precision Vector Length,Tightness (percent),Tightness (project units),Angle (deg.),Control Name,RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,#Constraints,Target Code,Target Bits,Ref. Check Tag,Photos (marked),Color (R),Color (G),Color (B)
64," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.143194,0.285810,0.000516,0.000043,0.000042,0.000070,0.000093,0.019107,0.000347,86.844928, ,0.145501,0.296616,13,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
65," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.285971,0.285783,-0.000165,0.000042,0.000042,0.000069,0.000092,0.014425,0.000262,88.026517, ,0.105103,0.201113,10,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
66," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.856928,0.285710,-0.000396,0.000044,0.000043,0.000070,0.000093,0.020137,0.000366,88.472717, ,0.132065,0.320766,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
67," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.428722,0.285831,0.000071,0.000042,0.000042,0.000069,0.000091,0.017520,0.000319,88.816319, ,0.121871,0.307987,10,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
68," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.714080,0.285765,-0.000125,0.000043,0.000042,0.000069,0.000092,0.020601,0.000375,89.045093, ,0.133896,0.311390,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
69," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.571537,0.285730,0.001543,0.000042,0.000042,0.000069,0.000091,0.021939,0.000399,89.216170, ,0.192392,0.388054,10,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
70," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",1.142610,0.142725,-0.000907,0.000045,0.000045,0.000077,0.000100,0.032650,0.000594,85.080271, ,0.232688,0.422165,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
71," ","1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21",-0.142477,0.142811,0.000330,0.000044,0.000046,0.000078,0.000101,0.033566,0.000610,82.684669, ,0.237889,0.431012,6,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21",255,255,255
72," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.999821,0.142707,-0.000029,0.000044,0.000044,0.000073,0.000096,0.022828,0.000415,86.573182, ,0.184488,0.345150,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
73," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.000264,0.142819,0.000295,0.000043,0.000044,0.000074,0.000096,0.030581,0.000556,84.528453, ,0.198434,0.417020,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
74," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.857011,0.142800,-0.000571,0.000044,0.000044,0.000071,0.000095,0.022806,0.000415,87.574743, ,0.143668,0.268106,6,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
75," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.143257,0.142837,0.000723,0.000043,0.000043,0.000072,0.000094,0.046464,0.000845,86.077619, ,0.253491,0.705595,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
76," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.714106,0.142870,-0.000357,0.000043,0.000044,0.000070,0.000093,0.016839,0.000306,88.155155, ,0.127915,0.279032,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
77," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.286024,0.142826,0.000336,0.000043,0.000043,0.000070,0.000093,0.033868,0.000616,87.215320, ,0.198834,0.503966,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
78," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.428824,0.142893,-0.000128,0.000042,0.000043,0.000070,0.000093,0.030230,0.000550,87.957052, ,0.201807,0.449484,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
79," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.571381,0.142918,0.000314,0.000042,0.000044,0.000070,0.000093,0.018269,0.000332,88.297108, ,0.124113,0.329636,10,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
80," ","1,2,3,4,5,6,7,8,9,11,12,13,14,15,17,18,19,20,21",1.142551,-0.000120,-0.001993,0.000048,0.000048,0.000082,0.000107,0.034216,0.000622,83.713049, ,0.246102,0.451828,6,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,17,18,19,20,21",255,255,255
81," ","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21",-0.142472,-0.000178,0.001890,0.000047,0.000048,0.000082,0.000106,0.068726,0.001250,81.721668, ,0.350443,0.796255,6,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21",255,255,255
82," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.856982,-0.000087,-0.001656,0.000044,0.000044,0.000074,0.000097,0.022820,0.000415,86.228524, ,0.183244,0.311935,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
83," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.143042,-0.000039,-0.000070,0.000043,0.000044,0.000074,0.000096,0.028086,0.000511,84.898501, ,0.202279,0.384290,9,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
84," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.285794,-0.000009,-0.000680,0.000043,0.000044,0.000072,0.000095,0.034789,0.000633,85.975897, ,0.191770,0.508660,11,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
85," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.428711,0.000014,-0.000921,0.000043,0.000044,0.000072,0.000095,0.023269,0.000423,86.675318, ,0.150504,0.322821,11,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
86," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.714245,-0.000115,-0.000037,0.000044,0.000044,0.000072,0.000095,0.022580,0.000411,86.862539, ,0.158353,0.275727,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
87," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.571519,-0.000085,0.000539,0.000043,0.000044,0.000072,0.000095,0.030064,0.000547,87.020211, ,0.198830,0.403812,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
88," ","1,2,3,4,5,6,7,9,11,12,13,15,17,18,19,20,21",1.142600,-0.142959,-0.002708,0.000053,0.000053,0.000089,0.000116,0.050454,0.000917,81.958656, ,0.380501,0.745974,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,9,11,12,13,15,17,18,19,20,21",255,255,255
89," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.999819,-0.143003,-0.002523,0.000046,0.000047,0.000079,0.000103,0.037328,0.000679,83.457877, ,0.296152,0.497094,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
90," ","1,2,3,5,8,9,11,13,14,15,16,17,18,19,20,21",-0.142601,-0.143008,0.001533,0.000055,0.000058,0.000094,0.000123,0.059468,0.001081,79.569005, ,0.398047,0.812152,20,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,5,8,9,11,13,14,15,16,17,18,19,20,21",255,255,255
91," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.857070,-0.142954,-0.002169,0.000045,0.000046,0.000077,0.000100,0.032674,0.000594,84.505476, ,0.240858,0.458482,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
92," ","1,2,3,4,5,7,8,9,10,11,13,14,15,16,17,18,19,20,21",0.000203,-0.142992,0.000388,0.000047,0.000049,0.000083,0.000107,0.042804,0.000778,81.123948, ,0.272383,0.531014,4,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,7,8,9,10,11,13,14,15,16,17,18,19,20,21",255,255,255
93," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.714240,-0.142950,-0.001910,0.000045,0.000045,0.000075,0.000098,0.030026,0.000546,85.116930, ,0.225990,0.448403,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
94," ","1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.143015,-0.142895,-0.000497,0.000046,0.000046,0.000079,0.000102,0.031640,0.000575,83.411368, ,0.253670,0.449335,7,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
95," ","1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.285763,-0.142867,-0.001569,0.000045,0.000046,0.000077,0.000100,0.032724,0.000595,84.399042, ,0.233603,0.419772,11,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
96," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.571395,-0.142843,-0.001787,0.000044,0.000045,0.000075,0.000098,0.029423,0.000535,85.282418, ,0.212971,0.412513,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
97," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.428698,-0.142846,-0.001638,0.000044,0.000045,0.000075,0.000098,0.024172,0.000440,85.044307, ,0.205586,0.343113,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
318," ","4",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"4",255,255,255
319," ","4",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"4",255,255,255
866," ","9",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"9",255,255,255
1001," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.000000,1.000000,0.000000,fixed,fixed,fixed,fixed,0.028392,0.000516,84.261252, ,0.512895,0.715850,16,White,Default, ,Regular,yes,yes,0,1,1, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
1002," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",1.000000,1.000000,0.000000,fixed,fixed,fixed,fixed,0.025101,0.000456,85.868019, ,0.514181,0.818894,11,White,Default, ,Regular,yes,yes,0,2,2, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
1003," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.000000,0.000000,0.000000,fixed,fixed,fixed,fixed,0.031049,0.000565,83.471600, ,0.538497,0.934587,5,White,Default, ,Regular,yes,yes,0,3,3, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
1004," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",1.000000,0.000000,0.000000,fixed,fixed,fixed,fixed,0.032927,0.000599,85.231494, ,0.550038,0.885749,6,White,Default, ,Regular,yes,yes,0,4,4, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
2095," ","12",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"12",255,255,255
2104," ","12",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"12",255,255,255
2342," ","15",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"15",255,255,255
2835," ","20",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"20",255,255,255
