2,1,1429.187065,1456.427823,-0.164567,0.182828,0.245984
2,2,666.583514,1126.807078,-0.168200,0.109829,0.200882
2,3,716.264669,1196.788962,0.152069,0.082250,0.172887
2,4,674.145595,442.969428,0.119282,-0.050051,0.129357
2,5,330.056929,836.292587,0.048391,-0.022165,0.053225
2,6,1147.101715,39.253316,0.475423,-0.189448,0.511779
2,7,465.008487,433.370888,-0.319102,-0.256282,0.409275
2,8,1447.332601,265.483646,0.073608,-0.007475,0.073987
2,9,891.621564,106.876340,-0.257640,-0.003951,0.257671
2,10,1786.830850,612.590227,-0.076448,0.069731,0.103474
2,11,1403.703417,254.344279,0.276756,0.009106,0.276906
2,12,1805.299804,1112.571350,-0.105755,0.004222,0.105839
2,13,1852.714000,434.892537,0.105237,-0.218834,0.242823
2,14,1535.253794,1522.337187,0.051586,0.218841,0.224838
2,15,1893.353968,782.610709,-0.305607,-0.279678,0.414265
2,16,1239.005087,1519.029594,0.068042,0.265383,0.273967
2,17,1327.663358,1545.172057,0.184030,-0.127305,0.223771
2,18,1590.356813,591.258402,0.146097,0.056022,0.156470
2,19,2000.811094,556.383867,0.174148,0.129496,0.217017
2,20,1702.511757,1563.386686,0.204658,-0.291246,0.355962
2,21,1104.525356,1572.683427,0.259976,-0.115379,0.284429
3,1,1217.855705,1456.179803,-0.189616,0.072652,0.203058
3,2,666.277886,946.199721,-0.347520,0.237127,0.420712
3,3,610.806582,1087.075242,0.124765,-0.002743,0.124795
3,4,786.727095,344.151231,0.106484,-0.028785,0.110306
3,5,371.177651,688.645343,0.128612,-0.058627,0.141344
3,6,1291.300635,74.918540,0.377510,-0.289204,0.475556
3,7,579.287495,350.976304,-0.209729,-0.196289,0.287255
3,8,1521.279929,359.744611,-0.012235,-0.004532,0.013048
3,9,1040.936689,104.832677,-0.141013,-0.100608,0.173224
3,10,1790.852403,755.286615,-0.221002,0.048112,0.226178
3,11,1495.587712,313.280522,0.156566,-0.045435,0.163026
3,12,1750.010069,1201.015903,-0.133771,0.183155,0.226804
3,13,1886.817685,562.060247,0.074686,0.085821,0.113769
3,14,1420.786506,1549.923197,0.355399,0.070143,0.362254
3,15,1810.613670,881.224532,0.019621,0.011882,0.022939
3,16,1141.307985,1441.386138,0.174816,-0.174304,0.246865
3,17,1156.566839,1547.764696,0.014132,0.010260,0.017464
3,18,1595.556822,768.016677,0.208741,-0.111119,0.236474
3,19,2007.606114,732.970481,0.095560,-0.019943,0.097619
3,20,1530.015145,1566.436512,-0.070729,-0.116961,0.136684
3,21,927.422500,1580.600409,0.125568,-0.057789,0.138228
4,1,1638.514810,1454.081103,-0.340182,-0.043299,0.342927
4,2,668.614567,1305.892130,-0.193701,0.162598,0.252900
4,3,830.522672,1313.610096,0.054560,0.090060,0.105297
4,4,554.399757,549.867047,0.097955,0.040839,0.106127
4,5,286.034110,996.511038,-0.048586,0.052180,0.071297
4,7,344.467366,520.372048,-0.233383,-0.179481,0.294417
4,8,1370.013797,166.776413,0.200239,-0.150656,0.250586
4,9,743.507273,108.940195,-0.208917,-0.120419,0.241136
4,10,1782.801897,471.163318,-0.082485,-0.180798,0.198726
4,11,1317.490800,198.519145,-0.058797,-0.036101,0.068995
4,12,1857.920534,1029.334684,-0.295203,0.219823,0.368058
4,13,1820.983023,318.062510,0.189280,-0.083079,0.206711
4,14,1640.973759,1496.531678,0.207854,0.274308,0.344164
4,15,1969.106573,691.432793,-0.092821,-0.037728,0.100196
4,16,1329.897136,1590.383609,0.363905,0.090059,0.374883
4,17,1497.957412,1541.604013,0.068215,-0.130733,0.147460
4,18,1584.469982,416.371970,-0.017287,-0.066857,0.069056
4,19,1993.361595,380.881527,-0.079051,0.071309,0.106462
4,20,1873.508131,1560.114610,0.112347,-0.352022,0.369515
4,21,1281.451043,1563.514732,0.225690,-0.114825,0.253220
5,1,1006.236240,1453.782001,0.051459,0.236078,0.241621
5,2,667.174904,765.194376,-0.222571,0.111841,0.249091
5,3,513.994318,984.970150,0.110160,-0.000779,0.110163
5,4,891.705752,253.264157,0.173246,-0.083444,0.192294
5,5,410.178581,553.339154,-0.068952,-0.091121,0.114269
5,6,1423.675650,108.765829,0.334246,-0.271436,0.430578
5,7,687.903581,273.767722,-0.332292,-0.112841,0.350929
5,8,1591.172762,449.795063,0.008378,0.040172,0.041037
5,9,1190.846164,104.091095,-0.161798,0.111481,0.196486
5,10,1793.707044,898.737460,-0.057876,0.089989,0.106994
5,11,1592.237265,376.060443,0.318573,-0.078475,0.328096
5,12,1691.088074,1293.806222,-0.022124,0.040334,0.046003
5,13,1922.808579,699.782162,0.147565,-0.179578,0.232431
5,14,1297.459050,1579.134024,0.183858,0.054223,0.191687
5,15,1720.963994,987.126311,-0.220879,-0.124727,0.253662
5,16,1036.847067,1357.803357,-0.065919,-0.067926,0.094653
5,17,985.403120,1548.750487,0.098449,0.103708,0.142995
5,18,1599.519013,945.593022,0.254859,-0.058554,0.261499
5,19,2012.753303,909.927764,0.008055,0.063566,0.064074
5,20,1355.861095,1568.320380,-0.083157,0.055294,0.099862
5,21,751.152485,1586.946118,0.194205,-0.017626,0.195004
6,1,1844.464425,1450.382280,-0.257484,-0.303931,0.398336
6,2,671.474726,1482.348307,-0.211853,-0.070359,0.223231
6,3,954.582480,1438.488832,-0.057570,0.248776,0.255350
6,4,426.508886,665.689935,0.171040,0.084566,0.190804
6,5,239.512655,1171.379415,-0.129025,0.050464,0.138543
6,7,217.967368,612.937261,-0.277602,-0.244631,0.370010
6,8,1288.394717,63.928635,0.293638,-0.272679,0.400721
6,9,597.159048,112.121317,-0.270103,-0.198446,0.335166
6,10,1777.739188,331.724393,-0.049523,-0.302495,0.306522
6,11,1235.657757,146.553938,-0.140021,0.025866,0.142390
6,12,1906.952241,950.176386,-0.316050,0.246847,0.401025
6,13,1791.100990,210.718248,0.180363,-0.001222,0.180367
6,14,1738.780492,1471.955620,0.197203,0.252111,0.320076
6,15,2038.995736,606.678550,-0.014159,-0.128957,0.129732
6,16,1414.659997,1656.463890,0.461549,-0.056039,0.464938
6,17,1666.437209,1536.626649,0.089463,-0.178924,0.200044
6,18,1577.618322,244.570188,-0.218260,-0.077475,0.231603
6,19,1984.572012,207.130111,-0.308890,0.014332,0.309222
6,20,2042.884973,1556.611773,0.013556,-0.289972,0.290289
6,21,1457.198200,1552.593466,0.191528,-0.077739,0.206704
7,1,797.028946,1449.838669,0.123028,0.204690,0.238817
7,2,668.601086,585.692622,-0.116089,0.081234,0.141688
7,3,425.578392,891.158829,0.172401,0.022564,0.173871
7,4,988.400954,170.230987,0.231227,-0.141206,0.270933
7,5,447.240734,430.634058,-0.016933,-0.140815,0.141829
7,6,1544.024079,141.162710,0.234036,-0.355940,0.425988
7,7,790.949542,202.838707,-0.308105,-0.131544,0.335011
7,8,1656.204493,535.849879,-0.112012,0.003119,0.112055
7,9,1340.471188,105.540200,-0.124857,0.043620,0.132257
7,10,1794.504201,1042.395640,-0.089886,0.232228,0.249017
7,11,1694.118651,444.288275,0.228611,-0.097004,0.248340
7,12,1627.124532,1391.490829,0.059836,0.146629,0.158368
7,13,1960.252005,851.307407,0.017400,-0.126166,0.127360
7,14,1162.446142,1609.101940,0.220907,-0.082999,0.235985
7,15,1622.247733,1102.809640,-0.179010,-0.057544,0.188031
7,16,923.420869,1266.589498,-0.156778,-0.117872,0.196146
7,17,815.750976,1547.710724,0.009754,0.089751,0.090280
7,18,1601.895476,1122.184786,0.298058,-0.107927,0.316996
7,19,2015.192154,1085.773865,0.247273,-0.036373,0.249934
7,20,1180.847436,1568.056660,-0.042501,0.062024,0.075188
7,21,577.360242,1591.448215,-0.118924,-0.125283,0.172739
8,1,2047.139538,1446.266220,-0.053780,-0.279391,0.284520
8,2,674.875255,1655.941602,-0.092472,-0.582167,0.589465
8,3,1088.367566,1570.944779,-0.215611,0.382440,0.439031
8,4,290.641890,790.473984,0.217680,0.123456,0.250252
8,5,189.758575,1361.990251,-0.491559,0.090153,0.499758
8,7,84.689119,710.973270,-0.354554,-0.083242,0.364195
8,9,452.771815,115.702158,-0.343370,-0.169737,0.383032
8,10,1772.253111,194.523062,0.110691,-0.378277,0.394140
8,11,1158.207991,97.628241,-0.048767,0.032912,0.058834
8,12,1953.207960,875.028215,-0.348140,0.092644,0.360256
8,13,1763.305481,111.646074,0.068756,0.131965,0.148802
8,14,1829.592918,1448.994129,0.209782,0.333269,0.393798
8,15,2103.779387,527.768833,0.117023,-0.147332,0.188152
8,17,1832.655302,1530.842484,0.233093,-0.297564,0.377990
8,18,1570.295707,76.317791,-0.410047,0.017935,0.410439
8,19,1975.430395,35.256226,-0.638340,-0.116669,0.648915
8,20,2212.189228,1554.075951,-0.724197,0.211361,0.754411
8,21,1630.639183,1540.317380,0.235789,-0.138963,0.273692
9,1,591.414381,1443.869744,0.173484,0.145566,0.226465
9,2,671.357580,408.533624,0.122818,-0.068852,0.140801
9,3,344.117981,803.610358,0.131494,-0.099377,0.164823
9,4,1078.653738,93.578290,0.236090,-0.300844,0.382420
9,5,482.022729,317.718405,-0.123982,-0.236654,0.267164
9,6,1655.057687,171.588464,0.057425,-0.357120,0.361707
9,7,888.514849,136.327671,-0.382088,-0.080371,0.390449
9,8,1717.826473,617.916246,-0.182305,0.041616,0.186995
9,9,1489.356059,107.789998,-0.037717,0.048107,0.061130
9,10,1794.628206,1185.546221,-0.059303,0.203751,0.212206
9,11,1801.498589,516.572797,0.171652,-0.223739,0.281999
9,12,1559.327447,1494.169357,0.121308,0.092072,0.152292
9,13,1999.674081,1015.884547,0.025221,-0.165147,0.167061
9,14,1016.370935,1640.603798,0.271549,-0.210487,0.343575
9,15,1514.455726,1227.148872,-0.200879,0.041621,0.205145
9,16,802.102082,1167.668207,-0.183260,-0.113127,0.215365
9,17,647.928584,1545.533430,-0.085465,0.102529,0.133478
9,18,1603.314436,1297.074917,0.288366,-0.069413,0.296603
9,19,2016.570312,1260.133990,0.265405,-0.149249,0.304491
9,20,1006.125275,1566.323149,-0.076297,0.141362,0.160637
9,21,405.301986,1595.379435,-0.330164,-0.154874,0.364684
10,1,391.612821,1437.682990,-0.055176,-0.044686,0.071002
10,2,674.065463,235.650218,0.385105,-0.220186,0.443608
10,3,269.648161,723.523499,-0.000576,-0.179102,0.179103
10,4,1161.323175,23.527976,0.272414,-0.372851,0.461765
10,5,514.850815,215.485529,-0.184518,-0.299766,0.352004
10,6,1755.780099,200.304301,-0.027590,-0.462603,0.463425
10,7,980.422474,75.552163,-0.266948,-0.056891,0.272943
10,8,1774.804094,695.926173,-0.233071,0.046233,0.237613
10,9,1636.440093,112.113079,0.004861,0.045378,0.045638
10,10,1792.774458,1327.507397,0.025860,0.348116,0.349075
10,11,1913.938927,594.557510,0.130645,-0.247775,0.280109
10,12,1486.216515,1601.530199,0.222880,-0.029665,0.224846
10,13,2040.397980,1195.433585,0.121907,-0.251755,0.279718
10,14,857.728762,1672.810926,0.162252,-0.462538,0.490170
10,15,1396.972786,1361.356433,-0.144126,0.211250,0.255732
10,16,671.945293,1060.761965,-0.219891,-0.130228,0.255561
10,17,483.306612,1542.225058,-0.129527,0.135757,0.187636
10,18,1603.736424,1468.549778,0.271419,0.017278,0.271969
10,19,2016.438370,1431.727119,0.214340,-0.110688,0.241234
10,20,833.285908,1562.760381,-0.033407,0.302916,0.304752
10,21,235.683374,1599.060624,-0.252593,0.055186,0.258551
11,1,195.661499,1429.849125,-0.380977,-0.257268,0.459707
11,2,678.767628,66.395111,0.578377,-0.293781,0.648712
11,3,199.948867,647.577310,-0.202398,-0.238642,0.312914
11,5,544.839196,119.835308,-0.292700,-0.224625,0.368957
11,6,1850.426531,226.715160,-0.162356,-0.375213,0.408833
11,7,1066.969263,17.141411,-0.285312,0.088750,0.298797
11,8,1829.949968,769.877242,-0.193813,0.094235,0.215508
11,9,1781.900254,115.307908,0.192165,0.205329,0.281225
11,10,1791.957586,1468.104307,0.333174,0.222797,0.400804
11,11,2032.440964,675.338467,0.325966,-0.233064,0.400715
11,13,2084.984123,1389.042769,0.271845,-0.344227,0.438625
11,15,1269.928067,1502.900455,0.011731,0.459118,0.459268
11,16,535.313465,945.910573,-0.089583,-0.188057,0.208304
11,17,320.750743,1538.972241,-0.252677,0.122255,0.280699
11,18,1603.950008,1637.412842,0.439225,-0.134371,0.459320
11,19,2016.868866,1601.630577,0.088240,-0.079689,0.118898
11,20,662.685732,1558.350590,-0.075307,0.329704,0.338195
11,21,65.310638,1604.464757,0.615551,0.849348,1.048949
12,1,1418.139144,1270.016385,-0.034883,0.085619,0.092452
12,2,820.113881,1116.893703,-0.184969,0.017801,0.185823
12,3,854.021897,1087.203722,0.025660,0.058478,0.063860
12,4,774.744942,581.848587,-0.032697,0.043327,0.054280
12,5,505.908013,837.238023,0.156614,0.044876,0.162917
12,6,1146.964642,213.515085,0.283992,-0.009814,0.284162
12,7,566.038548,497.424880,-0.120723,-0.147173,0.190352
12,8,1391.537407,356.584493,0.103548,0.031258,0.108163
12,9,881.483703,212.273053,-0.237125,-0.025460,0.238488
12,10,1684.949521,603.414703,0.040307,0.024211,0.047019
12,11,1309.627338,303.797232,0.248086,0.046541,0.252414
12,12,1756.567807,1021.910636,-0.068795,0.005185,0.068990
12,13,1692.877693,434.216069,0.050314,-0.110946,0.121822
12,14,1535.904455,1374.632467,0.045860,0.241387,0.245705
12,15,1753.839175,705.469686,-0.114493,-0.161507,0.197972
12,16,1307.308585,1384.400869,0.072098,0.201552,0.214059
12,17,1325.662275,1374.707346,0.147750,-0.053955,0.157293
12,18,1413.811920,595.181969,0.054383,-0.015529,0.056557
12,19,1827.287034,560.641556,0.023781,0.004902,0.024281
12,20,1701.857879,1389.645285,0.076680,-0.068892,0.103082
12,21,1096.028081,1396.250931,0.186939,-0.077298,0.202290
13,1,1216.827315,1269.937713,0.034314,0.095390,0.101374
13,2,819.633914,943.953134,-0.235193,0.014697,0.235652
13,3,746.002363,984.370505,0.050609,0.049539,0.070819
13,4,880.744457,480.319168,-0.032076,0.024501,0.040363
