Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Photos (used),Tightness (percent),Tightness (project units),Angle (deg.),RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,Precision Vector Length,Photos (marked)
65727," ",1000191.533922,112239.630101,140.087141,0.057714,0.061055,0.473590,"3,4,5",0.002597,0.097735,13.453214,0.887025,1.068024,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.480985,"3,4,5"
65731," ",1000159.012821,112592.082114,137.795812,0.078975,0.064218,0.459202,"1,2,3",0.004817,0.181284,14.842070,0.914404,1.178510,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.470348,"1,2,3"
65732," ",999921.350043,112692.775412,139.851914,0.059026,0.080768,0.460336,"1,2,3",0.004668,0.175708,15.133991,0.940422,1.312417,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471080,"1,2,3"
65733," ",1000104.268074,112609.791200,138.611575,0.070561,0.066576,0.456159,"1,2,3",0.006215,0.233899,14.951232,1.132603,1.396938,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.466361,"1,2,3"
65734," ",1000097.379662,112612.117060,137.841232,0.051387,0.056767,0.306349,"1,2,3,5",0.003237,0.121818,25.649414,0.736064,0.808207,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.315773,"1,2,3,5"
65737," ",999952.998223,112310.432838,140.136679,0.050976,0.052455,0.364654,"1,2,3,4",0.004621,0.173942,15.192225,0.814695,1.091438,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.371917,"1,2,3,4"
65739," ",999948.495197,112307.591930,140.416479,0.057505,0.058981,0.376168,"1,2,4",0.001215,0.045746,15.190206,0.334366,0.452468,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.385082,"1,2,4"
65740," ",1000074.152570,112619.981237,137.962400,0.051276,0.057490,0.307669,"1,2,3,5",0.002730,0.102744,25.635431,0.828962,1.274717,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.317166,"1,2,3,5"
65742," ",999685.463173,112532.080234,141.046414,0.086456,0.061096,0.453053,"1,2,3",0.003122,0.117523,15.182128,0.948995,1.098752,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.465257,"1,2,3"
65743," ",999949.484266,112314.737946,140.388444,0.051063,0.052168,0.364536,"1,2,3,4",0.004828,0.181718,15.196134,1.027898,1.514090,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.371773,"1,2,3,4"
65744," ",999944.957747,112319.112364,138.674002,0.070613,0.063028,0.557905,"2,3,4",0.004651,0.175069,13.567846,1.213099,1.301284,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.565876,"2,3,4"
65746," ",1000101.534257,112616.858916,138.184006,0.070210,0.067559,0.457167,"1,2,3",0.007466,0.281006,14.943638,1.520594,1.995167,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.467435,"1,2,3"
65747," ",999920.417777,112654.166018,140.800619,0.058717,0.074114,0.455374,"1,2,3",0.003174,0.119448,15.189678,0.832798,0.922290,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.465087,"1,2,3"
65748," ",999876.719988,112339.304307,137.942418,0.085108,0.060680,0.559439,"2,3,4",0.004499,0.169336,13.535221,0.813430,1.034025,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.569120,"2,3,4"
65751," ",999957.052726,112303.670900,139.602669,0.050888,0.052938,0.364936,"1,2,3,4",0.004402,0.165687,15.176952,1.151761,1.509991,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.372251,"1,2,3,4"
65752," ",999672.659061,112510.305078,139.998239,0.088786,0.059832,0.452869,"1,2,3",0.005107,0.192229,15.158453,1.460302,1.744257,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.465353,"1,2,3"
65754," ",999918.599942,112707.003631,139.505579,0.059229,0.083413,0.462336,"1,2,3",0.002013,0.075772,15.115526,0.408640,0.496537,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.473519,"1,2,3"
65757," ",999828.976720,112694.798255,139.771723,0.065386,0.081814,0.461830,"1,2,3",0.004019,0.151281,15.179173,1.190471,1.301626,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.473556,"1,2,3"
65759," ",999870.141243,112339.232302,139.201779,0.060022,0.057537,0.377972,"1,2,4",0.002021,0.076062,15.210872,0.425902,0.478053,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.387009,"1,2,4"
65762," ",999934.433843,112692.872464,141.422768,0.058834,0.080725,0.459596,"1,2,3",0.002033,0.076516,15.136824,0.539940,0.676663,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.470326,"1,2,3"
65769," ",999807.792630,112698.301479,140.037811,0.067920,0.082634,0.462693,"1,2,3",0.003727,0.140268,15.180787,0.927537,1.130744,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.474896,"1,2,3"
65772," ",1000132.408188,112588.621032,138.302956,0.058955,0.060824,0.303814,"1,2,5",0.005683,0.213901,25.685402,1.030834,1.353574,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.315402,"1,2,5"
65774," ",1000059.460250,112624.876636,137.684133,0.058379,0.063470,0.309598,"1,2,5",0.003399,0.127940,25.615584,0.904162,1.115021,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.321383,"1,2,5"
65775," ",1000095.297307,112619.066152,137.119957,0.058475,0.062944,0.308364,"1,2,5",0.001426,0.053676,25.626858,0.390298,0.434159,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.320108,"1,2,5"
65779," ",999928.061672,112689.818005,140.060451,0.058869,0.080191,0.459868,"1,2,3",0.004331,0.163009,15.134179,0.830236,1.112399,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.470505,"1,2,3"
65781," ",999901.374162,112629.151689,141.894806,0.059174,0.070356,0.452560,"1,2,3",0.003901,0.146806,15.234187,0.735394,0.972541,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.461803,"1,2,3"
65783," ",1000070.764346,112633.558401,139.745030,0.066356,0.070095,0.456472,"1,2,3",0.003145,0.118357,15.000729,0.762383,0.835724,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.466566,"1,2,3"
65790," ",999945.117610,112714.026940,139.526424,0.058967,0.084579,0.463494,"1,2,3",0.002585,0.097306,15.079930,0.525090,0.742739,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.474823,"1,2,3"
65791," ",1000149.390796,112578.460094,137.907958,0.077315,0.062612,0.456346,"1,2,3",0.006905,0.259893,14.876167,1.593265,1.981691,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.467064,"1,2,3"
65792," ",999864.408059,112333.550489,138.294595,0.060795,0.065287,0.442618,"1,2,3",0.003471,0.130638,15.197516,1.096096,1.436350,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.451519,"1,2,3"
65794," ",999663.920942,112494.373145,141.928086,0.090426,0.059292,0.451678,"1,2,3",0.006060,0.228085,15.151196,1.349951,1.828378,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.464441,"1,2,3"
65796," ",1000115.306872,112295.151620,139.265602,0.057418,0.053410,0.364369,"1,2,3,4",0.004530,0.170494,15.016484,1.311382,1.731587,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.372712,"1,2,3,4"
65801," ",999932.294926,112703.230931,139.505949,0.058930,0.082619,0.461896,"1,2,3",0.005792,0.218006,15.106412,1.311824,1.727784,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.472913,"1,2,3"
65802," ",1000171.301818,112593.483950,138.356748,0.081090,0.064400,0.460403,"1,2,3",0.005398,0.203169,14.813086,1.403800,1.578199,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471905,"1,2,3"
65809," ",999987.213615,112659.602074,158.863158,0.060407,0.074243,0.323672,"1,3,5",0.003042,0.114508,25.764674,1.301634,1.801229,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.337527,"1,3,5"
65810," ",999902.173298,112330.132256,139.375757,0.058436,0.065567,0.441366,"1,2,3",0.001317,0.049562,15.209068,0.310290,0.410100,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.450020,"1,2,3"
65819," ",999834.717138,112676.109210,140.226501,0.064592,0.078443,0.459419,"1,2,3",0.004204,0.158222,15.205020,0.989114,1.212354,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.470522,"1,2,3"
65825," ",1000109.310427,112297.950102,139.045408,0.070886,0.069819,0.441173,"1,2,3",0.003710,0.139650,15.026308,0.930693,1.052235,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452254,"1,2,3"
65828," ",1000112.280678,112306.893450,138.681187,0.057089,0.052467,0.364219,"1,2,3,4",0.004036,0.151923,15.023168,1.224923,1.439747,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.372381,"1,2,3,4"
65832," ",999844.158343,112691.529529,141.643048,0.063793,0.081141,0.460286,"1,2,3",0.002118,0.079726,15.195142,0.649012,0.901042,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471717,"1,2,3"
65834," ",999744.081572,112639.543466,136.734160,0.076682,0.073087,0.460388,"1,2,3",0.006579,0.247630,15.183341,1.210658,1.471557,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.472418,"1,2,3"
65835," ",1000102.840818,112593.792577,137.665683,0.070289,0.064481,0.454662,"1,2,3",0.006329,0.238195,14.965894,1.601511,2.060103,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.464560,"1,2,3"
65844," ",999966.171721,112560.688202,139.948263,0.058143,0.061309,0.446896,"1,2,3",0.004259,0.160293,15.220057,0.842333,1.145104,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.454814,"1,2,3"
65848," ",999973.757874,112617.450936,158.139031,0.059079,0.068842,0.443638,"1,2,3",0.004582,0.172456,15.319156,1.504183,1.772667,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452818,"1,2,3"
65851," ",999763.705950,112425.513006,138.466394,0.067965,0.050762,0.371205,"1,2,3,4",0.005046,0.189928,15.211392,1.148261,1.320505,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.380775,"1,2,3,4"
65855," ",1000118.106677,112588.814838,137.999979,0.072464,0.063849,0.454917,"1,2,3",0.008799,0.331161,14.941102,1.631748,2.066653,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.465056,"1,2,3"
65857," ",999677.821263,112686.305623,141.456741,0.088765,0.081696,0.466568,"1,2,3",0.002475,0.093135,15.133064,0.969954,1.210499,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.481912,"1,2,3"
65859," ",999991.282952,112587.622170,143.292570,0.059306,0.064222,0.447473,"1,2,3",0.004138,0.155762,15.201273,1.131297,1.342214,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.455931,"1,2,3"
65860," ",999855.973535,112705.784920,140.185249,0.062834,0.083641,0.462362,"1,2,3",0.003215,0.121018,15.162241,0.873179,0.985135,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.474049,"1,2,3"
65864," ",999937.250268,112720.654478,138.706405,0.059045,0.085893,0.464760,"1,2,3",0.002238,0.084226,15.071084,0.471834,0.546607,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.476304,"1,2,3"
65865," ",999829.013550,112679.215499,139.116018,0.065226,0.079008,0.460380,"1,2,3",0.004487,0.168889,15.190851,0.825284,0.996898,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471642,"1,2,3"
65867," ",999758.999955,112390.190537,142.295824,0.073679,0.060368,0.444036,"1,2,3",0.002027,0.076279,15.210372,0.365439,0.450810,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.454138,"1,2,3"
65873," ",1000108.843958,112511.678109,139.305677,0.057673,0.063632,0.557361,"2,3,4",0.003799,0.142994,13.634377,0.756028,0.981231,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.563938,"2,3,4"
65874," ",999619.945770,112421.732671,138.232549,0.090843,0.052250,0.380029,"1,2,3,4",0.004532,0.170566,14.992106,1.081495,1.156134,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.394214,"1,2,3,4"
65875," ",1000135.262297,112375.614776,141.605670,0.059499,0.056725,0.553422,"2,3,4",0.002123,0.079914,13.657528,0.448184,0.546316,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.559494,"2,3,4"
65882," ",1000079.169951,112643.933610,138.433007,0.051521,0.059636,0.311059,"1,2,3,5",0.005287,0.198991,25.593791,1.246241,1.489308,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.320887,"1,2,3,5"
65884," ",999751.183577,112640.583956,142.619027,0.075583,0.073347,0.457822,"1,2,3",0.006871,0.258592,15.234759,1.468531,1.956822,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.469780,"1,2,3"
65900," ",999896.793146,112577.767140,140.909195,0.059034,0.063560,0.448681,"1,2,3",0.005638,0.212216,15.266983,1.610478,1.710201,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.456989,"1,2,3"
65902," ",999801.327537,112546.407310,162.014591,0.068215,0.062230,0.442038,"1,2,3",0.005325,0.200404,15.465365,1.019724,1.360824,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.451578,"1,2,3"
65903," ",1000132.483616,112473.286589,140.042079,0.051382,0.049496,0.290841,"1,2,3,5",0.004801,0.180681,25.850738,1.248750,1.485026,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.299463,"1,2,3,5"
65904," ",999868.595937,112374.275188,138.313596,0.055725,0.049829,0.366627,"1,2,3,4",0.003967,0.149309,15.232084,0.852825,1.213510,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.374170,"1,2,3,4"
65905," ",1000177.653289,112571.842968,138.383466,0.082113,0.061893,0.458159,"1,2,3",0.006342,0.238710,14.824325,1.502426,1.999629,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.469556,"1,2,3"
65909," ",999970.258033,112556.534381,139.041634,0.058224,0.060867,0.446991,"1,2,3",0.005785,0.217734,15.211332,1.272675,1.705598,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.454858,"1,2,3"
65910," ",999892.577132,112496.645583,140.138624,0.058898,0.057300,0.444111,"1,2,3",0.005094,0.191707,15.288543,1.209096,1.500421,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.451649,"1,2,3"
65913," ",999835.383901,112508.600918,139.120922,0.063522,0.058189,0.446606,"1,2,3",0.002805,0.105561,15.281247,0.548447,0.683429,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.454838,"1,2,3"
65919," ",999819.751127,112322.159474,139.931811,0.060945,0.052356,0.368398,"1,2,3,4",0.004036,0.151908,15.176933,1.097489,1.286706,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.377058,"1,2,3,4"
65925," ",999588.171161,112315.248852,150.495304,0.097226,0.061422,0.390501,"1,2,4",0.006938,0.261126,14.877590,1.804249,1.893869,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.407083,"1,2,4"
65927," ",1000183.565378,112463.179551,159.921555,0.054288,0.050166,0.285664,"1,2,3,5",0.005404,0.203399,26.091993,1.209108,1.858849,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.295072,"1,2,3,5"
65930," ",1000136.340599,112576.425073,138.070315,0.052008,0.054021,0.301864,"1,2,3,5",0.002565,0.096549,25.699645,0.652267,0.863008,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.311038,"1,2,3,5"
65932," ",999707.053435,112392.925769,140.205931,0.082356,0.060574,0.447032,"1,2,3",0.001520,0.057206,15.132164,0.378757,0.388190,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.458573,"1,2,3"
65936," ",1000116.223805,112312.299051,141.130017,0.058098,0.063770,0.555331,"2,3,4",0.001849,0.069608,13.609132,0.335363,0.437940,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.561992,"2,3,4"
65937," ",999640.240446,112541.882165,135.942421,0.095171,0.062228,0.458542,"1,2,3",0.004632,0.174339,15.077862,1.382691,1.881646,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.472431,"1,2,3"
65944," ",999955.829486,112333.451562,141.097634,0.057630,0.064997,0.439644,"1,2,3",0.004449,0.167466,15.214175,1.090857,1.398505,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.448143,"1,2,3"
65945," ",999758.190171,112296.894055,139.328671,0.071052,0.060707,0.383683,"1,2,4",0.005638,0.212219,15.084946,1.537277,1.603579,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.394901,"1,2,4"
65946," ",999782.748325,112681.616625,139.816229,0.071117,0.079830,0.461774,"1,2,3",0.003754,0.141278,15.192659,1.224823,1.453338,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.473989,"1,2,3"
65953," ",999757.741792,112395.110010,143.191082,0.070954,0.057238,0.380699,"1,2,4",0.005434,0.204510,15.216926,1.489111,1.678535,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.391462,"1,2,4"
65959," ",999906.635928,112320.893397,139.554082,0.058279,0.066745,0.441357,"1,2,3",0.005879,0.221253,15.202550,1.194803,1.569823,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.450164,"1,2,3"
65962," ",999953.606856,112469.619878,138.915057,0.057403,0.058224,0.377625,"1,2,4",0.001594,0.059996,15.250876,0.505218,0.631718,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.386375,"1,2,4"
65972," ",999957.175739,112340.904140,140.895238,0.057431,0.057117,0.375045,"1,2,4",0.005676,0.213617,15.220363,1.117016,1.405423,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.383692,"1,2,4"
65977," ",999952.544080,112573.741820,138.768462,0.057942,0.062721,0.448543,"1,2,3",0.008121,0.305659,15.214423,1.733261,1.923708,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.456598,"1,2,3"
65980," ",1000032.815492,112307.744541,142.507442,0.051693,0.052490,0.362658,"1,2,3,4",0.004475,0.168435,15.154703,0.968537,1.283610,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.370065,"1,2,3,4"
65985," ",999961.896155,112557.195616,137.640189,0.057994,0.060947,0.447744,"1,2,3",0.005714,0.215074,15.207822,1.214698,1.624804,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.455579,"1,2,3"
65989," ",999695.016320,112645.295497,139.086094,0.085248,0.074521,0.462367,"1,2,3",0.002962,0.111473,15.157520,1.062712,1.437088,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.476030,"1,2,3"
65991," ",999584.763307,112334.142871,136.546230,0.106541,0.067360,0.457939,"1,2,3",0.007398,0.278436,14.793521,1.385537,1.887759,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.474970,"1,2,3"
65993," ",1000044.377537,112702.985544,138.474051,0.052287,0.065911,0.322390,"1,2,3,5",0.007734,0.291094,25.447401,1.651612,1.835609,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.333186,"1,2,3,5"
65999," ",999970.693216,112365.165256,145.084611,0.066097,0.057810,0.552481,"2,3,4",0.003148,0.118472,13.664544,0.623145,0.820073,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.559416,"2,3,4"
66000," ",1000058.577982,112435.071191,139.941632,0.061738,0.056349,0.374991,"1,2,4",0.004651,0.175053,15.151371,0.937390,1.099983,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.384194,"1,2,4"
66007," ",999864.648475,112498.383347,139.793403,0.056153,0.053856,0.369772,"1,2,3,4",0.003078,0.115838,15.289264,0.730807,0.974920,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.377869,"1,2,3,4"
66017," ",999662.876564,112473.252115,140.096890,0.083522,0.053958,0.378171,"1,2,3,4",0.002627,0.098856,15.124175,0.506404,0.711067,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.391025,"1,2,3,4"
66020," ",999631.203148,112526.550333,136.703492,0.096919,0.061200,0.457830,"1,2,3",0.005524,0.207914,15.065113,1.147060,1.543223,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471961,"1,2,3"
66023," ",999662.988028,112646.436191,144.650779,0.091304,0.075228,0.462150,"1,2,3",0.005183,0.195082,15.165822,1.300365,1.800805,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.477052,"1,2,3"
66026," ",999908.142385,112588.281794,140.038648,0.058603,0.064702,0.449670,"1,2,3",0.006375,0.239955,15.250960,1.221045,1.487580,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.458065,"1,2,3"
66033," ",999785.944831,112290.190635,137.483276,0.069837,0.071580,0.446325,"1,2,3",0.004659,0.175347,15.087318,0.933178,1.303878,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.457391,"1,2,3"
66039," ",999821.387309,112330.252594,139.822538,0.065143,0.065903,0.443188,"1,2,3",0.006971,0.262353,15.186111,1.448691,1.741166,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452772,"1,2,3"
66044," ",1000159.493715,112664.889995,138.551549,0.053616,0.061560,0.315620,"1,2,3,5",0.005501,0.207040,25.521644,1.283107,1.491130,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.326007,"1,2,3,5"
66047," ",999851.617921,112502.611314,141.536281,0.061356,0.061164,0.381197,"1,2,4",0.007250,0.272876,15.303453,1.411627,1.872748,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.390918,"1,2,4"
66055," ",999939.777708,112733.554802,139.205186,0.059169,0.088412,0.466422,"1,2,3",0.001848,0.069571,15.051925,0.483357,0.547349,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.478400,"1,2,3"
66060," ",999841.294060,112419.463926,138.349749,0.062013,0.056795,0.379359,"1,2,4",0.002561,0.096396,15.254947,0.616309,0.761189,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.388567,"1,2,4"
66065," ",1000175.488352,112551.503557,138.515075,0.081653,0.059904,0.455295,"1,2,3",0.006455,0.242951,14.850095,1.393385,1.864385,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.466421,"1,2,3"
66071," ",999894.000710,112489.105315,139.353023,0.053749,0.052931,0.368508,"1,2,3,4",0.005210,0.196102,15.280785,0.885440,1.248636,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.376150,"1,2,3,4"
66080," ",999841.968821,112467.795223,138.759228,0.058297,0.051869,0.369377,"1,2,3,4",0.004913,0.184896,15.275615,1.085190,1.252110,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.377529,"1,2,3,4"
66084," ",999864.762249,112454.748778,145.099021,0.060418,0.058020,0.377106,"1,2,4",0.004337,0.163236,15.329685,1.023180,1.434991,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.386297,"1,2,4"
66090," ",999703.803595,112688.225193,137.902127,0.083991,0.081681,0.466742,"1,2,3",0.004522,0.170190,15.118672,1.090199,1.484834,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.481222,"1,2,3"
66095," ",1000001.541344,112395.230422,157.068174,0.051898,0.050429,0.282897,"1,2,3,5",0.006862,0.258261,26.083375,1.138031,1.785790,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.292005,"1,2,3,5"
66097," ",1000006.642712,112351.948023,153.500335,0.078686,0.056588,0.467518,"3,4,5",0.005043,0.189815,13.252816,1.163454,1.526821,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.477458,"3,4,5"
66113," ",999804.183950,112610.458232,141.013462,0.067677,0.068393,0.453757,"1,2,3",0.006139,0.231074,15.259518,1.480689,1.648105,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.463846,"1,2,3"
66115," ",999956.496528,112714.873169,139.900126,0.059062,0.084679,0.463601,"1,2,3",0.001355,0.050993,15.068146,0.305909,0.351712,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.474958,"1,2,3"
66139," ",1000037.441064,112382.540529,159.584022,0.057584,0.057727,0.281467,"1,2,5",0.006714,0.252715,26.161009,1.349937,1.711875,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.293039,"1,2,5"
66168," ",999752.522530,112492.609307,143.883016,0.071610,0.061210,0.384073,"1,2,4",0.006803,0.256052,15.274368,1.293956,1.624486,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.395458,"1,2,4"
66182," ",1000468.836710,112428.594634,137.983374,0.135497,0.057119,0.565428,"2,3,4",0.002915,0.109705,13.330516,0.856314,1.202707,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.584235,"2,3,4"
66183," ",1000326.829568,112491.495938,137.007419,0.063385,0.059733,0.390309,"2,4,5",0.006946,0.261413,15.626104,1.243569,1.604208,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.399908,"2,4,5"
66186," ",1000044.704733,112330.648161,139.712411,0.057819,0.061182,0.555577,"2,3,4",0.006060,0.228079,13.607820,1.689762,1.948466,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.561918,"2,3,4"
66188," ",1000138.326681,112497.325575,138.047168,0.050816,0.052791,0.375213,"2,3,4,5",0.002732,0.102808,15.521301,0.942209,1.037441,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.382301,"2,3,4,5"
66189," ",1000386.685149,112462.712754,137.678781,0.112184,0.058416,0.562329,"2,3,4",0.003383,0.127326,13.445960,0.635253,0.775430,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.576378,"2,3,4"
66202," ",1000313.825405,112502.270063,137.027853,0.062254,0.060503,0.390430,"2,4,5",0.001923,0.072379,15.627140,0.365565,0.495087,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.399964,"2,4,5"
66207," ",1000366.936662,112439.058555,139.421427,0.065071,0.050200,0.377563,"2,3,4,5",0.008312,0.312845,15.621130,1.320560,1.879213,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.386405,"2,3,4,5"
66213," ",999860.816768,112344.715099,138.541446,0.088896,0.060160,0.559433,"2,3,4",0.004005,0.150756,13.530036,0.731586,0.903480,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.569638,"2,3,4"
66229," ",1000055.269968,112391.410483,146.522340,0.057376,0.056104,0.550403,"2,3,4",0.005506,0.207223,13.706816,1.504428,1.601342,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.556222,"2,3,4"
66230," ",1000399.895210,112463.019378,140.067061,0.071639,0.058372,0.390718,"2,4,5",0.003004,0.113049,15.613565,0.596107,0.809766,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.401498,"2,4,5"
66240," ",1000313.062414,112351.103342,140.938593,0.092791,0.059240,0.557839,"2,3,4",0.006219,0.234081,13.521471,1.215327,1.694378,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.568598,"2,3,4"
66244," ",1000206.102807,112538.833391,138.837233,0.051077,0.056692,0.377890,"2,3,4,5",0.002104,0.079185,15.584342,0.499405,0.641912,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.385517,"2,3,4,5"
66249," ",999841.621014,112303.260811,139.358526,0.093795,0.065977,0.560919,"2,3,4",0.001316,0.049549,13.486525,0.378205,0.428408,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.572521,"2,3,4"
66254," ",1000506.107130,112307.541500,139.854241,0.087231,0.061047,0.397744,"2,4,5",0.002147,0.080806,15.332922,0.661785,0.765495,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.411748,"2,4,5"
66260," ",1000496.942053,112336.178980,141.942542,0.143776,0.062232,0.566365,"2,3,4",0.003571,0.134407,13.267626,0.940572,1.089768,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.587634,"2,3,4"
