# id, image, x, y
66249, 2,  850.2101,  3742.1312
66254, 2,  546.2301, 11459.3055
66260, 2,  878.5145, 11373.6660
66262, 2, 2604.2377,  9907.9016
66274, 2, 1237.5179,  9426.0407
66288, 2, 2514.1406,  5664.9128
66290, 2, 2694.3649,  3744.8829
66300, 2, 3278.6403,  8964.9672
66302, 2, 1648.5566,  6865.5775
66307, 2, 3204.6993, 11751.3707
66321, 2, 3239.1874,  9011.6853
66328, 2, 1867.9829, 12225.8696
66330, 2,  538.2716, 10394.4077
66333, 2, 2650.1042, 10100.0950
66334, 2, 1518.6291,  9678.3099
66337, 2, 3129.1741,  8249.2485
66350, 2, 2607.1009,  7540.0618
66354, 2, 2543.5767,  6432.9164
66360, 2, 2322.2804, 10879.5896
66378, 2, 1974.3376,  9368.1837
66410, 2, 2925.1534,  7992.9757
66429, 2, 1228.0481,  9053.1851
66434, 2, 1366.6003, 11134.7513
66435, 2,  621.6316,  3052.6433
66436, 2,  773.1295,  7447.3516
66441, 2, 2697.0338,  1614.0280
66451, 2, 3392.2479,  9952.0339
66626, 2, 3831.4716,  7402.1183
66661, 2, 3938.1912,  7281.8371
66666, 2, 3468.1684,  8362.1518
66669, 2, 3966.7490,  7743.9053
66675, 2, 3961.7319,  9899.9145
66676, 2, 4419.7854, 10945.9339
66677, 2, 3861.4904,  9829.5851
66689, 2, 4643.8834, 11408.0248
66701, 2, 4618.9469, 11478.0803
66703, 2, 4007.0101,  9944.9944
66712, 2, 4873.8971, 11367.4789
66718, 2, 3785.3716,  9914.2622
66719, 2, 4637.7275,  5894.0609
66723, 2, 4609.6473,  8351.2034
66730, 2, 3886.2212,  8153.4602
66734, 2, 3910.4745,  8063.0894
66737, 2, 4586.9492, 10912.6189
66739, 2, 3802.5590,  7484.2804
66751, 2, 3975.1674,  7035.7788
66753, 2, 2515.6356, 11322.3472
66758, 2, 2056.3166, 10175.4650
66759, 2, 2878.8398,  7147.2136
66762, 2, 3671.4959,  5469.1299
66764, 2, 3866.8097,  8248.7388
66765, 2, 3687.6071,  9864.8164
66770, 2, 4575.3625,  8446.6290
66781, 2, 4286.2435, 11432.4653
66783, 2, 3884.3498, 10610.3794
66785, 2, 4945.5137, 11493.6368
66788, 2, 1226.6585, 10609.3705
66796, 2, 4362.9837, 11655.2439
66798, 2,  779.3758, 11356.6373
66808, 2, 3746.7755,  8508.8037
66815, 2, 1660.1775,  7638.8881
66828, 2, 4134.6785,  6606.3973
66833, 2, 2349.4307,  5492.0141
66857, 2, 4275.6158, 10253.7361
67078, 2, 4991.5523, 11724.7558
67081, 2, 5615.1303,  5676.2367
67087, 2, 3570.7774,  8427.9102
67090, 2, 4782.0753,  7884.8756
67091, 2, 4184.8550,  9447.5293
67109, 2, 5167.4240, 12284.2427
67112, 2, 1984.9370,  9692.4862
67114, 2, 4369.7252,  9417.0594
67116, 2, 4527.8522, 11210.1076
67131, 2, 3412.3336,  8752.0963
67132, 2, 4063.9104,  9416.2038
67134, 2, 4775.0528,  8181.5182
67149, 2, 4431.7804,  7963.0536
67150, 2, 4687.7280,  8150.4475
67158, 2, 3622.4367,  9755.1891
67186, 2, 4807.8341,  8265.9933
67195, 2, 4280.6974,  9190.0038
67224, 2, 3777.7139, 10151.6866
67238, 2, 4942.4244, 11906.6733
67302, 2, 1669.5021,  8581.2526
65231, 3, 4520.7566, 11094.8971
65234, 3, 3838.2898, 10874.7340
65235, 3, 5435.0926,  8870.2697
65239, 3, 4426.2266, 10980.2673
65242, 3, 5618.8626,  9170.6610
65246, 3, 4389.5116,  9719.3232
65253, 3, 2581.6034,  7620.4121
65257, 3, 5549.4237,  7611.6921
65265, 3, 4093.1184,   747.7486
65269, 3, 4027.6336, 11083.2390
65276, 3, 1456.6403, 10945.2390
65278, 3,  886.9709,  8965.0909
65288, 3, 5330.1675,  9305.4480
65289, 3, 1642.6454,  7553.5443
65291, 3, 5246.3629,  8066.7107
65297, 3,  496.4634,  6327.8030
65298, 3, 4174.1736, 11081.2200
65299, 3, 1595.0591, 12010.4594
65304, 3, 5565.7295,  4116.4991
65312, 3, 4954.1444, 10352.6339
65322, 3, 3957.3835, 11120.9843
65323, 3, 2528.9999,  6103.5098
65325, 3, 1666.4740,  9401.3739
65331, 3, 3043.8038,  7206.0165
65332, 3, 4978.3025,  8326.6000
65338, 3, 2145.8121,  8342.0994
65339, 3, 2458.2937,  7937.0511
65341, 3, 1807.7410,  3452.8668
65343, 3, 5357.4699,  7386.5476
65353, 3, 2830.1928,  7392.1693
65354, 3, 5729.5903,  9321.1832
65360, 3, 2820.3710, 10140.8207
65367, 3, 3494.1409,  4917.2346
65369, 3, 1599.3973,  6536.7807
65374, 3, 1944.8365,  6281.7157
65376, 3, 1603.9397, 10853.6726
65377, 3, 5413.9270,  8585.3926
65378, 3, 3535.1196, 10462.2475
65380, 3, 4870.2727,  4859.3692
65382, 3, 4894.4435,  6420.9336
65384, 3, 1374.0154,  7512.4289
65386, 3, 2609.3351,  7280.0529
65388, 3, 2739.4839,  6629.0229
65390, 3, 1327.8257,  2931.7085
65393, 3, 1979.1161,  6706.2247
65394, 3, 4802.1442,  1186.8226
65395, 3, 5061.7585,  2101.3263
65401, 3, 4795.6562, 10343.1926
65406, 3, 3499.5009,  3267.1363
65411, 3, 2570.9156,  7687.5867
65415, 3, 1895.4457, 11010.6632
65416, 3, 2206.3560,  7607.3357
65419, 3,  938.1131,  2906.4864
65432, 3, 4939.5667,  8162.2178
65436, 3, 4236.5728, 11109.8413
65445, 3, 4681.1395,  1089.7246
65449, 3, 3491.9994,  8010.5639
65451, 3, 1475.9048,  5398.6397
65452, 3,  615.3575,  8958.9779
65454, 3, 1379.9445, 10859.5646
65458, 3, 5543.9880,  7136.8404
65461, 3, 2551.4814,  8275.7773
65462, 3, 1146.5555,  7462.3676
65477, 3, 1775.5851,  9370.3751
65478, 3, 5724.3514,  8301.0438
65489, 3, 5074.7952,  8031.3424
65490, 3, 3471.2432, 11137.5159
65492, 3,  905.6207,  7677.0507
65499, 3, 2983.6994,  4156.6833
65507, 3, 2383.6671,  7964.0002
65508, 3, 3593.7864, 11015.3453
65509, 3, 4095.8431, 11126.8996
65516, 3, 2456.0557,  2961.8067
65520, 3, 3572.1941,  3907.4717
65521, 3, 4338.9300,  3127.2706
65523, 3, 3047.5094,  4132.3750
65533, 3, 5304.3965,  7368.1154
65539, 3, 5411.1603,  3690.7500
65541, 3, 3650.4662,  3510.2685
65546, 3, 4671.3344,  9032.4146
65550, 3, 5015.2789,  9079.7303
65554, 3, 2090.9557,  7552.6923
65555, 3, 2014.4688,  4949.1730
65558, 3, 3404.1154,  7277.0324
65561, 3, 4122.3546, 11553.1331
65573, 3, 3676.1044,  3034.9586
65580, 3, 5301.0143, 10025.7530
65582, 3, 5252.7599, 11678.5559
65584, 3, 3704.1376, 12160.2138
65587, 3,  908.2389,  9490.3491
65588, 3, 2306.0394,  1821.7677
65593, 3, 1459.3562,  3925.4966
65598, 3, 1657.3118,  4303.6434
65602, 3, 2925.3863, 11716.8480
65604, 3, 1739.8648,  3181.3440
65606, 3, 3416.3986, 10364.9150
65608, 3,  779.8954,  6660.2575
65609, 3, 3734.8889,  3019.9902
65610, 3, 3554.9258,  9241.2030
65614, 3, 1562.2931,  4140.3524
65619, 3, 3368.9935,  9051.1207
65620, 3,  848.8045,  7840.9644
65622, 3, 3060.2550,  4249.6521
65627, 3,  919.7633,  7556.7245
65639, 3, 4045.8865,  7163.3470
65664, 3, 1590.4357,  4366.9215
65665, 3, 3717.7005,  3697.0283
65666, 3, 4780.2150,  7343.8357
65674, 3, 2396.1743,  5831.9455
65675, 3, 3418.1394,  9407.2437
65683, 3, 5058.5809, 11630.0313
65688, 3, 3707.4006,  4608.6473
65694, 3, 2687.6361,  6355.6363
65696, 3, 1126.9977,  4944.5740
65697, 3, 1892.8360,  5040.6479
65699, 3, 4680.3421, 11378.9160
65700, 3, 3429.1072,  8511.3166
65716, 3, 3943.9893,  5009.9860
65727, 3, 2314.1158,  7643.2281
65731, 3, 6441.6253,  7579.8863
65732, 3, 7829.4835,  4905.6859
65733, 3, 6698.0705,  6958.5595
65734, 3, 6730.3236,  6881.1091
65737, 3, 3351.9627,  4932.8810
65740, 3, 6842.1645,  6620.0776
65742, 3, 6171.5104,  2016.1555
65743, 3, 3404.5416,  4895.6835
65744, 3, 3459.5896,  4847.8549
65746, 3, 6783.8105,  6933.7177
65747, 3, 7381.4763,  4860.5886
65748, 3, 3756.7443,  4073.8930
65751, 3, 3270.2565,  4973.3708
65752, 3, 5927.1067,  1848.0332
65754, 3, 7996.3517,  4886.7900
65757, 3, 7934.7655,  3834.1375
65762, 3, 7821.9770,  5057.1658
65769, 3, 7994.5897,  3590.0199
65779, 3, 7789.3966,  4981.4219
65781, 3, 7109.2054,  4615.3975
65783, 3, 7005.8334,  6591.0529
65790, 3, 8054.2118,  5201.9203
65791, 3, 6293.6805,  7454.6666
65792, 3, 3699.7855,  3924.2907
65794, 3, 5751.1398,  1729.2744
65796, 3, 3028.0651,  6807.0844
65801, 3, 7941.9658,  5042.5770
65802, 3, 6448.7494,  7723.2389
65809, 3, 7414.8203,  5635.4370
65810, 3, 3627.0178,  4360.1755
65819, 3, 7712.5485,  3881.9067
65825, 3, 3067.2678,  6738.7866
65828, 3, 3169.1869,  6781.1992
65832, 3, 7886.3251,  4003.6268
65834, 3, 7364.3942,  2802.5343
65835, 3, 6513.9912,  6928.4978
65844, 3, 6252.0992,  5309.6084
65848, 3, 6928.9050,  5438.0624
65851, 3, 4859.1116,  2837.1739
65855, 3, 6442.8157,  7101.3331
65857, 3, 7975.8360,  2063.0935
65859, 3, 6546.9402,  5623.1808
65860, 3, 8039.4755,  4157.1957
65864, 3, 8137.1395,  5117.1274
65865, 3, 7752.3229,  3820.3163
65867, 3, 4452.7466,  2742.2871
65873, 3, 5552.7308,  6926.3635
65874, 3, 4944.8543,  1163.8263
65875, 3, 3946.7624,  7111.6062
65882, 3, 7117.3147,  6699.9509
65884, 3, 7377.2178,  2874.5765
65900, 3, 6513.3286,  4517.9709
65902, 3, 6256.0917,  3339.7996
65903, 3, 5084.4999,  7165.5225
65904, 3, 4170.1587,  4009.6629
65905, 3, 6192.6384,  7779.0462
65909, 3, 6199.5336,  5352.8449
65910, 3, 5572.6875,  4394.9161
65913, 3, 5761.9222,  3743.2721
65919, 3, 3608.0259,  3392.2339
65927, 3, 4926.3735,  7766.8371
65930, 3, 6279.7073,  7302.9440
65932, 3, 4531.2937,  2144.5429
65936, 3, 3226.7644,  6833.2657
65937, 3, 6318.9121,  1510.4764
65944, 3, 3617.2620,  4986.4540
65946, 3, 7824.5576,  3283.1769
65959, 3, 3516.0605,  4404.6411
65977, 3, 6415.2055,  5164.5060
65980, 3, 3248.0201,  5858.7455
65985, 3, 6213.4201,  5259.5652
65989, 3, 7476.4582,  2230.9799
65991, 3, 3956.8579,   682.2832
65993, 3, 7836.3844,  6348.1589
65999, 3, 3970.8465,  5184.4204
66007, 3, 5617.6775,  4073.1181
66017, 3, 5506.2745,  1702.1764
66020, 3, 6149.6447,  1390.4419
66023, 3, 7527.3873,  1845.2501
66026, 3, 6625.1161,  4659.3415
66033, 3, 3267.1262,  2976.5819
66039, 3, 3700.0124,  3421.5286
66044, 3, 7289.7275,  7650.3157
66055, 3, 8286.1234,  5157.7859
66065, 3, 5957.8040,  7736.6813
66071, 3, 5482.9181,  4407.0480
66080, 3, 5280.3796,  3782.5914
66090, 3, 7965.4491,  2374.7387
66095, 3, 4293.3044,  5563.0685
66097, 3, 3780.8577,  5587.6211
66113, 3, 6977.3253,  3468.9069
66115, 3, 8054.7364,  5334.4355
66182, 3, 4264.0513, 11033.5141
66186, 3, 3506.7128,  6018.4505
66188, 3, 5359.9167,  7254.3052
66189, 3, 4735.0706, 10109.6887
66207, 3, 4477.3129,  9862.4759
66213, 3, 3833.4953,  3893.1288
66229, 3, 4199.6701,  6193.3951
66240, 3, 3502.3049,  9158.3007
66244, 3, 5781.6198,  8081.1366
66249, 3, 3368.9375,  3632.0404
66260, 3, 3163.9668, 11289.0979
66262, 3, 4944.8595,  9873.1198
66274, 3, 3579.8163,  9346.5502
66288, 3, 4979.0507,  5613.8675
66290, 3, 5221.7020,  3692.2278
66300, 3, 5641.6172,  8948.4060
66302, 3, 4072.5184,  6789.9758
66307, 3, 5509.5203, 11738.8147
66321, 3, 5597.1349,  8992.8132
66330, 3, 2847.0864, 10296.2005
66360, 3, 4640.1960, 10836.9464
66378, 3, 4343.5185,  9308.4231
66404, 3, 3645.2172,  9057.2432
66410, 3, 5316.8029,  7962.0114
66434, 3, 3659.4388, 11065.3664
66435, 3, 3164.5397,  2932.5308
66451, 3, 5724.7486,  9941.4006
66478, 3, 1453.1996,  6601.6280
66484, 3, 2686.0301,  1567.9612
66503, 3, 2753.6713,  5743.4245
66510, 3, 3206.7561,  4977.1840
66515, 3, 2691.3803,  3985.4077
66520, 3,  539.9087,  7433.5671
66544, 3, 3592.8374,  7148.6694
66548, 3, 2146.6067,  3415.7645
66556, 3, 2699.6869,  6110.1670
66562, 3, 2815.5660,  2721.7503
66582, 3, 3079.3312,  1106.5908
66585, 3, 3791.8395,  1350.0855
66619, 3, 1874.2550,  4024.4714
66624, 3, 4294.9067,  6980.2280
66625, 3, 2386.4793,  5680.0394
66626, 3, 6240.8309,  7397.4844
66627, 3, 1195.1069,  6694.6893
66632, 3, 1085.2929,   900.1559
66661, 3, 6353.8891,  7281.2174
66666, 3, 5850.2618,  8347.2082
66669, 3, 6369.0659,  7742.9254
66675, 3, 6296.7820,  9907.6996
66676, 3, 6729.7255, 10969.9058
66677, 3, 6199.3887,  9832.7928
66689, 3, 6939.1067, 11440.1922
66701, 3, 6910.6695, 11509.1785
66703, 3, 6342.3113,  9954.9857
66712, 3, 7170.5092, 11405.9254
66718, 3, 6120.3260,  9916.3562
66719, 3, 7132.9891,  5907.4974
66723, 3, 6996.9907,  8373.5656
66730, 3, 6276.0030,  8149.2371
66734, 3, 6303.7485,  8060.1947
66737, 3, 6895.6471, 10943.1513
66739, 3, 6213.2006,  7477.5703
66751, 3, 6399.9954,  7031.8069
66753, 3, 4801.2478, 11287.8657
66758, 3, 4380.1047, 10123.7909
66759, 3, 5300.8847,  7112.2709
66762, 3, 6146.3497,  5453.0076
66764, 3, 6253.8972,  8246.0059
66765, 3, 6026.7628,  9862.8747
66770, 3, 6960.9888,  8467.5815
66781, 3, 6578.5687, 11453.9540
66783, 3, 6199.9741, 10615.2741
66785, 3, 7242.0934, 11535.0436
66788, 3, 3533.6915, 10533.0486
66796, 3, 6647.1071, 11682.1169
66798, 3, 3070.6323, 11268.7186
66808, 3, 6126.3137,  8503.6129
66815, 3, 4067.3955,  7563.8137
66828, 3, 6573.6143,  6606.6617
66833, 3, 4831.1234,  5432.5728
66857, 3, 6622.4361, 10269.4470
66872, 3, 1315.5010,  6173.6066
