# id, image, x, y
67078, 3, 7275.8774, 11770.5453
67081, 3, 8092.6953,  5720.7233
67087, 3, 5950.5440,  8418.3425
67090, 3, 7186.1619,  7908.4404
67091, 3, 6537.3460,  9458.4947
67109, 3, 7434.4603, 12334.5810
67112, 3, 4321.8778,  9634.4970
67114, 3, 6727.6679,  9434.2668
67116, 3, 6823.4008, 11239.0250
67131, 3, 5781.8811,  8737.8365
67132, 3, 6418.2197,  9426.0936
67134, 3, 7170.6117,  8208.8804
67149, 3, 6856.3080,  7975.0809
67150, 3, 7080.8349,  8175.2899
67158, 3, 5961.2746,  9750.5346
67186, 3, 7197.4403,  8293.0344
67195, 3, 6641.4795,  9204.6306
67224, 3, 6105.1729, 10154.1308
67238, 3, 7219.7137, 11953.6358
67302, 3, 4063.1151,  8512.0585
67323, 3,  856.3174,  9017.9390
67338, 3, 2672.4522,  8270.6637
67353, 3, 2524.3310,  7928.0930
67357, 3, 2569.8162, 11433.5388
67361, 3, 2766.1904,  8358.4301
67362, 3,  537.4059, 10441.2897
67388, 3, 2211.0095, 11642.9692
67389, 3, 3612.0340,  9147.8123
67395, 3, 1611.9704,  6212.5787
67401, 3,  556.3430, 11431.3421
67403, 3, 4578.9171,  9228.6470
67407, 3, 4297.7403,  6855.4048
67408, 3, 2416.2402,  9287.9391
67415, 3, 2197.8636,  4948.1059
67416, 3, 2231.6421,  7062.2784
67421, 3, 1302.3758,  7838.1422
67435, 3,  759.3398,  8943.9121
67445, 3, 2577.6405, 10116.5780
67466, 3, 1767.5382,  7432.5317
67471, 3, 2794.5586,  6028.3207
67474, 3, 4302.5076,  9406.5742
67475, 3, 4463.7294,  7084.9003
65231, 4, 6907.2979, 11228.6561
65234, 4, 6225.9539, 10986.9895
65235, 4, 7887.2510,  9028.0784
65239, 4, 6811.5248, 11108.7117
65242, 4, 8063.9551,  9333.2179
65246, 4, 6816.3502,  9843.9994
65253, 4, 5067.0662,  7685.4074
65257, 4, 8041.6304,  7769.1406
65265, 4, 6793.4459,   852.0198
65269, 4, 6409.8862, 11201.8286
65276, 4, 3839.6982, 10986.3560
65278, 4, 3326.6696,  8982.3280
65289, 4, 4129.1652,  7591.7464
65291, 4, 7724.6741,  8216.9643
65297, 4, 3024.6239,  6329.6131
65298, 4, 6556.8310, 11204.0380
65299, 4, 3946.2124, 12058.1061
65304, 4, 8164.1627,  4267.7791
65312, 4, 7361.4133, 10499.7633
65322, 4, 6337.8725, 11239.1149
65323, 4, 5063.8066,  6165.2218
65325, 4, 4098.9519,  9443.5305
65331, 4, 5556.7916,  7285.2998
65332, 4, 7448.8803,  8469.4206
65338, 4, 4611.8286,  8396.0215
65339, 4, 4934.5996,  7998.6155
65341, 4, 4436.6301,  3491.6782
65343, 4, 7857.3221,  7536.8307
65353, 4, 5340.5813,  7468.4304
65354, 4, 8169.8474,  9488.6823
65360, 4, 5231.2644, 10220.5058
65367, 4, 6067.9697,  5007.3304
65369, 4, 4117.8494,  6571.8000
65374, 4, 4470.5828,  6326.8162
65376, 4, 3987.5986, 10898.6383
65377, 4, 7874.8822,  8740.7523
65378, 4, 5931.2901, 10566.0917
65380, 4, 7453.8628,  4991.0304
65382, 4, 7432.4185,  6557.0484
65384, 4, 3864.0438,  7542.8570
65386, 4, 5113.1545,  7348.8435
65388, 4, 5256.3474,  6699.2878
65390, 4, 3974.8363,  2952.7308
65393, 4, 4518.3257,  6754.0481
65394, 4, 7484.7240,  1315.0773
65395, 4, 7730.3578,  2236.5145
65401, 4, 7201.5476, 10484.5695
65406, 4, 6128.8408,  3355.3151
65411, 4, 5053.8655,  7754.3646
65415, 4, 4283.2372, 11064.7551
65416, 4, 4694.8960,  7663.2705
65419, 4, 3567.4755,  2918.5129
65432, 4, 7413.9346,  8302.6730
65436, 4, 6618.4319, 11236.1398
65445, 4, 7364.1409,  1213.5770
65449, 4, 5991.1301,  8108.4538
65451, 4, 4030.6764,  5429.8585
65452, 4, 3054.5669,  8970.5662
65454, 4, 3765.1505, 10899.0085
65458, 4, 8051.7956,  7294.4471
65461, 4, 5020.5299,  8343.2205
65462, 4, 3633.5607,  7485.5553
65477, 4, 4206.1525,  9415.3418
65478, 4, 8195.9542,  8465.0537
65489, 4, 7554.7351,  8175.1651
65490, 4, 5862.5952, 11242.4168
65492, 4, 3389.3284,  7694.9101
65499, 4, 5585.5609,  4228.1208
65507, 4, 4862.4860,  8023.3019
65508, 4, 5977.4710, 11120.3075
65509, 4, 6477.9275, 11248.9497
65516, 4, 5088.1482,  3018.9291
65520, 4, 6176.2549,  3998.1803
65521, 4, 6965.9448,  3241.9700
65523, 4, 5644.9138,  4209.4394
65533, 4, 7803.3016,  7519.0226
65539, 4, 8025.9686,  3837.4109
65541, 4, 6261.1889,  3604.4041
65546, 4, 7121.7292,  9167.4216
65550, 4, 7461.4417,  9225.2817
65554, 4, 4581.0562,  7606.0111
65555, 4, 4582.3803,  4993.1662
65558, 4, 5934.5386,  7372.1724
65561, 4, 6492.5871, 11676.5993
65573, 4, 6306.0150,  3126.7767
65580, 4, 7732.7860, 10183.9038
65582, 4, 7650.1047, 11839.8319
65584, 4, 6061.6430, 12275.8526
65587, 4, 3332.4727,  9510.9145
65588, 4, 4979.6763,  1871.8496
65593, 4, 4054.4596,  3950.9707
65598, 4, 4258.1614,  4336.8854
65602, 4, 5314.5867, 11805.5905
65604, 4, 4368.1983,  3213.2375
65606, 4, 5819.8083, 10462.4918
65608, 4, 3299.5560,  6672.7591
65609, 4, 6364.3547,  3115.3196
65614, 4, 4163.6702,  4170.6668
65619, 4, 5814.5667,  9144.6838
65620, 4, 3327.8583,  7856.5733
65622, 4, 5651.3478,  4327.6556
65627, 4, 3403.0359,  7572.6691
65639, 4, 6550.6260,  7275.4380
65664, 4, 4192.1391,  4399.3993
65665, 4, 6332.0530,  3791.7784
65666, 4, 7308.6477,  7478.8881
65674, 4, 4940.4265,  5892.2714
65675, 4, 5852.6790,  9506.0991
65683, 4, 7439.0921, 11783.7856
65688, 4, 6289.1227,  4704.7217
65694, 4, 5215.2209,  6423.5252
65696, 4, 3696.1050,  4962.2505
65697, 4, 4468.8308,  5081.6206
65699, 4, 7071.2449, 11520.5500
65700, 4, 5902.5531,  8610.1208
65716, 4, 6519.2682,  5114.2581
65727, 4, 4802.1368,  7703.4784
65737, 4, 5923.7546,  5019.0609
65739, 4, 5895.3094,  4962.6857
65743, 4, 5977.2679,  4983.6540
65744, 4, 6032.9668,  4938.5710
65748, 4, 6351.3915,  4172.1650
65751, 4, 5837.5715,  5056.7391
65759, 4, 6360.2332,  4093.2397
65796, 4, 5543.1208,  6887.1978
65828, 4, 5680.6020,  6864.6759
65851, 4, 7495.5297,  2965.4248
65873, 4, 8067.6118,  7081.5001
65874, 4, 7628.3136,  1292.7497
65875, 4, 6454.5150,  7220.4356
65904, 4, 6767.9473,  4121.1037
65919, 4, 6224.0687,  3484.9211
65925, 4, 6447.5860,   751.6366
65936, 4, 5741.0999,  6919.2193
65945, 4, 6006.5242,  2740.4532
65953, 4, 7154.3636,  2847.9505
65962, 4, 7770.6530,  5225.7040
65972, 4, 6273.8592,  5105.3212
65980, 4, 5793.8263,  5943.0698
65999, 4, 6543.0228,  5289.2282
66000, 4, 7240.0221,  6401.4586
66007, 4, 8218.6496,  4227.3477
66017, 4, 8177.9128,  1850.8106
66047, 4, 8286.8119,  4076.4982
66060, 4, 7327.0439,  3858.4493
66071, 4, 8073.1622,  4556.8547
66080, 4, 7888.0316,  3926.0297
66084, 4, 7719.6229,  4166.8586
66097, 4, 6351.7046,  5687.4189
66168, 4, 8299.6646,  2907.8119
66182, 4, 6650.4534, 11162.0231
66183, 4, 7556.7584,  9588.2020
66186, 4, 6042.0083,  6110.9613
66188, 4, 7861.9190,  7407.0051
66189, 4, 7148.5996, 10247.9118
66202, 4, 7698.0465,  9450.1290
66207, 4, 6899.0765,  9993.2873
66213, 4, 6434.8343,  3991.5631
66229, 4, 6745.6014,  6309.5072
66230, 4, 7139.3782, 10408.1905
66240, 4, 5946.2427,  9259.7240
66244, 4, 8260.8897,  8247.0545
66249, 4, 5977.6672,  3716.2389
66254, 4, 5196.7364, 11447.3650
66260, 4, 5542.7961, 11381.8350
66262, 4, 7378.4499, 10016.6839
66274, 4, 6014.3247,  9450.0422
66288, 4, 7532.2238,  5750.6205
66290, 4, 7835.8641,  3832.9993
66300, 4, 8094.3357,  9113.0717
66321, 4, 8047.5509,  9154.2828
66328, 4, 6497.9968, 12302.1185
66333, 4, 7390.4221, 10213.1427
66334, 4, 6284.5892,  9717.9621
66337, 4, 7988.7749,  8383.1011
66350, 4, 7565.0490,  7638.4064
66354, 4, 7518.6958,  6522.8804
66378, 4, 6806.6984,  9434.6486
66404, 4, 6092.9543,  9159.6756
66410, 4, 7798.3335,  8113.2474
66429, 4, 6032.5416,  9071.8859
66434, 4, 6044.6355, 11171.4401
66435, 4, 5800.8214,  3011.8672
66436, 4, 5685.6749,  7431.5476
66441, 4, 7958.0204,  1697.0681
66451, 4, 8146.1557, 10109.7394
66484, 4, 5361.1070,  1628.9374
66503, 4, 5296.6278,  5814.5440
66510, 4, 5773.5079,  5058.3070
66515, 4, 5289.3789,  4050.5718
66520, 4, 3052.0254,  7440.8086
66548, 4, 4761.0737,  3464.3192
66556, 4, 5232.5822,  6178.4045
66562, 4, 5454.0990,  2788.2052
66582, 4, 5765.9454,  1178.5906
66585, 4, 6470.0371,  1446.2689
66619, 4, 4495.2797,  4065.3567
66624, 4, 6804.1463,  7098.1174
66625, 4, 4932.2216,  5738.8350
66627, 4, 3723.2480,  6719.7294
66632, 4, 3793.1377,   912.4066
66872, 4, 3843.1794,  6197.4490
67021, 4, 7194.8523,  7531.4194
67323, 4, 3294.7020,  9036.0824
67338, 4, 5141.4251,  8343.1443
67353, 4, 5001.8218,  7993.5929
67357, 4, 4938.7169, 11510.6941
67361, 4, 5235.5599,  8433.8271
67362, 4, 2931.9050, 10453.7114
67388, 4, 4573.1965, 11709.3833
67389, 4, 6054.2936,  9250.2837
67395, 4, 4139.9497,  6246.1211
67401, 4, 2920.8277, 11445.9298
67403, 4, 7024.9435,  9359.3294
67407, 4, 6810.2683,  6974.0599
67408, 4, 4852.8283,  9353.3655
67415, 4, 4780.6904,  5001.1777
67416, 4, 4734.3631,  7117.7198
67421, 4, 3779.3012,  7867.3276
67435, 4, 3197.7614,  8957.9203
67445, 4, 5003.4589, 10190.5403
67466, 4, 4257.3452,  7475.1410
67471, 4, 5330.8110,  6101.5506
67474, 4, 6763.1415,  9528.8834
67475, 4, 6972.0727,  7209.3131
65231, 5, 3702.6548,  6698.8997
65234, 5, 4397.5249,  6825.8127
65235, 5, 3075.0006,  8980.8346
65239, 5, 3809.6751,  6797.1819
65242, 5, 2858.9249,  8709.1682
65253, 5, 6015.7281,  9874.9484
65269, 5, 4184.9129,  6646.7026
65276, 5, 6720.6559,  6483.1257
65278, 5, 7516.8005,  8352.3572
65288, 5, 3129.3470,  8540.5951
65289, 5, 6942.7349,  9827.5619
65291, 5, 3354.9986,  9748.8730
65297, 5, 8217.9965, 10907.6164
65299, 5, 6453.7387,  5455.4105
65325, 5, 6697.5544,  8020.3939
65331, 5, 5609.5122, 10361.6786
65332, 5, 3587.8830,  9465.9964
65338, 5, 6353.6400,  9117.7823
65339, 5, 6099.9573,  9550.3837
65360, 5, 5478.3603,  7434.7643
65376, 5, 6584.5485,  6585.4988
65377, 5, 3130.6458,  9256.3418
65378, 5, 4743.3591,  7192.7614
65384, 5, 7212.3057,  9836.9461
65386, 5, 6027.1086, 10222.0668
65388, 5, 5980.4307, 10863.0812
65393, 5, 6713.0855, 10750.8574
65401, 5, 3524.6716,  7466.4410
65411, 5, 6019.3679,  9801.3922
65415, 5, 6281.4566,  6488.1377
65432, 5, 3641.7409,  9616.6466
65436, 5, 3980.1794,  6644.8893
65451, 5, 7363.6205, 11922.9924
65452, 5, 7783.7304,  8322.4901
65454, 5, 6805.7439,  6557.7072
65458, 5, 3173.6704, 10692.9053
65461, 5, 5966.5770,  9237.1365
65462, 5, 7444.5954,  9855.1805
65477, 5, 6596.4446,  8063.3591
65492, 5, 7651.9852,  9623.3815
65507, 5, 6165.9188,  9521.1205
65554, 5, 6503.4351,  9881.2021
65555, 5, 6892.7657, 12423.4737
65584, 5, 4375.5125,  5577.8900
65587, 5, 7430.0817,  7838.6562
65606, 5, 4872.4329,  7277.3570
65610, 5, 4869.8369,  8396.3795
65620, 5, 7688.8791,  9460.6829
65627, 5, 7651.6298,  9736.8046
65639, 5, 4634.6065, 10496.0859
65675, 5, 4983.2701,  8225.0307
65694, 5, 6060.6536, 11122.6226
65696, 5, 7760.9816, 12329.4653
65699, 5, 3513.1034,  6472.2602
65727, 5, 6274.1035,  9818.6039
65734, 5, 2046.8896, 11078.6479
65740, 5, 1968.1275, 11350.4027
65772, 5, 2298.0877, 10667.3374
65774, 5, 1919.9074, 11519.4501
65775, 5, 1968.5466, 11104.2708
65809, 5, 1521.9647, 12436.0763
65882, 5, 1688.7275, 11305.2530
65903, 5, 3617.7425, 10612.5476
65927, 5, 3698.6222, 10060.5222
65930, 5, 2435.5356, 10615.2646
65993, 5, 1029.7568, 11733.2104
66044, 5, 1408.8476, 10392.4278
66095, 5, 4582.0366, 12134.5179
66097, 5, 5078.9532, 12043.2466
66139, 5, 4710.8469, 11718.8130
66183, 5, 3314.2661,  8386.7911
66188, 5, 3341.3049, 10552.6198
66202, 5, 3196.0422,  8540.6977
66207, 5, 3890.7214,  7902.7610
66230, 5, 3599.7860,  7535.5256
66244, 5, 2830.3087,  9797.6292
66254, 5, 5331.0934,  6237.4296
66274, 5, 4834.0652,  8298.1232
66288, 5, 3907.9516, 12124.3489
66300, 5, 2864.0329,  8927.4969
66302, 5, 4655.6102, 10857.8883
66307, 5, 2656.9292,  6246.0328
66321, 5, 2902.0928,  8877.6154
66328, 5, 3951.2396,  5622.4918
66330, 5, 5435.9080,  7285.1464
66333, 5, 3382.4033,  7757.4439
66334, 5, 4529.8897,  8079.1039
66337, 5, 3073.0913,  9621.0547
66350, 5, 3621.5811, 10335.1155
66354, 5, 3809.5392, 11371.8839
66360, 5, 3613.0850,  6996.6305
66404, 5, 4800.6799,  8587.8558
66410, 5, 3297.3783,  9857.9906
66429, 5, 4873.7898,  8669.9755
66436, 5, 5458.4517, 10219.0770
66478, 5, 7246.2515, 10732.3227
66544, 5, 5079.8538, 10513.0734
66556, 5, 6080.0339, 11365.3595
66624, 5, 4415.5814, 10698.1765
66626, 5, 2461.4586, 10516.3107
66661, 5, 2366.5025, 10649.8963
66666, 5, 2729.4471,  9545.2754
66669, 5, 2295.9737, 10193.3367
66675, 5, 2110.0568,  8074.0061
66676, 5, 1561.7090,  7095.5220
66677, 5, 2210.8964,  8136.8947
66689, 5, 1302.4532,  6656.7256
66701, 5, 1321.3134,  6583.0023
66703, 5, 2060.9876,  8032.5079
66712, 5, 1079.4706,  6716.3694
66718, 5, 2281.4490,  8043.7604
66719, 5, 1763.7555, 12142.4025
66723, 5, 1608.5324,  9660.1548
66730, 5, 2338.1150,  9782.7866
66734, 5, 2322.2085,  9873.9299
66737, 5, 1403.1116,  7134.6295
66739, 5, 2481.6612, 10432.7971
66751, 5, 2351.7594, 10889.5354
66753, 5, 3407.2970,  6543.9048
66758, 5, 3952.8173,  7642.0911
66759, 5, 3413.7345, 10690.1513
66762, 5, 2784.8205, 12416.4046
66764, 5, 2346.4348,  9688.6576
66765, 5, 2378.2275,  8089.9434
66770, 5, 1634.2884,  9556.3539
66781, 5, 1650.2945,  6598.8808
66783, 5, 2120.0344,  7370.5670
66785, 5,  996.3974,  6598.4546
66788, 5, 4736.1631,  7130.1013
66796, 5, 1560.2108,  6384.0555
66798, 5, 5098.7756,  6377.8018
66808, 5, 2443.7390,  9421.1418
66815, 5, 4564.9635, 10115.0529
66828, 5, 2233.3914, 11328.4793
66833, 5, 4071.3368, 12303.5611
66857, 5, 1747.6643,  7791.4436
66872, 5, 7429.1902, 11142.7459
67021, 5, 3991.0969, 10382.8490
67078, 5,  937.2540,  6373.2472
67081, 5,  856.5556, 12378.7619
67087, 5, 2624.5939,  9489.0884
67090, 5, 1477.9979, 10128.9859
67091, 5, 1927.2810,  8538.9685
67109, 5,  711.0756,  5841.2948
67112, 5, 4070.0647,  8107.8435
67114, 5, 1746.8026,  8593.6018
67116, 5, 1440.7089,  6826.1072
67131, 5, 2752.5648,  9150.6382
67132, 5, 2052.1550,  8561.1742
67134, 5, 1459.2403,  9840.8212
67149, 5, 1790.2599, 10073.6641
67150, 5, 1551.2292,  9859.8456
67158, 5, 2455.4550,  8190.0722
67186, 5, 1420.9021,  9758.4931
67195, 5, 1856.7010,  8803.3337
67224, 5, 2270.1198,  7806.4649
67238, 5,  970.6366,  6185.4836
67302, 5, 4454.5435,  9213.1159
67323, 5, 7540.3632,  8295.1343
67338, 5, 5846.9710,  9242.6816
67353, 5, 6034.5352,  9565.4156
67357, 5, 5573.6489,  6137.2552
67361, 5, 5745.1907,  9174.8608
67362, 5, 7682.1362,  6864.8319
67388, 5, 5900.4870,  5890.5470
67389, 5, 4823.0522,  8496.3883
67395, 5, 7134.9685, 11138.5736
67401, 5, 7545.0833,  5898.1084
67403, 5, 3870.8181,  8538.9050
67407, 5, 4426.2971, 10820.8294
67408, 5, 5977.4329,  8214.3990
67415, 5, 6711.5287, 12473.4610
67416, 5, 6423.9610, 10375.9121
67421, 5, 7244.6820,  9508.7062
67435, 5, 7645.3856,  8357.9346
67445, 5, 5719.2722,  7454.7618
67466, 5, 6837.8452,  9958.6218
67471, 5, 5999.1109, 11458.4182
67474, 5, 4114.3445,  8372.0628
67475, 5, 4236.3790, 10617.6950
