Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,Photos (used),X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Precision Vector Length,Tightness (percent),Tightness (project units),Angle (deg.),Control Name,RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,#Constraints,Target Code,Target Bits,Ref. Check Tag,Photos (marked),Color (R),Color (G),Color (B)
317," ","1,2,3,4",999604.590370,112344.408072,139.437547,0.014962,0.014859,0.031361,0.037791,0.010906,0.172201,14.816363,216,1.024013,1.389533,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,2,3,4",255,255,255
333," ","1,2,3",1000134.474071,112591.194818,138.006679,0.015218,0.014982,0.031708,0.038229,0.003387,0.053483,14.838952,401,0.956314,1.252048,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,2,3",255,255,255
347," ","2,3",1000460.329175,112765.825847,139.455010,0.015424,0.015358,0.031579,0.038354,0.000989,0.015619,6.473110,405,0.431670,0.574859,3,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3",255,255,255
351," ","2,3,4,5",1000551.308587,112275.291342,139.871766,0.015043,0.014945,0.031488,0.037962,0.006425,0.101454,15.246887,406,1.054735,1.868987,5,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4,5",255,255,255
375," ","1,3,4",999619.059988,112370.843605,138.957310,0.015104,0.015031,0.031488,0.038021,0.002911,0.045966,14.638767,305,0.784265,1.023743,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,3,4",255,255,255
403," ","1",999170.671253,112692.546855,139.642199,0.015853,0.015802,0.031798,0.038886,n/a,n/a,n/a,309,0.236355,0.236355,1,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1",255,255,255
410," ","1,4,5",999974.451284,112476.831081,139.695692,0.015116,0.014990,0.031525,0.038040,0.005087,0.080319,25.780860,311,1.429996,1.765165,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,4,5",255,255,255
422," ","1,3,4,5",1000126.762736,112179.099931,138.549012,0.014838,0.014696,0.031479,0.037776,0.014660,0.231475,25.763016,313,1.154380,1.760693,5,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,3,4,5",255,255,255
428," ","1,4,5",999971.954567,112044.571965,139.528343,0.015215,0.015160,0.031510,0.038134,0.003879,0.061250,25.415213,314,0.835870,1.100092,1,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,4,5",255,255,255
492," ","2,3,4",999606.886672,112342.362005,139.140158,0.015199,0.015123,0.031362,0.037991,0.002475,0.039081,13.227116,413,0.995290,1.173566,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4",255,255,255
552," ","3,4,5",1000575.055291,112258.182878,139.632448,0.015220,0.015161,0.031535,0.038158,0.002792,0.044079,13.447692,508,0.554207,0.716170,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"3,4,5",255,255,255
563," ","2,3,5",1000166.789878,112674.270350,138.761090,0.015108,0.014972,0.031622,0.038110,0.000884,0.013961,15.459776,511,0.821257,1.095743,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,5",255,255,255
590," ","4,5",999980.969909,112051.075777,139.409044,0.015386,0.015331,0.031585,0.038332,0.005611,0.088596,12.847310,515,1.114985,1.346684,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"4,5",255,255,255
607," ","2,3,5",1000502.485744,112625.896084,139.650455,0.015056,0.015108,0.031471,0.038018,0.004585,0.072387,15.546628,5212,0.754196,0.927154,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,5",255,255,255
634," ","2,3",1000441.905601,112677.071106,139.751106,0.015301,0.015248,0.031544,0.038232,0.000082,0.001302,6.542689,609,0.493812,0.496032,3,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3",255,255,255
651," ","2,3,4,5",1000359.451874,112429.751285,139.161140,0.014749,0.014684,0.031532,0.037781,0.002234,0.035279,15.682622,610,0.423491,0.539497,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4,5",255,255,255
745," ","1,2,3,5",1000007.359436,112644.631774,160.168017,0.042757,0.046755,0.245656,0.253695,0.007639,0.120608,25.864774, ,0.626395,0.892990,5,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,5",255,255,255
