Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,Photos (used),X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Precision Vector Length,Tightness (percent),Tightness (project units),Angle (deg.),Control Name,RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,#Constraints,Target Code,Target Bits,Ref. Check Tag,Photos (marked),Color (R),Color (G),Color (B)
72," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.999812,0.142726,-0.000048,0.001067,0.001067,0.001277,0.001977,0.022516,0.000409,86.564869, ,0.185436,0.347218,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
73," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.000281,0.142782,0.000316,0.001067,0.001067,0.001277,0.001976,0.029731,0.000541,84.520088, ,0.198051,0.415530,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
74," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.857005,0.142811,-0.000581,0.000990,0.000990,0.001146,0.001809,0.021997,0.000400,87.567031, ,0.142557,0.263596,6,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
75," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.143271,0.142809,0.000741,0.000990,0.000990,0.001146,0.001809,0.046844,0.000852,86.069546, ,0.252705,0.707110,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
76," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.714103,0.142874,-0.000360,0.000935,0.000935,0.001049,0.001688,0.016868,0.000307,88.146212, ,0.126073,0.298054,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
77," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.286034,0.142806,0.000350,0.000935,0.000935,0.001049,0.001688,0.033676,0.000612,87.210020, ,0.193993,0.500127,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
78," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.428830,0.142882,-0.000119,0.000906,0.000906,0.000997,0.001624,0.029639,0.000539,87.945962, ,0.193992,0.441428,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
79," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.571383,0.142915,0.000319,0.000906,0.000906,0.000997,0.001624,0.017162,0.000312,88.284144, ,0.118198,0.310958,10,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
80," ","1,2,3,4,5,6,7,8,9,11,12,13,14,15,17,18,19,20,21",1.142545,-0.000103,-0.002031,0.001228,0.001228,0.001540,0.002321,0.033971,0.000618,83.701267, ,0.249655,0.466111,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,17,18,19,20,21",255,255,255
81," ","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21",-0.142451,-0.000223,0.001925,0.001228,0.001228,0.001540,0.002321,0.067032,0.001219,81.716670, ,0.350498,0.767310,6,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21",255,255,255
82," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.856974,-0.000080,-0.001668,0.001067,0.001067,0.001277,0.001977,0.021241,0.000386,86.214568, ,0.183810,0.315392,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
83," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.143055,-0.000068,-0.000046,0.001067,0.001067,0.001277,0.001977,0.027474,0.000500,84.881755, ,0.201984,0.379560,9,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
84," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.285802,-0.000030,-0.000661,0.001016,0.001016,0.001191,0.001867,0.034695,0.000631,85.964158, ,0.193019,0.512115,11,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
85," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.428715,0.000001,-0.000909,0.000990,0.000990,0.001146,0.001809,0.023761,0.000432,86.663937, ,0.150253,0.336263,11,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
86," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.714240,-0.000115,-0.000041,0.001016,0.001016,0.001191,0.001867,0.021041,0.000383,86.851814, ,0.154369,0.308249,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
87," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.571517,-0.000091,0.000544,0.000990,0.000990,0.001146,0.001809,0.029644,0.000539,87.005819, ,0.193350,0.387894,12,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
88," ","1,2,3,4,5,6,7,9,11,12,13,15,17,18,19,20,21",1.142596,-0.142949,-0.002752,0.001312,0.001312,0.001672,0.002497,0.052076,0.000947,81.949544, ,0.379437,0.758198,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,9,11,12,13,15,17,18,19,20,21",255,255,255
89," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.999808,-0.142997,-0.002550,0.001228,0.001228,0.001540,0.002321,0.040099,0.000729,83.439763, ,0.301224,0.528540,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
90," ","1,2,3,5,8,9,11,13,14,15,16,17,18,19,20,21",-0.142582,-0.143045,0.001580,0.001312,0.001312,0.001672,0.002498,0.063117,0.001148,79.563523, ,0.408893,0.839838,20,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,5,8,9,11,13,14,15,16,17,18,19,20,21",255,255,255
91," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.857060,-0.142952,-0.002184,0.001162,0.001162,0.001433,0.002180,0.032742,0.000595,84.493647, ,0.246094,0.491839,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
92," ","1,2,3,4,5,7,8,9,10,11,13,14,15,16,17,18,19,20,21",0.000222,-0.143023,0.000430,0.001228,0.001228,0.001540,0.002322,0.042041,0.000764,81.117373, ,0.270819,0.509373,4,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,7,8,9,10,11,13,14,15,16,17,18,19,20,21",255,255,255
93," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.714232,-0.142951,-0.001913,0.001116,0.001116,0.001357,0.002081,0.032746,0.000595,85.106043, ,0.228129,0.478889,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
94," ","1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.143028,-0.142920,-0.000464,0.001162,0.001162,0.001433,0.002180,0.031638,0.000575,83.398408, ,0.251910,0.447375,7,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
95," ","1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.285769,-0.142887,-0.001544,0.001116,0.001116,0.001357,0.002081,0.032556,0.000592,84.384405, ,0.233044,0.417378,11,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
96," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.571391,-0.142850,-0.001780,0.001092,0.001092,0.001317,0.002029,0.031728,0.000577,85.277099, ,0.212453,0.441434,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
97," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.428699,-0.142859,-0.001622,0.001092,0.001092,0.001317,0.002029,0.025832,0.000470,85.034827, ,0.206704,0.362226,18,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
1001," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.000096,1.000161,-0.000659,0.001139,0.001138,0.001394,0.002130,0.026596,0.000484,84.270345,1,0.214483,0.351196,6,White,Default, ,Control,yes,no,0,1,1, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
1002," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.999859,1.000158,0.000659,0.001138,0.001138,0.001394,0.002130,0.024923,0.000453,85.875235,2,0.219159,0.334675,16,White,Default, ,Control,yes,no,0,2,2, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
1003," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.000225,-0.000117,0.000659,0.001138,0.001138,0.001394,0.002130,0.030292,0.000551,83.456010,3,0.236219,0.387249,6,White,Default, ,Control,yes,no,0,3,3, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
1004," ","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",0.999819,-0.000203,-0.000659,0.001138,0.001138,0.001394,0.002130,0.034006,0.000618,85.216660,4,0.235443,0.405150,18,White,Default, ,Control,yes,no,0,4,4, ,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",255,255,255
