# Mark points for DBAT camera calibration demo
# Format: image id, point id, x, y, sxy
 6,   25,  623.2232,  319.8020, 0.1
 6,   16, 1547.1679,  296.6144, 0.1
 6,   15, 1426.1586,  270.2743, 0.1
 6,   13, 1292.3135,  242.7394, 0.1
 6,   11, 1850.4265,  226.7152, 0.1
 6,   12, 1146.9646,  213.5151, 0.1
 6,   10, 1755.7801,  200.3043, 0.1
 6,   14,  988.4437,  182.7605, 0.1
 6,    9, 1655.0577,  171.5885, 0.1
 6, 1001,  816.1388,  150.5084, 0.1
 6,    7, 1544.0241,  141.1627, 0.1
 6,   17,  629.9163,  116.3978, 0.1
 6,    5, 1423.6756,  108.7658, 0.1
 6,    3, 1291.3006,   74.9185, 0.1
 6,    2, 1147.1017,   39.2533, 0.1
 7,   81, 1137.3199, 1560.1950, 0.1
 7,   92, 1456.2828, 1525.0973, 0.1
 7,   71,  965.3145, 1428.8936, 0.1
 7, 1003, 1275.9064, 1397.5568, 0.1
 7,   94, 1580.0609, 1362.9760, 0.1
 7,   61,  805.4940, 1303.4084, 0.1
 7,   73, 1105.8189, 1276.0710, 0.1
 7,   83, 1403.7442, 1245.2470, 0.1
 7,   95, 1692.2975, 1212.9397, 0.1
 7,   50,  658.1605, 1185.8849, 0.1
 7,   62,  946.8388, 1160.4746, 0.1
 7,   75, 1236.4938, 1132.3508, 0.1
 7,   84, 1520.6579, 1103.8008, 0.1
 7,   97, 1794.2243, 1073.5733, 0.1
 7,   42,  521.8905, 1073.5001, 0.1
 7,   51,  799.0641, 1051.6941, 0.1
 7,   64, 1078.9071, 1026.2252, 0.1
 7,   77, 1357.0209,  999.2566, 0.1
 7,   30,  399.2203,  974.3037, 0.1
 7,   85, 1627.2866,  972.6470, 0.1
 7,   45,  662.1176,  948.1460, 0.1
 7,   96, 1886.2420,  945.7560, 0.1
 7,   54,  931.5794,  924.8242, 0.1
 7,   65, 1201.6967,  901.4988, 0.1
 7,   25,  285.5306,  879.0829, 0.1
 7,   78, 1467.4371,  876.0122, 0.1
 7,   31,  537.2102,  855.7219, 0.1
 7,   87, 1724.5317,  850.5671, 0.1
 7,   40,  795.0004,  831.9566, 0.1
 7,   93, 1969.7217,  828.2124, 0.1
 7,   55, 1055.9025,  808.6163, 0.1
 7,   17,  180.9900,  791.4337, 0.1
 7,   67, 1315.1203,  785.0644, 0.1
 7,   23,  421.9354,  768.3571, 0.1
 7,   79, 1568.4427,  761.9198, 0.1
 7,   32,  668.4404,  744.7081, 0.1
 7,   86, 1812.5510,  740.0609, 0.1
 7,   41,  919.3805,  721.5397, 0.1
 7,   91, 2045.5237,  720.4391, 0.1
 7,    8,   84.6891,  710.9733, 0.1
 7,   56, 1171.3164,  699.3866, 0.1
 7, 1001,  316.1135,  688.2195, 0.1
 7,   69, 1419.8111,  676.4449, 0.1
 7,   21,  551.9249,  664.5377, 0.1
 7,   76, 1660.7030,  657.7551, 0.1
 7,   33,  792.7540,  641.4587, 0.1
 7,   82, 1892.3287,  639.3797, 0.1
 7,   89, 2114.7928,  621.5084, 0.1
 7,   43, 1036.0206,  618.2695, 0.1
 7,    6,  217.9674,  612.9373, 0.1
 7,   59, 1278.4176,  596.0783, 0.1
 7,   14,  444.1865,  589.9635, 0.1
 7,   68, 1515.3968,  579.2322, 0.1
 7,   20,  675.0398,  566.6206, 0.1
 7,   74, 1745.0763,  561.5091, 0.1
 7, 1004, 1966.1254,  544.7616, 0.1
 7,   34,  909.4825,  544.5232, 0.1
 7,   88, 2178.4831,  530.2285, 0.1
 7,   49, 1144.7091,  520.7731, 0.1
 7,    4,  344.4674,  520.3720, 0.1
 7,   58, 1377.1441,  504.4250, 0.1
 7,   12,  566.0385,  497.4249, 0.1
 7,   66, 1603.6035,  488.4670, 0.1
 7,   22,  791.4571,  475.1641, 0.1
 7,   72, 1822.7679,  472.4582, 0.1
 7,   80, 2033.2396,  459.3475, 0.1
 7,   36, 1018.8625,  451.7838, 0.1
 7,   47, 1245.6009,  434.3277, 0.1
 7,    2,  465.0085,  433.3709, 0.1
 7,   57, 1468.2427,  419.3423, 0.1
 7,   13,  681.5977,  410.8547, 0.1
 7,   63, 1684.7646,  404.7858, 0.1
 7,   70, 1893.8437,  391.3180, 0.1
 7,   24,  901.0175,  388.5553, 0.1
 7,   37, 1121.2387,  369.6533, 0.1
 7,   44, 1339.2847,  354.3759, 0.1
 7,    3,  579.2875,  350.9763, 0.1
 7,   53, 1552.6916,  339.9657, 0.1
 7,   15,  790.9326,  329.3041, 0.1
 7,   60, 1759.4212,  327.7510, 0.1
 7,   26, 1004.1435,  309.5317, 0.1
 7,   35, 1216.8224,  294.0670, 0.1
 7,   46, 1426.3385,  278.8572, 0.1
 7,    5,  687.9036,  273.7677, 0.1
 7,   52, 1630.6978,  266.4489, 0.1
 7,   16,  894.1529,  254.9450, 0.1
 7,   27, 1100.7911,  237.7195, 0.1
 7,   38, 1305.7506,  223.6488, 0.1
 7,   48, 1507.1524,  208.3263, 0.1
 7,    7,  790.9495,  202.8387, 0.1
 7,   18,  991.5806,  185.2850, 0.1
 7,   28, 1191.3382,  170.1950, 0.1
 7,   39, 1388.7513,  154.9068, 0.1
 7,    9,  888.5148,  136.3277, 0.1
 7, 1002, 1082.9941,  120.1580, 0.1
 7,   29, 1275.8820,  107.7070, 0.1
 7,   10,  980.4225,   75.5522, 0.1
 7,   19, 1168.8319,   61.1478, 0.1
 7,   11, 1066.9693,   17.1414, 0.1
 8,   89, 1299.6545, 1666.2804, 0.1
 8,   91, 1214.4260, 1604.9192, 0.1
 8,   80, 1439.6192, 1602.2409, 0.1
 8, 1004, 1364.2148, 1542.7185, 0.1
 8,   93, 1122.9237, 1538.6310, 0.1
 8,   70, 1497.9079, 1484.9922, 0.1
 8,   82, 1281.7830, 1478.0153, 0.1
 8,   96, 1024.6515, 1466.7881, 0.1
 8,   72, 1425.4569, 1422.5576, 0.1
 8,   86, 1195.2989, 1409.0322, 0.1
 8,   97,  919.4643, 1389.1631, 0.1
 8,   60, 1552.7513, 1371.1095, 0.1
 8,   74, 1346.9983, 1355.2436, 0.1
 8,   87, 1101.8350, 1334.1916, 0.1
 8,   63, 1483.2731, 1306.0958, 0.1
 8,   95,  806.6118, 1304.8138, 0.1
 8,   76, 1263.3864, 1282.9767, 0.1
 8,   52, 1606.1392, 1261.2910, 0.1
 8,   85, 1000.2919, 1253.0904, 0.1
 8,   66, 1408.7129, 1236.3315, 0.1
 8,   94,  687.0178, 1213.7903, 0.1
 8,   79, 1174.2910, 1205.3737, 0.1
 8,   53, 1539.2047, 1193.8517, 0.1
 8,   84,  892.8411, 1165.7403, 0.1
 8,   68, 1328.9825, 1161.5245, 0.1
 8,   48, 1657.1679, 1155.1110, 0.1
 8,   57, 1467.7382, 1121.7673, 0.1
 8,   78, 1078.2620, 1121.7826, 0.1
 8,   92,  559.3668, 1115.3855, 0.1
 8,   46, 1592.4233, 1085.6987, 0.1
 8,   69, 1244.8295, 1081.6511, 0.1
 8,   83,  778.6249, 1071.6826, 0.1
 8,   39, 1704.6681, 1052.6912, 0.1
 8,   58, 1392.1321, 1044.9877, 0.1
 8,   77,  976.0405, 1031.9806, 0.1
 8,   44, 1523.8296, 1011.6484, 0.1
 8,   90,  424.1163, 1009.5411, 0.1
 8,   67, 1152.3210,  995.5698, 0.1
 8,   38, 1641.2005,  981.6013, 0.1
 8, 1003,  657.1552,  970.6377, 0.1
 8,   59, 1311.8368,  962.8905, 0.1
 8,   29, 1747.2932,  954.2978, 0.1
 8,   47, 1452.0171,  933.0889, 0.1
 8,   75,  867.1835,  935.4991, 0.1
 8,   35, 1576.5562,  906.1549, 0.1
 8,   65, 1054.5714,  903.6748, 0.1
 8,   28, 1688.8274,  882.0181, 0.1
 8,   56, 1222.9006,  875.1040, 0.1
 8,   19, 1789.5652,  860.1039, 0.1
 8,   81,  528.9615,  862.5728, 0.1
 8,   49, 1375.4631,  849.3879, 0.1
 8,   73,  751.0091,  832.4115, 0.1
 8,   37, 1508.0492,  826.1472, 0.1
 8,   27, 1626.4663,  805.3600, 0.1
 8,   64,  951.2123,  805.5082, 0.1
 8, 1002, 1733.9701,  786.8085, 0.1
 8,   55, 1130.0483,  781.6961, 0.1
 8,   11, 1829.9500,  769.8772, 0.1
 8,   43, 1290.5680,  760.3062, 0.1
 8,   36, 1434.6153,  741.2047, 0.1
 8,   26, 1560.7792,  724.3010, 0.1
 8,   71,  628.6848,  722.7993, 0.1
 8,   18, 1673.4220,  709.3492, 0.1
 8,   10, 1774.8041,  695.9262, 0.1
 8,   62,  841.1788,  701.2407, 0.1
 8,   54, 1032.4219,  682.2645, 0.1
 8,   41, 1201.7308,  665.7922, 0.1
 8,   34, 1352.9887,  651.4900, 0.1
 8,   24, 1489.5358,  638.6562, 0.1
 8,   16, 1609.3322,  627.6386, 0.1
 8,    9, 1717.8265,  617.9162, 0.1
 8,   61,  725.1602,  590.7278, 0.1
 8,   51,  927.0542,  577.2149, 0.1
 8,   40, 1107.8594,  565.9186, 0.1
 8,   33, 1268.6442,  556.5433, 0.1
 8,   22, 1412.5420,  548.5448, 0.1
 8,   15, 1541.7047,  541.6340, 0.1
 8,    7, 1656.2045,  535.8499, 0.1
 8,   50,  816.7068,  466.4769, 0.1
 8,   45, 1010.0721,  460.2902, 0.1
 8,   32, 1179.7505,  456.3947, 0.1
 8,   20, 1332.0662,  453.4739, 0.1
 8,    5, 1591.1728,  449.7951, 0.1
 8,   13, 1468.4513,  451.2916, 0.1
 8,    3, 1521.2799,  359.7446, 0.1
 8,   12, 1391.5374,  356.5845, 0.1
 8,   21, 1246.8175,  353.6848, 0.1
 8,   31, 1085.2036,  351.3248, 0.1
 8,   42,  905.5579,  349.4767, 0.1
 8,    2, 1447.3326,  265.4836, 0.1
 8,   14, 1310.1450,  257.3074, 0.1
 8,   23, 1157.3086,  249.0199, 0.1
 8,   30,  985.0966,  241.5704, 0.1
 8,    4, 1370.0138,  166.7764, 0.1
 8, 1001, 1224.4848,  153.5849, 0.1
 8,   25, 1062.6960,  139.9389, 0.1
 8,    6, 1288.3947,   63.9286, 0.1
 8,   17, 1135.2311,   45.1134, 0.1
 9,   96, 1209.8141, 1465.6696, 0.1
 9,   93, 1423.5600, 1464.3762, 0.1
 9,   97,  995.4850, 1464.7859, 0.1
 9,   95,  782.5039, 1461.7081, 0.1
 9,   91, 1634.5002, 1460.9813, 0.1
 9,   89, 1841.3259, 1456.2383, 0.1
 9,   94,  572.9603, 1456.3301, 0.1
 9,   88, 2044.0738, 1450.9854, 0.1
 9,   92,  367.6972, 1449.9841, 0.1
 9,   90,  166.5078, 1443.5930, 0.1
 9,   87, 1207.7390, 1262.8550, 0.1
 9,   85, 1000.9774, 1262.8214, 0.1
 9,   86, 1413.8443, 1262.2307, 0.1
 9,   84,  795.6300, 1260.5585, 0.1
 9,   82, 1616.7641, 1260.4533, 0.1
 9, 1004, 1816.2915, 1256.5446, 0.1
 9,   83,  593.7994, 1256.6593, 0.1
 9,   80, 2010.2406, 1253.1363, 0.1
 9, 1003,  396.4283, 1251.7526, 0.1
 9,   81,  203.8072, 1246.5227, 0.1
 9,   76, 1403.6826, 1074.2322, 0.1
 9,   79, 1205.3648, 1074.2766, 0.1
 9,   74, 1599.5346, 1073.1775, 0.1
 9,   78, 1006.5155, 1073.9679, 0.1
 9,   77,  808.8102, 1072.4377, 0.1
 9,   72, 1791.4649, 1070.9375, 0.1
 9,   75,  614.4206, 1069.9924, 0.1
 9,   70, 1978.2768, 1069.0908, 0.1
 9,   73,  424.6061, 1067.6161, 0.1
 9,   71,  239.7048, 1064.5185, 0.1
 9,   60, 1946.7527,  898.8151, 0.1
 9,   63, 1766.6759,  899.0934, 0.1
 9,   66, 1582.1350,  899.3584, 0.1
 9,   68, 1393.8002,  899.3521, 0.1
 9,   67, 1011.8949,  898.8251, 0.1
 9,   69, 1203.3368,  898.2333, 0.1
 9,   65,  821.9152,  898.4460, 0.1
 9,   64,  634.8327,  897.1428, 0.1
 9,   62,  452.1602,  896.1838, 0.1
 9,   61,  274.0133,  894.9562, 0.1
 9,   52, 1916.7286,  740.1847, 0.1
 9,   53, 1742.9643,  739.3465, 0.1
 9,   57, 1565.1575,  738.4954, 0.1
 9,   50,  307.2851,  738.0264, 0.1
 9,   51,  478.7238,  737.4285, 0.1
 9,   58, 1384.1911,  737.0830, 0.1
 9,   56, 1017.2797,  737.0281, 0.1
 9,   55,  834.7275,  737.0851, 0.1
 9,   54,  654.6220,  736.1714, 0.1
 9,   59, 1201.1591,  735.4219, 0.1
 9,   48, 1887.7897,  593.0658, 0.1
 9,   46, 1719.8711,  591.7281, 0.1
 9,   45,  503.8961,  589.0106, 0.1
 9,   42,  337.7820,  590.6011, 0.1
 9,   44, 1548.5477,  590.0076, 0.1
 9,   40,  674.2249,  589.2339, 0.1
 9,   41,  847.2156,  588.1726, 0.1
 9,   47, 1374.7258,  587.4872, 0.1
 9,   43, 1022.5547,  587.2310, 0.1
 9,   49, 1199.0161,  585.4810, 0.1
 9,   30,  369.6249,  459.2630, 0.1
 9,   39, 1859.4027,  458.1346, 0.1
 9,   38, 1697.0547,  457.3611, 0.1
 9,   31,  529.3980,  455.8030, 0.1
 9,   35, 1532.5466,  453.8898, 0.1
 9,   32,  692.8873,  453.3734, 0.1
 9,   33,  859.2380,  452.2428, 0.1
 9,   37, 1365.5226,  450.6858, 0.1
 9,   34, 1027.5244,  451.2681, 0.1
 9,   36, 1196.8715,  448.7849, 0.1
 9,   29, 1831.4478,  336.2353, 0.1
 9,   25,  398.8820,  335.0280, 0.1
 9,   28, 1675.7875,  332.1269, 0.1
 9,   23,  553.2745,  331.6333, 0.1
 9,   21,  710.7868,  329.2730, 0.1
 9,   27, 1517.2684,  328.6949, 0.1
 9,   20,  870.7014,  327.0785, 0.1
 9,   26, 1356.6969,  325.3142, 0.1
 9,   22, 1032.2451,  325.8464, 0.1
 9,   24, 1194.6174,  324.3498, 0.1
 9,   19, 1805.8669,  221.7112, 0.1
 9,   17,  426.4746,  220.6614, 0.1
 9, 1001,  575.9439,  217.9456, 0.1
 9, 1002, 1655.7390,  216.7152, 0.1
 9,   14,  727.6699,  214.7813, 0.1
 9,   18, 1502.8672,  213.7731, 0.1
 9,   12,  881.4837,  212.2731, 0.1
 9,   16, 1348.2271,  211.4449, 0.1
 9,   13, 1036.6177,  210.7958, 0.1
 9,   15, 1192.6578,  209.8337, 0.1
 9,    8,  452.7718,  115.7022, 0.1
 9,   11, 1781.9003,  115.3079, 0.1
 9,   10, 1636.4401,  112.1131, 0.1
 9,    6,  597.1590,  112.1213, 0.1
 9,    4,  743.5073,  108.9402, 0.1
 9,    9, 1489.3561,  107.7900, 0.1
 9,    2,  891.6216,  106.8763, 0.1
 9,    7, 1340.4712,  105.5402, 0.1
 9,    3, 1040.9367,  104.8327, 0.1
 9,    5, 1190.8462,  104.0911, 0.1
10,   70,  877.0848, 1650.5079, 0.1
10,   60, 1039.2723, 1621.4932, 0.1
10,   52, 1190.6764, 1593.7641, 0.1
10,   48, 1331.5117, 1566.9686, 0.1
10,   39, 1461.1029, 1540.6364, 0.1
10,   29, 1578.4635, 1514.6366, 0.1
10,   89,  509.2691, 1516.1979, 0.1
10,   19, 1688.9915, 1490.6350, 0.1
10, 1004,  698.2705, 1493.4614, 0.1
10,   11, 1791.9576, 1468.1043, 0.1
10,   72,  874.2787, 1470.8480, 0.1
10,   63, 1037.5170, 1448.2490, 0.1
10,   53, 1189.7628, 1426.3988, 0.1
10,   46, 1330.8743, 1405.1069, 0.1
10,   38, 1459.7059, 1384.0576, 0.1
10,   28, 1580.1932, 1364.3246, 0.1
10, 1002, 1691.5436, 1345.6228, 0.1
10,   10, 1792.7745, 1327.5074, 0.1
10,   91,  504.5434, 1318.8532, 0.1
10,   82,  693.8107, 1302.8983, 0.1
10,   74,  871.0780, 1287.2508, 0.1
10,   66, 1035.8264, 1271.4261, 0.1
10,   57, 1188.8169, 1255.9018, 0.1
10,   44, 1330.5075, 1240.5936, 0.1
10,   35, 1460.8624, 1225.9079, 0.1
10,   27, 1581.2687, 1211.7496, 0.1
10,   18, 1692.1113, 1198.2711, 0.1
10,    9, 1794.6282, 1185.5462, 0.1
10,   93,  500.9858, 1118.4462, 0.1
10,   86,  691.4004, 1109.8403, 0.1
10,   76,  868.8394, 1100.7840, 0.1
10,   68, 1034.3438, 1091.8717, 0.1
10,   58, 1188.3998, 1083.1591, 0.1
10,   47, 1330.9610, 1074.3957, 0.1
10,   37, 1461.8106, 1065.8844, 0.1
10,   26, 1582.2564, 1057.6651, 0.1
10,   16, 1692.0711, 1049.8043, 0.1
10,    7, 1794.5042, 1042.3956, 0.1
10,   87,  689.9237,  914.7391, 0.1
10,   96,  499.2089,  916.2920, 0.1
10,   79,  867.5540,  912.7671, 0.1
10,   69, 1033.8940,  910.9643, 0.1
10,   59, 1188.2428,  908.9624, 0.1
10,   49, 1330.9301,  906.9323, 0.1
10,   36, 1461.5852,  904.7874, 0.1
10,   24, 1581.1019,  902.6319, 0.1
10,   15, 1691.4530,  900.6649, 0.1
10,    5, 1793.7070,  898.7375, 0.1
10,    3, 1790.8524,  755.2866, 0.1
10,   13, 1688.4157,  751.5627, 0.1
10,   22, 1577.6001,  747.6602, 0.1
10,   34, 1457.2672,  743.5957, 0.1
10,   43, 1327.4566,  739.2106, 0.1
10,   56, 1185.0165,  734.5812, 0.1
10,   67, 1031.7762,  729.7503, 0.1
10,   78,  866.5161,  724.8510, 0.1
10,   85,  688.8014,  719.6614, 0.1
10,   97,  499.3019,  714.3742, 0.1
10,    2, 1786.8309,  612.5902, 0.1
10,   12, 1684.9495,  603.4147, 0.1
10,   20, 1574.4836,  593.7862, 0.1
10,   33, 1454.5009,  583.5845, 0.1
10,   41, 1324.7648,  572.7850, 0.1
10,   55, 1183.2749,  561.6595, 0.1
10,   65, 1030.5931,  550.1987, 0.1
10,   77,  866.5776,  538.2698, 0.1
10,   84,  689.7479,  526.2402, 0.1
10,   95,  501.1781,  514.1285, 0.1
10,    4, 1782.8019,  471.1633, 0.1
10,   14, 1680.6311,  456.8661, 0.1
10,   21, 1570.5328,  441.6866, 0.1
10,   32, 1451.6045,  425.6222, 0.1
10,   40, 1322.0496,  408.9163, 0.1
10,   54, 1182.5023,  391.3333, 0.1
10,   64, 1030.2373,  373.5674, 0.1
10,   75,  867.4350,  355.1302, 0.1
10,    6, 1777.7392,  331.7244, 0.1
10,   83,  692.1863,  336.5010, 0.1
10, 1001, 1675.7447,  312.5066, 0.1
10,   94,  505.2108,  317.4418, 0.1
10,   23, 1566.4885,  292.0631, 0.1
10,   31, 1447.6053,  270.5241, 0.1
10,   45, 1320.5895,  247.6247, 0.1
10,   51, 1179.7496,  225.1394, 0.1
10,   62, 1029.6449,  201.2195, 0.1
10,    8, 1772.2531,  194.5231, 0.1
10,   73,  868.2362,  176.4843, 0.1
10,   17, 1671.1782,  170.5313, 0.1
10, 1003,  695.3928,  151.0190, 0.1
10,   25, 1561.4471,  145.5947, 0.1
10,   92,  510.1514,  125.0700, 0.1
10,   30, 1442.6583,  119.2737, 0.1
10,   42, 1317.4769,   90.5281, 0.1
10,   50, 1177.6147,   63.1555, 0.1
10,   61, 1029.3509,   33.3149, 0.1
11,   88,  927.4866, 1529.9439, 0.1
11,   80, 1084.2958, 1413.3542, 0.1
11,   89,  812.1928, 1390.1555, 0.1
11,   70, 1233.1029, 1301.4042, 0.1
11, 1004,  965.9241, 1281.0873, 0.1
11,   91,  706.5621, 1259.5749, 0.1
11,   60, 1373.0327, 1195.0451, 0.1
11,   72, 1112.5539, 1177.0489, 0.1
11,   82,  856.8167, 1158.7234, 0.1
11,   93,  609.8785, 1138.3725, 0.1
11,   52, 1504.0668, 1093.4252, 0.1
11,   63, 1251.2765, 1078.4999, 0.1
11,   74, 1000.7159, 1061.6357, 0.1
11,   86,  756.2790, 1043.3903, 0.1
11,   96,  521.8214, 1025.7490, 0.1
11,   48, 1626.3510,  997.2526, 0.1
11,   53, 1381.7279,  984.2642, 0.1
11,   66, 1137.4892,  969.3613, 0.1
11,   76,  897.0696,  953.3646, 0.1
11,   87,  664.3283,  937.0271, 0.1
11,   97,  441.4504,  922.1765, 0.1
11,   39, 1739.7169,  907.7774, 0.1
11,   46, 1503.8490,  895.1502, 0.1
11,   57, 1266.8746,  881.6959, 0.1
11,   68, 1031.6059,  867.3231, 0.1
11,   79,  801.6906,  852.6846, 0.1
11,   85,  579.9556,  839.4003, 0.1
11,   29, 1843.8926,  826.5975, 0.1
11,   95,  367.8405,  825.9371, 0.1
11,   38, 1617.3405,  813.0749, 0.1
11,   44, 1388.3979,  798.5534, 0.1
11,   58, 1159.4875,  785.1550, 0.1
11,   69,  933.6254,  771.8883, 0.1
11,   78,  714.2961,  760.6379, 0.1
11,   19, 1941.4285,  748.6145, 0.1
11,   84,  502.4934,  748.2125, 0.1
11,   94,  300.2744,  736.7176, 0.1
11,   28, 1723.3512,  734.6574, 0.1
11,   35, 1502.3804,  721.0683, 0.1
11,   47, 1280.3974,  707.2040, 0.1
11,   59, 1059.3165,  694.7340, 0.1
11,   67,  842.8357,  684.9146, 0.1
11,   11, 2032.4410,  675.3385, 0.1
11,   77,  633.4221,  674.4070, 0.1
11,   83,  431.4156,  664.0499, 0.1
11, 1002, 1822.1972,  661.3528, 0.1
11,   92,  238.1809,  654.4284, 0.1
11,   27, 1608.9417,  648.2520, 0.1
11,   37, 1394.0474,  634.5252, 0.1
11,   49, 1178.7993,  621.7275, 0.1
11,   56,  966.1433,  613.2697, 0.1
11,   65,  759.0417,  603.7934, 0.1
11,   10, 1913.9389,  594.5575, 0.1
11,   75,  559.1533,  594.7133, 0.1
11, 1003,  365.9942,  585.8728, 0.1
11,   18, 1708.3853,  580.2665, 0.1
11,   90,  179.7288,  577.6418, 0.1
11,   26, 1500.6696,  566.4694, 0.1
11,   36, 1291.7811,  554.0035, 0.1
11,   43, 1084.1657,  545.3763, 0.1
11,   55,  879.7014,  536.4473, 0.1
11,   64,  681.4210,  527.9781, 0.1
11,   73,  489.8542,  520.9380, 0.1
11,    9, 1801.4986,  516.5728, 0.1
11,   81,  305.0199,  513.1954, 0.1
11,   16, 1600.3444,  503.9052, 0.1
11,   24, 1397.9754,  491.0766, 0.1
11,   34, 1195.5255,  482.0653, 0.1
11,   41,  995.3365,  472.4489, 0.1
11,   54,  799.6359,  464.2284, 0.1
11,   62,  610.0386,  458.3306, 0.1
11,   71,  426.3432,  452.7969, 0.1
11,    7, 1694.1187,  444.2883, 0.1
11,   15, 1498.0352,  431.9660, 0.1
11,   22, 1301.1470,  422.0753, 0.1
11,   33, 1105.6116,  412.9402, 0.1
11,   40,  913.1220,  404.9722, 0.1
11,   51,  725.1369,  398.6840, 0.1
11,   61,  543.3224,  393.1130, 0.1
11,    5, 1592.2373,  376.0604, 0.1
11,   13, 1401.0503,  365.9083, 0.1
11,   20, 1210.4532,  356.6808, 0.1
11,   32, 1021.7991,  348.4645, 0.1
11,   45,  836.0976,  340.2179, 0.1
11,   50,  656.1109,  337.1148, 0.1
11,    3, 1495.5877,  313.2805, 0.1
11,   12, 1309.6273,  303.7972, 0.1
11,   21, 1125.0742,  295.6087, 0.1
11,   31,  942.9040,  288.3189, 0.1
11,   42,  764.2543,  281.2126, 0.1
11,    2, 1403.7034,  254.3443, 0.1
11,   14, 1223.5482,  245.7714, 0.1
11,   23, 1045.0288,  238.2330, 0.1
11,   30,  869.4763,  233.4004, 0.1
11,    4, 1317.4908,  198.5191, 0.1
11, 1001, 1142.4479,  191.2971, 0.1
11,   25,  970.2347,  185.0706, 0.1
11,    6, 1235.6578,  146.5539, 0.1
11,   17, 1066.1741,  139.6888, 0.1
11,    8, 1158.2080,   97.6282, 0.1
12,   19, 1340.8973, 1625.4494, 0.1
12,   10, 1486.2165, 1601.5302, 0.1
12,   29, 1267.3707, 1530.7324, 0.1
12, 1002, 1422.4837, 1512.1451, 0.1
12,    9, 1559.3274, 1494.1694, 0.1
12,   39, 1191.2510, 1430.1460, 0.1
12,   28, 1352.9034, 1416.4052, 0.1
12,   18, 1498.1620, 1403.6877, 0.1
12,    7, 1627.1245, 1391.4908, 0.1
12,   48, 1107.6461, 1321.6216, 0.1
12,   38, 1278.8611, 1314.4989, 0.1
12,   27, 1433.2989, 1307.5725, 0.1
12,   16, 1569.5076, 1300.5371, 0.1
12,    5, 1691.0881, 1293.8062, 0.1
12,   26, 1509.4158, 1204.5066, 0.1
12,   35, 1364.1544, 1205.4215, 0.1
12,   15, 1636.7011, 1202.7000, 0.1
12,   46, 1201.8006, 1206.1019, 0.1
12,    3, 1750.0101, 1201.0159, 0.1
12,   52, 1018.0448, 1205.5091, 0.1
12,    2, 1805.2998, 1112.5713, 0.1
12,   13, 1698.4483, 1109.7798, 0.1
12,   24, 1579.5282, 1106.4867, 0.1
12,   37, 1444.2860, 1102.5192, 0.1
12,   44, 1290.8563, 1096.8656, 0.1
12,   53, 1118.3329, 1090.3232, 0.1
12,   60,  923.5983, 1081.8506, 0.1
12,    4, 1857.9205, 1029.3347, 0.1
12,   12, 1756.5678, 1021.9106, 0.1
12,   22, 1643.7031, 1013.8686, 0.1
12,   36, 1518.9269, 1004.9938, 0.1
12,   47, 1375.1570,  994.4431, 0.1
12,   57, 1212.4129,  981.8675, 0.1
12,   63, 1030.1625,  967.4046, 0.1
12,    6, 1906.9522,  950.1764, 0.1
12,   70,  825.0106,  950.5657, 0.1
12,   14, 1811.0331,  938.8476, 0.1
12,   20, 1704.7579,  926.6715, 0.1
12,   34, 1585.5749,  912.9024, 0.1
12,   49, 1453.9975,  897.6142, 0.1
12,    8, 1953.2080,  875.0282, 0.1
12,   58, 1301.0732,  879.9615, 0.1
12, 1001, 1862.2567,  860.3841, 0.1
12,   66, 1129.9188,  859.9667, 0.1
12,   21, 1761.8379,  844.3617, 0.1
12,   72,  938.1163,  837.3375, 0.1
12,   33, 1649.8228,  826.6287, 0.1
12,   43, 1524.4385,  806.9865, 0.1
12,   80,  721.2580,  811.7206, 0.1
12,   17, 1910.9601,  786.3256, 0.1
12,   59, 1384.1525,  784.5899, 0.1
12,   23, 1815.6330,  767.0006, 0.1
12,   68, 1223.2016,  759.5562, 0.1
12,   32, 1709.9059,  745.8404, 0.1
12,   74, 1043.1272,  731.8023, 0.1
12,   41, 1591.9157,  721.7470, 0.1
12,   25, 1865.5272,  694.2220, 0.1
12, 1004,  841.0387,  700.4891, 0.1
12,   56, 1459.0445,  695.3514, 0.1
12,   31, 1766.0976,  669.3061, 0.1
12,   69, 1310.5575,  666.1400, 0.1
12,   88,  613.5271,  666.2455, 0.1
12,   40, 1654.5601,  642.3505, 0.1
12,   76, 1141.7049,  633.3461, 0.1
12,   55, 1529.9024,  612.2350, 0.1
12,   30, 1817.4938,  597.9843, 0.1
12,   82,  951.9056,  597.4728, 0.1
12,   67, 1390.2379,  579.1745, 0.1
12,   45, 1714.8938,  567.6346, 0.1
12,   89,  739.3929,  557.7743, 0.1
12,   79, 1233.4984,  542.3272, 0.1
12,   54, 1596.7792,  534.7995, 0.1
12,   42, 1769.9877,  497.6848, 0.1
12,   86, 1056.5705,  501.8732, 0.1
12,   65, 1464.7299,  498.3502, 0.1
12,   51, 1657.4891,  462.4514, 0.1
12,   78, 1317.5505,  458.3624, 0.1
12,   91,  857.2176,  457.7880, 0.1
12,   64, 1534.5937,  423.0951, 0.1
12,   87, 1153.1638,  413.8691, 0.1
12,   50, 1714.7348,  394.9901, 0.1
12,   77, 1396.5517,  380.2727, 0.1
12,   93,  966.7639,  365.7790, 0.1
12,   62, 1598.9876,  353.6661, 0.1
12,   85, 1242.0095,  332.7007, 0.1
12,   75, 1469.8385,  308.1974, 0.1
