# Image measurements for the Roma bundle demos in DBAT.
# Format: Image id, OP id, x, y
23,12172,1723.2395,2544.1960
23,12173,3181.0349,1736.0955
23,12174,3051.1108,2208.7021
23,12175,1075.9597,2465.8843
23,10901,1879.8884,1656.6722
23,12176,1562.2096,2193.6140
23,12177,2927.1462,1520.9829
23,12178,1209.4988,2019.5852
23,12179,3297.1289,2183.2122
23,12180,2592.7295,1521.7092
23,12181,1791.3706,2912.2192
23,11500,2847.9028,1169.2607
23,10833,3190.5730,1378.7264
23,12182,2447.6223,1116.9104
23,12183,2095.9961,1409.9553
23,12184,1604.8721,2424.9497
23,12185, 650.0362,2358.4172
23,12186,3052.3093,2573.9746
23,12187,3068.7695,2466.5674
23,12188,2923.5703,2594.3770
23,12189,2290.8879,1665.2606
23,12190,3029.3955,1183.6580
23,12191, 680.6408,2392.3157
23,12192,1903.9108,1011.1524
23,12193,3402.4795,1472.1564
23,12194,2079.3398,2562.8813
23,12195,2457.2627,1304.2249
23,12196,2886.7292,1837.5687
23,12198,1979.1226,1388.6921
23,12199,1395.9102,2468.4500
23,12200,3204.6221,1190.6460
23,12201,2048.8340,2427.3564
23,12202,2328.4202,1230.2935
23,12203,2389.7766, 938.8293
23,12204,3242.8252,2252.0281
23,12205,2190.0137,2462.8616
23,12206,3139.6265,2190.0737
23,11266,1990.9753,1702.2703
23,12207,2168.6436,1917.6523
23,12208, 905.3282,2093.7085
23,12209,2057.5554,1918.2815
23,12211,1981.5812,1607.8975
23,12212,1898.8003,1832.9900
23,12213,2086.0078,2463.0530
23,12214,1653.2108,1640.0012
23,12215,2146.2888,1458.8488
23,12216,3177.4946,2481.5161
23,12217, 668.9578,2537.9624
23,12219,2712.1560, 960.2632
23,11620,2481.9509, 910.9982
23,12220,3256.9170,1596.2698
23,12221,3219.0273,1617.6565
23,12222,3194.6504,1708.9592
23,12223,3066.1995,1825.5723
23,10386,3165.0327,1174.7378
23,12225,3275.0522,1581.7937
23,12226,2696.9448,1193.5061
23,10343,1351.7081,2100.9849
23,11627,3328.5313,1109.9695
23,11630,1573.8435,2108.3398
23,12227,3534.5767,1074.1851
23,11497,2967.4517, 981.1246
23,12228,2982.9336,1137.9038
23,12229,1849.0549,1810.3085
23,12230,3424.7607,1477.5374
23,12405,3159.6685,2589.1038
23,12533,1927.1174,1884.7034
23,12233,1769.3933,1688.7476
23,12234,3296.3994,1550.3855
23,12235,3256.3560,1580.7838
23,34611,3192.2778,1427.7209
23,12237,2033.6016,1544.2271
23,12238,3302.0503,1562.5142
23,12239,3099.8315,1625.2527
23,12240,2339.4604,1537.4752
23,12242,2041.6565,1202.8569
23,12243,2275.5562,1112.8641
23,12245,2470.9480, 876.7611
23,12246,2387.5269, 923.1639
23,12247,2720.8843,2008.0967
23,12248,2847.2097, 993.9462
23,12249,1869.1515,1777.2446
23,12250,2221.9634,1239.8479
23,12251,1917.4822,1835.2717
23,12252,3171.9568,1149.1625
23,12253,1984.6742,2461.7742
23,12254,1287.0059,1612.7863
23,12255,2298.5222,1069.1670
23,12256,1759.5424,2021.2388
23,12257,3437.6665,1486.3610
23,12258,2725.3826,1071.9402
23,12259,2325.2505,1594.4231
23,11269,2481.9746,1509.5450
23,12261,2013.0547,1534.2679
23,12262,2591.0415,1552.4003
23,12263,1569.1343,1720.1177
23,12264,3136.0107,1487.7462
23,11517,2291.8594,1629.2906
23,12265,2342.6016,1557.6133
23,12266,3018.4414,1813.4099
23,12267,1839.8669,1976.2251
23,11338,3223.6431,2514.7468
23,11626,1670.3848,1058.4138
23,12269,2063.1394,1263.4612
23,12270,2373.8364, 943.4187
23,12271,2399.5588,1236.4023
23,12272,2415.2480, 896.1259
23,12273,2805.5505,1175.9719
23,10849,2269.1284,1681.4912
23,12274,3201.7896,1637.7523
23,12276,3008.3792,1860.0094
23,12277,1685.3594,2997.4697
23,12278,3551.7622,1126.5319
23,12279,2888.9153,1235.3142
23,12280,3172.7002,1674.6804
23,12281,2773.7769,1181.3606
23,12282,2171.5383, 970.6952
23,12283,2346.1355,1523.6693
23,12284,3422.9365,1595.2888
23,12285,3281.9712,1114.6096
23,12286,2508.0481,1486.1920
23,12288,2530.8633,1101.8173
23,12429,3085.7991,2616.7144
23,12564,1375.8567,2094.3274
23,12291,3060.7324,1016.3101
23,12294,2400.4146,1812.4492
23,12295,2908.1980,1000.8882
23,12296,1550.6418,1203.2225
23,12297,3503.4092,1475.4293
23,12298,2934.3074,1015.5076
23,12299,1520.9989,2441.8379
23,12300,3350.8345,1081.3132
23,12301,3175.9502,2564.6072
23,34609,2846.4014,1568.5649
23,12303,1297.3300,1590.7571
23,12304,2975.1501,1224.7588
23,34643,3271.4944,2446.9299
23,12305,3318.6873,1535.3225
23,12306,2582.5405,1085.3843
23,12308,3352.4429,1794.8994
23,12309,1509.7975,2011.6145
23,12311,3506.5195,1451.9990
23,12367, 659.6742,2517.2351
23,12365,2920.0762,2544.0977
23,12315,2331.1523,1582.0459
23,12317,2908.0996,1842.0614
23,12318,2476.5061, 948.0079
23,12319,3132.6167,1843.2798
23,12320,3186.3767,1655.7517
23,12321,1584.7924,1160.9991
23,12324,3180.4075,1717.3563
23,12326,2255.8848,1707.7764
23,12327,1897.4214,1231.6954
23,12331,3066.3823,1650.3994
23,12332,2385.7664,1244.3015
23,12334,3072.9067,2560.7827
23,12335, 966.3410,1970.1322
23,12336,1645.3613,1898.2527
23,12338,1729.6218,1795.7761
23,12339,2120.8762,1876.2925
24, 9942,3503.7441,1036.9534
24,10283,3150.9331, 660.2065
24, 9503,2750.8948, 391.3523
24,10783,3510.9351,1066.4863
24,10784,3161.8499,1093.1758
24, 9991,3069.4380, 594.3841
24, 9509,2858.4802, 408.4846
24,10428,3286.8787, 657.7153
24, 9511,2916.9158, 260.8870
24,10680,3288.2598, 530.0132
24,10147,3780.3467, 447.8978
24,10728,3253.9727, 621.8807
24,10785,3487.7800, 468.3277
24,10607,3803.2012, 463.0249
24,10530,2397.1055,1175.4202
24,10119,3006.9980, 231.6283
24,10787,3826.4329, 355.4201
24,10328,1172.5095,1953.6990
24,10418,3662.5469, 245.5688
24,10788,3477.8403,1022.7170
24,10523,2474.5054, 632.8379
24,10266,3707.2461, 509.2300
24,10789,2709.3855, 912.3405
24,10564,3463.6272,1043.8180
24,10122,3581.5615, 371.7560
24,10703,3558.1379, 328.5995
24,10202,1381.1820,1615.6326
24, 9838,3000.9089, 249.8596
24, 9886,3479.7048, 486.6727
24,10646,3555.8630, 483.3628
24,10278,2313.3147,1406.5011
24,10696,3670.8003, 574.5856
24,10237,2880.6211, 245.6753
24,10475,3395.9055,1619.9432
24,10537,3020.2349,2543.1448
24, 9513,2400.2290,1394.5573
24,10527,2078.4402,1671.3955
24,10338,1444.4362,1690.6947
24,10427,2768.8601, 421.6887
24, 9233,2152.5020,1334.8831
24,10228,3402.0120,1319.4391
24,10056,3335.7559,2311.2407
24,10269,3403.1284, 663.3271
24, 9490,2878.3198, 327.7946
24,10535,2587.2148, 334.6793
24,10166,2092.7122,1352.8772
24,10271,3162.0664, 600.2991
24,10792,2947.2832, 472.4449
24,10532,1657.7174,1547.8054
24,10793,3336.8271, 642.6703
24,10214,3248.6448, 586.1386
24,10018,3439.6631,1062.2346
24, 9862,3333.1665, 490.1203
24,10236,2869.3689, 436.3555
24,10795,3397.3325, 462.0804
24,34649, 767.8242,2458.9785
24,10587, 875.4362,2568.2593
24,10571,2578.8401, 899.3160
24,10620,3774.3413, 540.0432
24,10534,3123.8843, 465.0185
24,10410,3000.5330,1593.2013
24,10100,2648.4287, 317.7782
24, 9683,2811.5449, 354.9298
24, 9782, 749.8101,2569.2717
24,10552,2118.0239,1183.6388
24,10154,2440.7144,1198.9679
24,10798,2906.4690,1145.2842
24,10477,2933.4702, 493.9384
24,10567,2951.7954, 496.6119
24, 9367,2644.8289, 381.0864
24,10238,3236.4490,1082.3269
24, 9922,3310.4468, 523.8826
24,10351, 755.7115,2606.7251
24,10173,2635.0247,2747.0056
24,10799,3116.6377, 694.6996
24,10562,2222.3618, 614.2067
24, 9409,2605.3860, 341.6304
24, 9834,3300.8862, 484.6924
24,10071,2855.9426, 317.6617
24,10800,1651.9657,2591.0085
24,10579,2810.0017,1461.1477
24,10038,3262.1238,1120.5707
24,10019,3501.4883, 484.5549
24,10633,2973.7681,2718.0637
24,10700,2780.1326, 861.5386
24,10801,2365.0227, 627.8568
24,10802,2356.8870, 841.3895
24,10803,2342.9861,1809.1793
24,10804,2097.9360,1635.3505
24,10414,2551.9443, 357.4049
24, 9718,2886.3970, 347.1394
24,10175,2818.7903, 333.0839
24,10805,3261.1228, 562.8348
24,10806,2172.5698, 758.0505
24,10553,3049.5576, 448.2980
24,10807,3436.9070,1294.7450
24, 9973,3189.5701, 590.3836
24,10597,1826.3590,2321.2490
24,10384,3405.3101,1296.5355
24,10808,2681.5725, 346.7777
24,10650,2702.1108,2585.9001
24,10452,2500.2739,1776.0948
24,10809,3626.8447,1230.3179
24,10583,2918.5908, 589.7333
24,10810,2500.0537,1222.3993
24,10585,1605.6116,1568.9332
24, 9267,2065.9453,1317.8873
24,10811,2368.9055,1790.9122
24,10216,2135.3438,1313.5593
24,10559,1520.0973,2753.7417
24,10303,2200.7664,1256.6074
24,10812,3396.7271,2556.7051
24,10354,3223.2427,2333.8887
24,10432,2641.0942,1186.4010
24,10813,2964.6001, 636.6317
24,10814,2415.0078,1248.5476
24,10621,2356.9734,1910.1208
24,10815,3040.4153,2649.7146
24,10623,3692.9714,1473.2578
24,10714,2981.1477,1693.6947
24,10816,3345.7087, 616.1349
24,10561,2043.3295,1746.6147
24, 9691,1579.3402,2326.6279
24,10204,2725.6218, 448.2874
24,10545,2177.9780, 569.6083
24,10062,1825.2024, 931.7506
24,10549,1848.6776,2710.6287
24,10227,2951.3232,2252.5610
24,10627,3125.3894, 442.1214
24, 9849,2244.5234,1350.6830
24,11605,2062.5120,1708.9910
24,10625,2737.7424,1453.0023
24,10349,3027.8018,2521.7207
24,10820,2466.1636,1557.7092
24,10821,2718.2224, 464.7617
24,10241,2590.5588, 414.9339
24,10823,2743.3054, 565.4996
24,34673,1889.0332,3064.3965
24,11629,1512.1964,2112.4668
24,10517,2235.0764,1491.9924
24,10309,1911.6023,1457.9832
24,10292,3407.5198,1068.3505
24,10600,1470.3730,2287.3945
24,10825,1942.5023, 756.9397
24,10826,2976.4229, 239.9419
24,10827,2697.7197,2315.8787
24,10828,2817.0217, 843.0009
24, 9899,2879.3582, 365.4297
24,10032,3014.0867,1557.5187
24,10726,2295.7246,1917.6981
24,10557,3447.4473,1518.5316
24, 9987,2072.2192,1227.4878
24,10521,1676.2834,2728.9758
24,10560,2794.1719,2686.8311
24,10611,2290.2820, 239.2688
24,34652,3060.5696, 278.8447
24,10830, 852.7938,2599.4138
24,10602,1591.9794,1686.0490
24,10116,3227.6001, 575.9833
24,10691,3074.7312,1743.8048
24,10831,2843.2998, 475.5253
24,10158,2784.9595, 428.2346
24, 9997,2483.6824, 554.9065
24,10832,2922.2651, 442.8699
24,10572,1996.5361,2657.1392
24, 9239,2519.7793, 421.4640
24,10833,3373.7964,1301.5787
24,10584,1929.1367,1484.9934
24,10731,2443.7463, 669.3576
24,10645,2853.6992, 651.4983
24,10578, 882.2930,2596.6284
24,10834,1918.9741,3148.7671
24,10836,3507.4338, 312.0865
24,11191,2476.6672,1845.2477
24,10002, 798.0746,2558.8577
24,10838,3499.0957,1290.6257
24,10528,2426.9397,2581.4978
24,10648,2147.5210,1672.4698
24, 9826,1559.9761,2348.3467
24,10839,1808.0084,2545.9175
24,10291,3631.1218,1655.1760
24,10420,3407.1550,2779.8855
24,10840,2691.1956, 504.3633
24,10355,1935.6267,1452.3223
24,10841,1646.6064,2317.3528
24,10842,2306.6653,1892.4630
24,10624,2534.2546,2527.2610
24, 9927,3165.4595, 581.5584
24, 9814,3470.8694, 504.4355
24,10843,3410.0000, 479.4593
24,10141,1967.3571,2726.9307
24,10370,1908.1321,2279.3049
24,10739,1325.3523,1937.8970
24, 9711,2247.6428,1366.5358
24,10844,3195.3125,2247.1602
24,10845,3540.6001, 585.1906
24,10007,1898.8164,1466.0521
24, 9191,1630.1199,2439.4731
24,10024,3614.6978, 456.3729
24, 9750,2344.6997,1331.9055
24,10748, 859.8608,2574.0212
24,10243,2647.1912, 514.4549
24,10847,3394.5808, 513.9370
24,10848,3577.8335, 571.9097
24,10082,2181.7524,1220.7041
24, 9225,2349.4697,1271.1802
24,10849,2402.5042,1671.4957
24,10300,3102.4705,1149.0581
24,10598,3234.1902,2649.8967
24, 9695,2331.9302,1419.2545
24,10446,3005.5884, 730.5179
24,10850,2447.0720,1606.3656
24, 8544,2964.6257,3152.9197
24,10851,2472.1782,1442.2283
24,10852,2686.1401, 933.4650
24,10853,3676.4871,1298.1302
24,10097,2589.3188, 278.4289
24,10679,1746.2780,1044.2517
24,10280,3332.6460,1304.9565
24,10507,3384.8809,1053.3662
24, 9412,1518.7247,2383.5725
24,10854,1669.9063,2215.0195
24,10512,2898.4624, 370.5063
24,10603,1597.3875,2481.1057
24,10855,2243.1409, 772.4491
24,10856,2492.0366, 377.2559
24,10288,3527.6748,1034.8250
24,10591,2576.4421,2318.4136
24,10609,1630.6848,2718.5229
24,10665,3635.8740, 454.5568
24,10857,3871.3840, 242.7092
24,10081,3562.9980, 437.0698
24,10858,2851.0962, 350.5829
24,10859,1556.5016,2435.3420
24,10860,3498.3970,1514.0562
24,10861,3704.1443, 537.1550
24,10725,2005.6743,1826.0336
24,10862,2251.0459, 296.8232
24,34660,2231.4507,1249.9474
24,10595,2621.2234, 507.6093
24,10863,3661.0320,1288.7258
24,10864,2508.5803, 653.8924
24,10575,2148.6145,1420.9082
24, 9739,1901.4980,1416.8274
24,10319,2075.6545,2566.3525
24,10670,2503.2996, 544.5922
24,10866,3344.7415,2662.1418
24, 9950,2193.5151,1318.6580
24,10867,1467.8042,2353.6553
24,10868,2749.2166, 829.9448
24,10710,1553.1649,2324.3369
24,11107,3250.4590,2207.9946
24,10608,1696.3116,1416.8048
24, 9372,1979.5581,3123.0640
24, 9461,2404.4958,1275.7870
24, 9746,2870.7776, 390.5817
24,10870,2197.8105, 654.8567
24,10871,2320.6086,1743.8195
24,10352,2117.2490,1387.1565
24,10590,3291.6670,1440.5216
24,10516,3869.6025, 276.5314
24,10605,3315.3474,2527.8579
24,10872,3007.8684,1524.0306
24,10464,2192.3350,1275.4824
24,10874, 875.9926,2427.8777
24,10875,2720.7471, 520.6692
24,10876,1871.5630,2889.4473
24,10877,2444.9185,1411.5996
24,10878,2703.7676,2819.6819
24,10617,1881.4371,3001.5256
24,10880,2789.7854, 533.4385
24,10034,2021.8473, 737.5185
24,10667,1625.7844,2512.9102
24, 9897,1956.9133,1450.0375
24, 9172,2717.6033,2875.8291
24,10881,3476.0793,2555.2712
24,10715,2698.5977,1374.8018
24,10882,2796.5935, 822.7450
24,10883,1780.6348,2551.5051
24, 9955,2794.6250, 342.9801
24,10885,3495.2805,1313.8779
24,10886,2041.3618,1855.5200
24,11252,3621.7073, 974.5399
24,11253,3608.6807,1406.3707
24,11254,3740.5667, 207.4826
24,11255,3532.0208, 974.5214
24,11256,3585.5071, 951.3130
24,11257,3631.9666,1412.2972
24,11258,3638.4893,1394.0303
24,10990,1031.5012,2161.2571
24,11259,3546.7134,1460.2196
24,11260,3582.6931,1012.7811
24,10935,2830.3496,1726.6470
24,10917,2569.6252, 922.9856
24,11261,3216.1270, 760.8945
24,10987,1169.8070,1940.4966
24,11262,2842.2280,1697.2693
24,11263,3366.0305,2257.1809
24,11264,3570.5879,1461.2645
24,11265,3257.7981, 766.2588
24,11266,2114.7083,1703.9904
24,10926,1782.9170,1151.2150
24,11267,3165.2031, 807.9373
24,11268,3626.7759,1430.0645
24,11269,2622.4072,1470.6646
24,11270,3842.1365, 208.4501
24,11271,3455.0669,2576.9502
24,10918,2940.1838, 426.5756
24,10994,2438.2803, 889.4655
24,10366,3439.7126,1654.8650
24,11272,3484.9619,1754.2875
24,11222,3504.5754,1579.6896
24,10991,2642.3811, 933.8218
24,11273,2916.8777, 871.5685
24,11274,3300.4626,1851.2610
24,11275,3242.5840, 389.9827
24,11018,1235.5957,1967.5303
24,11276,3512.8916,1464.9746
24,10969,2528.5466,1004.1379
24,11277,3469.4519,1537.6573
24,11278,3443.8933,2643.3232
24,10742,2652.3491,2734.7051
24,11279,1644.4430,1728.1331
24,11280,3802.2070, 485.7906
24,10752, 755.5007,2588.8987
24,11123,3141.2524,1748.8240
24,10980,2177.5845, 907.8194
24,11281,3661.3845,1327.9750
24,34635,3640.3303,1243.0996
24,11283,3247.3198,2667.2314
24,11137,3323.4773,1567.0125
24,11284,3376.0972,1630.4066
24,11078,1646.4703,1445.3859
24,10938,2390.2913,1540.6017
24,10915,2805.9346, 408.8369
24,11285,2784.6499,2655.9128
24,11286,3232.0850,1046.6302
24,11287,3419.9363,1521.6606
24,11288,3449.9482,1554.7820
24,11289,3225.7832,1421.9974
24,10948,2389.1472, 430.5240
24,11290,2844.9158,1740.2700
24,10949,2459.0168, 912.2898
24,11057,2168.0732,1400.6542
24,11042,1908.1799, 808.3202
24,11291,2245.7756,2527.8804
24,11292,3265.1633,2542.9556
24,11293,3651.5393, 956.3497
24,11294,2533.6797,2477.3877
24,10996,3309.7500,2732.8081
24,11085,2338.8557, 297.9389
24,11295,2884.5154,1712.9073
24,11296,1567.9181,2148.2935
24,10983,2648.9878, 751.4414
24,10975,3520.0986, 381.4567
24,11297,3547.5422,1440.7784
24,10957,3231.4985, 486.0873
24,11298,1597.3445,2210.2976
24,11299,2059.3376,2549.3159
24,11079,3217.0669, 515.1499
24,10744,1595.7157,2466.7192
24,10927, 849.6354,2375.0969
24,11300,3131.6294,1580.1571
24,11301,3402.6487,1734.6089
24,11302,2708.6519,2478.5176
24,11303,2185.6826,1563.7400
24,10971,2476.8857,1341.7505
24,11304,3083.5461,2720.9575
24,10005,3277.4766, 548.2065
24,11305,1316.8038,1854.0167
24,11023, 791.2681,2482.7766
24,11223, 971.2350,2537.5208
24,11307,2492.9668, 422.1253
24,11308,2831.2698,2734.8416
24,11011,1760.9453,1712.3582
24,11115,2701.4707, 330.1461
24,11310,3099.2410,2684.5793
24,11311,3482.6431,1691.9497
24,11105,1060.5637,2114.9541
24,11312,3306.0500,1510.3229
24,11313,3233.7483,1864.1792
24,11314,2875.6445,2507.2336
24,11315,3266.3220,2616.3735
24,11117,3081.2358,2741.1213
24,11316,2617.1348,2493.1235
24,11317,2952.3884,1834.6952
24,10747,2306.5757, 933.1190
24,11318,3436.0894, 300.1938
24,11319,1546.8665,2306.3352
24,11320,1633.7603,1681.1780
24,11321,2659.4153,1906.2720
24,11322,3089.9915,1536.8424
24,11323,2237.3435,2634.7434
24,11324,1703.7828,2572.3105
24,10968,3227.9492, 791.8239
24,11325,1639.7183,2168.7112
24,10919,2425.7766, 448.3933
24,10256,2673.0393, 792.0118
24,11087,2149.9158,2027.0176
24,11201,3632.4663, 629.8578
24,11244,2008.0912, 850.6392
24,11327,2952.6582, 586.3720
24,11328,3423.7556, 210.5910
24,11329,3035.7581, 810.7640
24,11330,3761.6416,2630.0459
24,11331,3538.7622, 233.7317
24,11332,3319.4753,1840.5613
24,11333,1966.9558,1904.5299
24,11063,1628.2665,2837.4153
24,11334,1990.0598,1961.7385
24,11335,1300.1080,1712.5996
24,11336,2912.3411,1686.4028
24,11337,1877.9553,2302.9077
24,11338,3426.2734,2634.5508
24,11339,2392.4417, 817.9897
24,11340,3273.7827,1809.3800
24,10966,2683.5984, 683.7003
24,11341,2720.9065,1420.9592
24,11342,3526.8940,1357.6644
24,10436,1562.8971,2793.9729
24,10982, 905.5939,2573.1990
24,11344,1653.9608,2439.7456
24,11067,2018.0498,1693.1831
24,10911,3332.1963,2612.6982
24,11157,2732.9421, 256.4561
24,11345,2844.1340, 936.0123
24,10986,2446.7563,1214.3044
24,10723,2341.6509,2763.6316
24,11346,2974.9463,2477.0083
24,11347,2774.3936,1876.8110
24,11348,1769.5253,1142.1703
24,11349,2205.5476,1553.7338
24,11350,1626.8932,2496.0029
24,11351,3567.2053,1757.5502
24,11352,3058.4355,1800.3608
24,11162,2588.8730, 732.0658
24,10021,2272.7117,1543.2836
24,11062,1911.9607,1007.8763
24,10652,2955.5195, 799.3401
24,11353,3323.2197,1872.2178
24,11354,1440.6731,2337.8845
24,11355,3542.5063, 266.1440
24,11021,1135.3142,2677.0605
24,11356,3554.4626, 655.5333
24,11357,2295.5442, 871.8210
24,11358,2191.6152,2615.7659
24,11359,2055.2917,1829.0900
24,11008,2456.1333, 641.1863
24,11360,1078.8937,2861.6973
24,11361,3001.8430,2635.0061
24,11363,2138.8394,1655.6399
24,11364,3413.4834,1384.9271
24, 9699, 773.5053,2509.6748
24,11365,3604.0613, 533.3521
24,11366,2238.7512,1394.3119
24,11367,2683.6501,2945.8027
24,10979,2196.5552, 898.0917
24,11368,2801.7852,2314.7627
24,11369,2841.5605, 451.5536
24,11370,3352.8682,2177.5549
24,10954,2470.8645,1353.4680
24,11020,2915.4741,2247.7607
24,11009,2754.0193, 914.3600
24,10976,2458.7019,1758.7227
24,10222,3202.0146, 563.2339
24,11372,3001.4888,1462.4747
24,11373,1632.8284,2216.8223
24,11374,3274.0476,2527.3394
24,11116,2885.6184, 495.9817
24,11375,1522.3947,1712.1641
24,11219,3159.6880, 390.0665
24,10944,3353.7559, 629.5004
24,10188,2321.3569, 477.9528
24,11376,1474.4733,1537.4131
24,11377,2609.9377, 834.1919
24,11378,2026.2369,1926.3738
24,11379,2858.8762,2492.9888
24,11096,3624.0623, 954.9611
24,11380,3261.9248, 698.4321
24,11381,1947.8303,1980.3192
24,10087,3298.8972, 550.5001
24,11384,2920.6104,2476.4929
24,10960,2739.9519, 951.0622
24,11385,2300.1104,1872.6902
24,11386,3444.6162,1703.9860
24,11387,2172.3760,2631.5581
24,11388,1250.4474,1789.4763
24,11106,1382.8531,1769.9076
24,11389,3403.8643,2747.7493
24,11390,2478.2515,2518.8560
24,11391,2808.2915, 807.6731
24,10958,2504.3469, 950.2047
24,11392,3318.3813, 556.2223
24,10110,1458.5590,1667.8628
24,11076,2161.3169,1607.1008
24,11121,1805.8250,2179.4316
24,11393,3092.1724,2603.3542
24, 9994,2718.9622, 597.9233
24,11395,2770.9812,2718.8103
24,10426,3487.7231,1653.2498
24,11396,3194.2051, 683.5453
24,11074,3130.4753,2924.9727
24, 9550,2452.4534,1366.1588
24,11397,2345.2644, 176.9321
24,11398,3738.8318, 611.9653
24,10311,2107.8643,2748.9097
24,11399,2274.7366, 282.3788
24,11400,2226.4441, 976.0203
24,10393,2186.6880, 647.9685
24,11402,1343.8046,1809.7499
24,10489,1528.0834,2215.5249
24,10953,2599.2314,1533.6827
24,11403,2475.7034,1985.7432
24,10740,2098.6431,1382.5149
24,11052,2517.3730, 778.9813
24,11158,2117.8860,1308.9401
24,11188,1947.7375,2590.8616
24,11404,3797.8691, 566.4951
24,11405,3348.2485, 728.8853
24,11406,3131.5623, 414.5467
24,10632,2945.3667, 443.0852
24,11408,2263.6597, 599.0668
24,11409,3190.9021, 435.9193
24,11047,2270.4189, 509.0699
24,11410,1998.4250,1978.3885
24,10943,2764.8179,1004.5978
24,11411,3504.2764,1753.4889
24,10992,2863.7300,1433.2600
24,11412,3254.3252, 286.5356
24, 9996,2463.6709, 440.8887
24,11413, 780.4142,2568.2212
24,11414,2906.0505,2493.4380
24,11415,3079.5012,1774.7798
24,11416,3689.2900, 675.4740
24,11417,2801.0195,1895.1909
24,11418,2786.7915,1976.9585
24,11224,1946.9893,2339.5933
24,10720,2598.9182, 857.1138
24,11420,1723.4229,2497.9160
24,11066,2545.6006, 866.4144
24,11421,2772.1453, 898.6721
24,11422,3732.4980, 177.3436
24,11423,3576.2698,1704.5483
24,11424,3209.4585,1050.7264
24,11425,3338.1736,1925.7089
24,11427,2233.0776,2699.9492
24,11428,3554.8730, 224.0264
24,11080,2900.2356, 577.1965
24,10076,3473.2356, 388.5788
24,10746,1603.9813,2415.3181
24,11429,2930.3137,1740.5261
24,11430,2172.1213,2573.9287
24,10554,2119.7329,1202.0300
24,11040,2033.3323, 771.6260
24,11433,2382.8396, 299.0871
24,11112,3099.5588, 789.4491
24,10963,2730.3218, 749.7610
24,11435,1914.9482,2993.0967
24,11436,3563.8899,1606.4286
24,11437,3339.2539,2480.6914
24,11061,3129.2410,1471.2991
24,11438,2438.3994, 780.6698
24,11439,3277.0527,1499.6372
24,11440,2469.2866, 469.4048
24,11441,2551.7180,2636.5408
24,11442,3297.0300, 814.8314
24,11443,3594.8215,1598.6934
24,11444,2878.4729, 886.4438
24,11445,1364.6743,1607.7021
24,11446,2758.1912,1431.3508
24,11447,3530.0591,3111.5234
24,11019,2159.6492,2005.5212
24,11448,2892.0229, 871.5959
24,11449,2065.7380,1007.4512
24,11450,3488.0015,1262.4132
24,11451,2888.2007, 298.3943
24,11452,2299.4480,1833.5383
24,11453,1404.8988,2323.5339
24,11454,2788.3303,1390.1139
24,11455,1659.5383,2801.6460
24,11456,2694.0313,2622.7817
24,10438,2097.8245, 746.3143
24,11457,3089.1731,1961.1531
24,11180,2553.4438, 821.8348
24,11458,3282.0649,1653.1584
24,10635,2959.2498, 603.8184
24,11459,3375.6265,2594.2195
24,10506,1747.3052,2679.0103
24,11460,2458.0720,1006.7023
24,10928,2645.1545, 888.1555
24,11095,2378.3511,1563.3417
24,10920,2956.7129, 424.3479
24,11461,2151.7896,1248.4495
24,11462,2933.4531,1945.2295
24,10981,2558.0193,1632.2969
24,11463,1332.0226,1829.2373
24, 9985,2472.4629, 426.2776
24,11464,2526.5269, 562.4755
24,11465,3660.1951, 657.9902
24,11030,2649.6333,1594.3481
24,11466,3693.1174,1403.1733
24,11144,1170.9397,2507.8491
24,11467,3095.8528,1121.1334
24,10046,1623.4838,2739.3242
24,11468,3698.3745, 244.3815
24,11469,2732.5322,2629.7375
24,11470,2714.5261,2496.4316
24,11471,2859.1799,1920.4479
24,11472,1778.6353,1446.5587
24,11473,2253.9819,1326.5692
24,11216,2534.9399, 116.5133
24,11474,2572.2603,2740.5608
24,11475,3582.2949,1787.7804
24,11038,2118.9355,1893.8656
24,11476,2361.8589, 900.3405
24,11477,1556.1019,1403.8323
24,11478,2119.7161,2482.5684
24,11479,3528.6953, 162.0629
24,11480,1677.0175,1621.7717
24,11481,3149.2122,1064.6948
24,10497,3333.1536,1435.1761
24,11483,2593.5361,2332.7773
24,11484,3434.6860,2324.3486
24,11147,3552.9148,1565.2235
24,10140,1275.5988,1755.2249
24, 9433,2725.9285,2910.8237
24,11485,3616.4739, 561.9990
24,10952,1808.3882,1142.6499
24,11172,2016.3484,1170.9233
24,11486,2459.1575, 300.1258
24,11487,1259.0576,1979.8739
24,11488,2773.0332, 745.3561
24,11489,2454.5615, 332.4934
24,11490,3209.1946, 281.2374
24,11492,3229.7959,2226.2502
24,11651,1152.7319,1967.4077
24,11652,1715.0498,1415.1116
24,11653,1256.4443,1820.7971
24,11654,1391.5085,1816.3966
24,11655,1115.4822,2044.6464
24,11656,1441.1897,1677.1230
24,11657, 809.6283,2651.5464
24,10308,1272.8741,1995.4269
24,11658,1108.4958,2056.3608
24,11659,2147.9243,1351.6211
24,11660,1430.7852,1807.8405
24,11661,1133.5984,2034.0625
24,11662,1426.6559,1679.0645
24,11663,3688.0337, 343.3130
24,11664,2425.7981, 720.1406
24,11665,1440.7523,1656.4038
24,11666,1198.8179,1894.4639
24,11667, 824.3900,2555.1182
24,11668,2256.5547, 988.1236
24,10504,1472.2479,1646.0288
24,11669,1458.6942,1463.5085
24,11670,1191.1055,1958.8062
24, 9939, 833.8957,2538.4526
