# Image measurements for the Roma bundle demos in DBAT.
# Format: Image id, OP id, x, y
20, 9112,1959.4636,2698.3970
20, 8486,2921.3525,2545.6748
20, 8854,2149.3555,3102.6572
20, 9079,2757.0879,2872.2654
20, 8942,2380.9636,2450.1079
20, 8517,3467.3560,2504.3413
20, 9066,3144.0508,2400.0200
20, 8921,3252.4731,2922.2603
20, 9083,1024.2957,2939.5488
20, 9118,1883.9918,2442.1370
20, 8613,1844.8242,2798.4346
20, 8532,3096.9331,2634.6772
20, 8830,2693.9507,2337.9829
20, 7593,3004.7786,2616.3479
20, 9068,2517.1763,3000.3025
20, 8724,2673.3977,2767.3420
20, 9038, 869.9187,2429.8445
20, 9076,1928.7524,2596.8103
20, 9036, 854.0007,2542.5361
20, 8732, 957.6138,2500.9878
20, 7659,1958.1990,2495.5168
20, 8519,2396.8804,2448.8462
20, 5766,2026.8002,3048.1663
20, 9055,1038.6702,2971.8586
20, 8965,2318.9849,2646.4817
20, 8892,2532.7661,2341.8657
20, 8510,2369.0842,2367.6152
20, 8771,1755.8069,2515.9268
20, 9209,2103.3079,3083.8042
20, 8693,1797.6254,2907.7356
20, 9047,2147.1685,2383.3740
20, 8125,2106.0391,2444.3318
20, 8622,1120.2164,2897.9019
20, 9121,1607.9590,1992.3567
20, 8981,2193.1055,2465.0430
20, 8882,2103.0576,2293.0791
20, 9000,1994.0011,2383.0610
20, 9122,3023.3657,2290.2773
20, 9123,3189.6128,3028.4146
20, 8308,3400.1208,2484.2256
20, 8505,2222.4990,3029.6621
20, 9124,2337.5691,2408.0237
20, 9125,2069.6060,2345.8716
20, 8589,1881.0110,2308.0320
20, 9126,1035.6313,2701.4915
20, 6798,3398.0063,2378.8491
20, 9127,2903.9595,2417.0383
20, 9043,2001.7914,2834.2285
20, 8507,3306.4082,2447.4839
20, 8475, 893.8350,2468.6846
20, 7832,2173.6011,2709.7217
20, 9129,1379.1240,2035.7991
20, 9113,1952.9384,2616.7551
20, 6625,2912.6025,2943.0796
20, 9130,1894.5806,2612.5874
20, 8110,2016.3120,2691.3828
20, 9131,1897.4865,2273.8235
20, 8799,2044.3367,2282.9626
20, 9132,2025.0056,2368.0637
20, 9133,1675.2356,2473.6035
20, 9041,2391.7419,2429.2769
20, 8803,3104.3494,2477.8718
20, 7481,1966.6970,2608.7705
20, 8656,1929.6270,2394.8088
20, 8850,3013.4551,2302.6113
20, 8944,3325.3618,2837.9946
20, 9114,2128.4568,2724.0659
20, 6914,3087.7339,2645.4141
20, 7026,2779.0146,2885.2356
20, 6357,2985.0977,2963.8035
20, 8403,3395.4795,2459.2837
20, 9057,2508.6028,2339.2771
20, 9134,2390.7197,2398.7537
20, 7336,2944.0767,2610.5176
20, 9135,3106.7034,2692.5479
20, 8789, 734.7913,2259.1741
20, 8864,2077.1636,2990.4143
20, 9136,1677.1002,2036.0964
20, 9137,3343.4019,2306.1450
20, 8851, 792.0703,2392.7207
20, 9138,1964.3612,2366.9827
20, 9024,1387.9072,2060.6973
20, 5868,2582.8276,3010.8501
20, 8826,2505.6035,2994.2219
20, 6206,3437.8647,3151.7661
20, 6321,3262.6733,2729.3428
20, 8123,2066.3279,2910.5676
20, 8306,1793.9423,2718.7524
20, 9049,1982.1677,2714.8489
20, 8605,3069.7566,2372.9761
20, 6087,2074.8027,3029.7542
20, 8820,2092.6619,2780.4326
20, 9141,3101.5081,3153.2947
20, 9142,2618.4023,2861.0867
20, 8577,1852.4717,2819.4939
20, 8545,2740.7644,2483.0088
20, 9040,1064.4945,3031.2271
20, 6314,1013.6572,2914.4709
20, 8126,2185.4111,3064.8096
20, 6073,2098.9910,3067.3694
20, 7845,2423.5017,2553.9360
20, 8503,3344.4744,2502.6052
20, 9061,1969.2911,2573.8184
20, 7523,2081.3071,2382.0137
20, 8828,1875.9353,2069.9548
20, 9143,2830.4087,1979.3835
20, 9144,2084.3735,2398.2954
20, 8583, 874.7188,2464.9421
20, 8353,2169.9189,2420.9517
20, 9146,3437.8818,1967.5835
20, 8964,1067.0183,2402.2156
20, 8395,3043.9629,2403.8411
20, 9062,1960.2004,2643.6812
20, 7399,1809.8140,2645.5879
20, 8763,3415.4006,2811.1733
20, 9013,2637.6475,2782.1675
20, 8546,2518.1633,2927.1343
20, 6728,3131.6355,3122.8911
20, 6358,3154.2964,2899.6167
20, 8535,2329.7236,2477.4280
20, 9072,1272.7905,2703.2070
20, 8874,1635.2765,1972.0001
20, 8103,1431.8779,2452.2666
20, 9147,2301.4585,2361.9333
20, 8893,1392.7953,2345.6914
20, 8524,2737.3359,2557.6702
20, 6041,2091.7573,3000.8040
20, 9148,2598.4224,2968.7891
20,34696,2332.6833,2425.5801
20, 9070,1938.1528,2384.8687
20, 8819,2909.4792,2303.2336
20, 9082,2534.9570,2681.6934
20, 8936,3112.7339,2637.3547
20, 8831,1852.9775,2329.9492
20, 9074,3335.6853,2292.7368
20, 9150,2081.8953,2964.2053
20, 8124,1819.6621,2349.0527
20, 9151,2111.8450,2978.5662
20, 9152,2321.4353,2403.1812
20, 7740,2509.9001,3107.6809
20, 8845,2314.1104,2754.2136
20, 6359,1973.4349,2683.9063
20, 8573,2134.5232,2333.9119
20, 9153,2920.8872,1975.8181
20, 7362,1853.9517,2466.1414
20, 9154,2106.8909,2951.9763
20, 9110,2197.3350,3008.5186
20, 8542,2504.2273,3097.1538
20, 9365,1769.6166,2028.8776
20, 8388,2798.2097,2393.6438
20, 5830,1895.0972,3033.7559
20, 9099,1677.1641,2830.2529
20, 9060,2789.8730,2738.5842
20,34695,1937.0256,2420.5127
20, 5905,2475.1375,2977.0151
20, 6220,2948.8242,2764.5530
20, 8466,2088.5396,2897.3542
20, 9157,3126.6685,3102.8635
20, 9158,2807.7002,1969.6414
20, 9159, 810.4918,2281.6875
20, 9160,2057.2092,2393.6189
20, 8219,2546.5933,2730.9858
20, 6588,2821.6172,2758.1526
20, 9161,2382.4727,2384.9932
20, 5780,1888.1688,2889.1621
20, 9162, 800.1938,2257.8030
20, 7541,3038.1628,2600.5510
20, 8648,1628.0466,2042.2408
20, 7466,2610.0308,2781.4541
20, 8368,2901.5261,2429.9690
20, 9163,1037.0151,2945.8916
20, 8745,2574.3135,2750.5759
20, 9042, 844.2480,2352.0972
20, 7524,3177.1401,2760.9116
20, 9164,1223.4094,2967.4116
20, 9165,2430.7488,3139.2788
20, 8857,2130.2561,2316.9731
20, 8906,2744.5635,2493.0103
20, 9167,2476.9963,3107.9370
20, 9257,1995.1709,2489.1233
20, 7041,3031.3521,2696.6299
20, 9107,1424.9209,2007.0980
20, 9169,1631.6790,2467.0569
20, 9170,2894.0073,2780.3826
20, 8782,1179.0442,2466.1768
20, 5917,2815.3091,3012.0181
20, 9077,2060.9214,2284.2927
20,34677,2763.8879,2936.7292
20, 8987,2009.8630,2572.0449
20, 9329,2495.0247,2275.1980
20, 9339,2322.9653,2316.8804
20, 9172,2450.0583,2372.3984
20, 8730,1130.9766,2308.6948
20, 8644,3281.2817,2436.8838
20, 5328,2814.7673,2983.8115
20, 8955,2066.2427,2332.3245
20, 9173,2414.4150,2366.1440
20, 9219,2630.0923,2563.4692
20, 9175,2105.5010,2558.9399
20, 7420,2461.1436,2312.6638
20, 9176,2654.2561,2558.1772
20, 5740,1471.4146,2592.6201
20, 8042,2749.7747,2548.9434
20, 9087,2119.6223,2398.7942
20, 8866, 853.2058,2271.7087
20, 9177,1900.8003,2378.6343
20, 9178,2414.9624,2997.0554
20, 9085,2802.4031,3039.1284
20, 9179,1026.8464,2969.0171
20, 9180,2973.9519,2947.2554
20, 8849,2682.1943,2328.0771
20, 9181,2927.0967,2317.0994
20, 9342,2699.3721,2441.5247
20, 9183,2923.5645,3052.3196
20, 7414,2025.4915,2730.2668
20, 9103,2256.1223,2533.4004
20, 8095,2204.6028,2789.1426
20, 9184,1694.9292,2540.4128
20, 8691,2987.0762,2364.4512
20, 9185, 859.9847,2555.4119
20, 9239,2373.7695,1180.4679
20, 9225,2263.7944,1530.2942
20, 9226,2505.1704,1184.1077
20, 9279, 795.1248,2225.3630
20, 9214,2473.7505,1150.5037
20, 8913,3402.8154,2505.7251
20, 9366, 833.8916,2309.7056
20, 9367,2475.2578,1171.7532
20, 9233,2098.4854,1552.2483
20, 9328,3119.2676,2883.6375
20, 9243,2262.6270,2354.1289
20, 9262,2914.0513,2629.7871
20, 9211,2268.8691,1550.3809
20, 9307, 824.6261,2316.3608
20, 9267,2049.0825,1516.1931
20, 9369, 818.2205,2272.5481
20, 9370,2192.9324,2445.2798
20, 9331,2273.5483,1577.1682
20, 9371,1648.1025,1985.7302
20, 9372,1695.5916,2703.6013
20, 9373,3228.8806,1968.0459
20, 9374, 999.0239,2618.0813
20, 9375, 823.8337,2107.5063
20, 9376,2023.7058,2853.3965
20, 9377,2498.0308,1146.6069
20, 9265,3127.4121,2831.8101
20, 9378,2045.4348,2449.2900
20, 9379,2389.3599,2465.9531
20, 9380,2078.4360,2563.3777
20, 9292,2155.6187,1562.9053
20, 9278,2929.4314,2617.3669
20, 8749,2761.5593,2593.6309
20, 8891,2828.9985,2351.9294
20, 9381,1730.5905,2028.9066
20, 9217,2685.1516,2354.5637
20, 9382,2379.5142,1203.6649
20, 9383,1802.6802,2520.7344
20, 9384,3251.5376,2349.4131
20, 9385,1992.6165,2345.7791
20, 6565,3150.1528,2687.7046
20, 9386,2328.9077,2279.1077
20, 9316, 984.6051,2424.1069
20, 9387,3283.6201,2406.9502
20, 9388,2228.9688,2438.6201
20, 9364,1860.7683,1979.3451
20, 8617,2162.8423,2436.1035
20, 9287,2462.6689,1156.6267
20, 8945,1959.9447,3076.7053
20, 9389,1716.7338,2681.4863
20, 8907, 876.4863,2569.3108
20, 9390,3141.8870,2498.2681
20, 9391,2273.2393,2295.8679
20, 9392,2309.4819,2309.8301
20, 9323,1706.4337,2693.5767
20, 9393,1683.3669,2496.0862
20, 9358,2358.3301,2275.1353
20, 9394,2228.6284,2400.4065
20, 9395,1624.5054,2253.2300
20, 9273,2343.0869,1534.8940
20, 7871,2940.2229,2803.7554
20, 9396,1754.7761,2854.3489
20, 9397,2784.2288,2914.4976
20, 9398,1997.5461,2470.1479
20, 9399,1983.8414,1975.0813
20, 8351,2275.5107,2405.9270
20, 9400,2511.3794,1172.2687
20, 6504,2540.7275,3059.7139
20, 9402,3185.9399,2654.8042
20, 9403,3267.1055,2343.0891
20, 9298,2068.9204,3001.4312
20, 7205,3010.0583,3097.4785
20, 9404,1594.8862,1936.2837
20, 9405,2420.1360,2389.2129
20, 9406,1866.6628,2957.5369
20, 9345,2064.6414,1580.9146
20, 9407,2447.1406,1180.8319
20, 9408,3226.7881,2730.0308
20, 9409,2457.4473,1134.7324
20, 9296,2554.1753,3068.4043
20, 9269,2015.4308,1978.7412
20, 9410,2217.7434,2302.9087
20, 9411,2138.9612,1538.0140
20, 9412,1610.1788,1950.7942
20, 9015,2819.0603,3030.7046
20, 9414,2842.6724,2887.8682
20, 9415,2551.8359,2559.0569
20, 9416,1377.0609,1996.3472
20, 9417,3233.6785,2309.0247
20, 6736, 842.5321,2515.0537
20, 9291,2668.8799,2991.1013
20, 9276,1642.1124,2075.3132
20, 8551,1757.8928,2371.5078
20, 9244,2023.9329,2384.8691
20, 9354,1891.5569,2255.7690
20, 9236,2047.2980,2309.5994
20, 6638,2938.0669,2834.5632
20, 9418,1034.0786,2259.7300
20, 9419,2581.7546,2333.2178
20, 9420,3188.3074,2925.9653
20, 9212,1679.3436,2619.1938
20, 9421,2023.4885,2567.8071
20, 9422,1892.8054,2349.9475
20, 9423,2498.1497,2441.6062
20, 7167,3106.3076,3115.9500
20, 9261,3197.5811,2788.4451
20, 9425,2506.8643,1155.0336
20, 8301,2851.8318,2519.4495
20, 9299,3206.0972,3098.9736
20, 8995,2666.2156,2665.4263
20, 9356,1357.9795,1973.5267
20, 9428,2032.2952,2882.1499
20, 9429,3132.2485,2399.0295
20, 9430,2223.5483,2363.1006
20, 9431,2930.7705,2495.6235
20, 9277,1725.7146,2074.5164
20, 9433,2440.3669,2417.7983
20, 9256,2523.5811,1148.6600
20, 8071,1925.1633,2520.1318
20, 9434,2148.9731,2328.5554
20, 9435,1057.9274,3040.5635
20, 9229,2489.4871,2545.9934
20, 9304,2282.2217,2777.4509
20, 6833,2873.6072,2896.4436
20, 9436,2072.0286,2889.2598
20, 8678,2006.1288,2428.0637
20, 9437,1133.0264,2259.6226
20, 9438,1429.4235,2355.2429
20, 5647,2107.8020,3099.2712
20, 8347,3118.0713,2335.3169
20, 9297,2522.3062,2603.7175
20, 9439,1939.5685,2630.2561
20, 8634, 908.5085,2481.5522
20, 9440,3261.6287,1950.7865
20, 9441,2357.8828,1523.7693
20, 8699,2836.8083,2627.8447
20, 8232,2839.9426,2770.4165
20, 9230,3113.4773,3130.2075
20, 9443,2492.4575,1545.0347
20, 9444,2593.9502,1156.5793
20, 9349,2992.5078,1959.3887
20, 9502,1806.9675,3309.4456
20, 9503,2544.0867,1202.0884
20, 9504,2602.0376,1207.2397
20, 9505,3032.2415,1953.0017
20, 9506,3285.3167,2979.4307
20, 9508,2463.8142,2439.0603
20, 9509,2620.1118,1229.4669
20, 9510, 827.2707,2265.2988
20, 9511,2690.5200,1132.8030
20, 9513,2263.2832,1637.9297
20, 9515, 847.1906,2311.5193
20, 9516,1901.4639,2504.0837
20, 9517,1004.8643,2663.7642
20, 9518,2507.9905,1203.0782
20, 8675,2936.0510,2945.5835
20, 9520,1250.7594,2528.1763
20, 6701,3436.9565,2719.5520
20, 9521,3119.3293,2567.3904
20, 8646,3132.4092,3009.0859
20, 9522,1859.2659,2046.7198
20, 9523,3214.2378,3017.2068
20, 9524,2189.1841,1568.8345
20, 9525,3219.6021,2906.1975
20, 8293,2487.4248,2647.9529
20, 9528,2596.0952,2927.8525
20, 9529,1895.3247,1598.4031
20, 9530,2431.7805,1168.7142
20, 9533,2235.1694,2416.8750
20, 9534,2765.7732,2621.5198
20, 8244,2094.0461,2712.3284
20, 9535,2287.1306,1559.3245
20, 5564,2130.9407,2794.9690
20, 9537,2579.5222,1214.7178
20, 9538,3080.2930,2305.4600
20, 9541,2701.2068,2777.9580
20, 9542,1085.9580,3079.9561
20, 9543,1293.0432,2910.2476
20, 9544,1649.0652,2597.8447
20, 9545,1621.3489,2309.4097
20, 9547,2251.5635,1626.6091
20, 9548,3387.4019,2869.9192
20, 9549,2407.3987,1174.3409
20, 9353,1966.5808,2350.6746
20, 9550,2309.3262,1623.8423
20, 9551,1362.0284,2262.3572
20, 9552,2616.1362,1205.7200
20, 9553,2893.7656,2869.3547
20, 9554,3435.2427,2681.3406
20, 9555,1020.9968,2413.7427
20, 9556,3136.1123,2948.1270
20, 9557,3203.4458,3032.9297
20, 9558,2245.1592,3024.3762
20, 9559,2277.1650,1595.5751
20, 9560,2085.0825,2978.8130
20, 9561,2136.2053,1574.8325
20, 9255,2891.6177,3062.3777
20, 9562,2954.9600,2510.9360
20, 9563,1091.5420,3092.6489
20, 9564,2843.7585,2611.8230
20, 9565,2364.6101,1215.0679
20, 9566,1837.6178,2641.3174
20, 9567,2561.8428,1177.9122
20, 7527,1955.0801,2566.4797
20, 9569,3041.0518,2267.5476
20, 9570,2304.3972,1516.3385
20, 9571,2319.6350,2981.4941
20, 9572,2825.9922,2393.3408
20, 9573, 951.0205,2841.0566
20, 9574,2658.0710, 969.4996
20, 9575,1128.4205,2926.7642
20, 9576,2758.6265,2788.7886
20, 9577,2512.2212,2831.9976
20, 9579,1767.2820,2736.0044
20, 9580,2833.9919,1964.5054
20, 9581,1417.1047,1681.8767
20, 9582,2516.6045,3036.5989
20, 9583,3334.5840,2866.4365
20, 9584,2655.8923,2541.8821
20, 9585,2448.3953,2603.2993
20, 9586,2330.0098,1529.1577
20, 9587,1248.4293,2568.1589
20, 9588,2116.3633,2501.1663
20, 6117,3391.7507,3191.0171
20, 9589,2715.0063,2833.4893
20, 9590,2550.2476,2619.2910
20, 9591,2352.5828,1204.2214
20, 9592,2116.6338,2793.4722
20, 8162,3234.7026,2512.9160
20, 9593,2980.7197,1945.8940
20, 9594,2371.0349,2671.2668
20, 9596,3232.5015,2949.4983
20, 9597,1657.2139,2613.8176
20, 9598,1052.0781,2715.3577
20, 9599,3076.4133,2959.6638
20, 9600,2878.2605,2318.5566
20, 9601,1146.7727,2628.4758
20, 9602,2582.9297,1201.6194
20, 9603, 944.7031,2780.7014
20, 9604,2888.4482,2675.1650
20, 9605,3128.4600,2868.2258
20, 9252,2622.3689,2748.0112
20, 9606,2020.9656,2610.6770
20, 9607,1853.7524,1952.2363
20, 9608,3463.6094,3051.0664
20, 9609,2496.9309,3011.8154
20, 7909,2093.2539,3048.3840
20, 9610,1132.2524,2878.5635
20, 7131,3400.5544,2745.8694
20, 9611,2874.6616,3002.2810
20, 9612, 872.7449,2234.3931
20, 8726,2796.7368,2615.2141
20, 9614,1702.2487,2563.9570
20, 9615,2626.8101,2718.6938
20, 9618,2069.4556,2550.1724
20, 9620,3386.1799,2904.5400
20, 9621,1838.3767,3075.6016
20, 9622,1765.7913,2496.6860
20,34724,3359.5513,2821.2603
20, 6033,2827.3796,2518.0317
20, 9623,1664.3085,2026.8821
20, 9624,2549.3821,2314.0923
20, 9625,2626.6921,1187.0603
20, 9626,3304.6423,2960.2527
20, 9627,1397.8920,2763.4250
20, 9628,3307.8047,3037.6150
20, 9629, 959.2163,2403.3601
20, 9630,1923.0614,3013.8823
20, 9631,2546.8274,2402.0095
20, 9632,1610.8933,2994.5923
20, 9633,2703.8279,1143.3566
20, 9634,2493.6257,2352.7026
20, 9635,1698.3674,2527.8411
20, 9636,2679.5183,3112.4521
20, 9637,2160.3542,2545.2397
20, 9639,2892.5220,2715.4028
20, 9640,2072.0283,2659.0383
20, 8355,3026.5605,2388.7043
20, 9641,1102.2507,2471.6133
20, 9642,2287.9346,3023.6680
20, 7069,2946.7944,2665.8574
20, 9643,3324.0242,3051.8975
20, 9644,3360.9829,2445.3054
20, 9645,3286.8311,1958.3672
20, 9646, 951.0933,2292.6174
20, 9647,2277.7349,2426.3821
20, 9648,1317.3202,2650.9490
20, 9649,1134.9951,2611.8711
20, 9650,2038.9758,1585.0956
20, 8202,2742.6033,2383.1187
20, 9651,2873.2083,2921.0610
20, 9652,2960.3049,2566.7261
20, 9653,1150.3064,2293.0874
20, 9654,1079.4631,3090.2813
20, 7826,3348.8379,2371.6292
20, 9656,1031.5361,2319.0935
20, 9657,3045.4893,1943.1733
20, 9658,1778.2576,2845.5474
20, 9659,2108.4895,2841.9397
20, 9660,2042.0134,2867.1519
20, 9662,1937.5372,2991.1382
20, 9665,2708.1604,2479.0264
20, 9666,1368.0269,2282.4497
20, 9667,1978.4392,2342.6169
20, 9668,2202.9407,1575.4757
20,34720,3483.7405,3159.7192
20, 9669,1198.9968,2917.0334
20, 9670,2918.5344,2670.5876
20, 9671,2947.6997,2283.5210
20, 7077,3053.6333,2696.5435
20, 9672, 948.9675,2310.5220
20, 9807,2307.8823,1175.7292
20, 9808,3243.1069,1785.3792
20, 9810,3348.3950,1311.6912
20, 9811,2574.1968,1019.9225
20, 9707,3151.5898,1941.6670
20, 9673,2123.2910,2270.2947
20, 9812,2805.9878,1147.7823
20, 9736,1888.2389,1307.5325
20, 9813,2276.0967,1509.0591
20, 9814,3044.4834,1367.5892
20, 9817,3289.8618,1323.1736
20, 9818,3035.1167,1326.8702
20, 8513,2718.5935,2450.3401
20, 9820,2100.9692,1581.9022
20, 9821, 887.0432,2032.7678
20, 9822,1010.8977,2930.4771
20, 9750,2242.1826,1577.9558
20, 9683,2598.4014,1182.6370
20, 9726,2558.8633,2378.6721
20, 9481,2886.1716,2812.7153
20, 9459,3233.4248,1941.0322
20, 9699, 777.8911,2093.5098
20, 9825,2770.6643,2836.6592
20, 9826,1651.0938,1931.2067
20, 9774,2197.7415,1601.5956
20, 9753,2438.6833,2250.7864
20, 9828,2676.8145,2819.7676
20, 9461,2304.7412,1538.9531
20, 9831,2585.1689,2291.2100
20, 9832,3232.8079,1752.4729
20, 9064,2872.8909,2813.5601
20, 9833,2017.8990,1940.5480
20, 9739,1875.5342,1588.2317
20, 9834,2935.4758,1322.4392
20, 9835,1418.3252,1702.8097
20, 9462,2256.4841,1569.8785
20, 9836,2380.0999,2289.8464
20, 9837,1678.8090,2705.5356
20, 9838,2751.6128,1140.6166
20, 9839,2398.6147,2304.1504
20, 9701,1881.3422,1265.0403
20, 9841,1592.9050,2370.2522
20, 9842,1782.6299,3235.8301
20, 9843,2216.9016,1633.7657
20, 9844,2940.0376,2339.2432
20, 9845,1125.0659,2591.7585
20, 9846,1793.9653,1413.7635
20, 9847,2012.0369,1519.1621
20, 7543, 963.2802,2771.0840
20, 9848,1764.6702,2596.1284
20, 9363,2006.5062,2597.3770
20, 9849,2155.6919,1586.5656
20, 9850,2389.0762,2511.2661
20, 9704,2335.4414,1245.8207
20, 9851, 945.2651,2449.9453
20, 9852,1909.5244,1607.9967
20, 9853,2708.7625, 995.3812
20, 9854,1611.2859,2285.1616
20, 9855,3152.2852,1769.4608
20, 9856,3283.4797,2358.2314
20, 8624,2389.2227,2411.1626
20, 9857,2347.5732,2291.6162
20, 9858,3265.9512,1332.2681
20, 9859,2890.1284,2794.7441
20, 9719,2619.0051, 984.7273
20, 9860,1769.1785,2008.2053
20, 9718,2652.0366,1190.5415
20, 9862,2955.6482,1331.8643
20, 9863,2091.8738,1563.5911
20, 9864,2291.3540,2756.9526
20, 9865,2164.8550,2472.5723
20, 9866,3273.9700,2836.1985
20, 7717,2001.9247,2641.3262
20, 9867,2733.3879, 997.2101
20, 9868, 858.3000,2093.4519
20, 9869,3103.5728,2802.4287
20, 9686,1637.9362,2357.2500
20, 9684,2281.8042,2347.1814
20, 9871,2681.5327,2698.4922
20, 9490,2649.6963,1173.0922
20, 9872,3227.7544,1274.7365
20, 9873,2134.6848,2286.8118
20, 9874,1769.3400,2519.2390
20, 9875,1298.5546,2685.9993
20, 9715,1427.4969,1688.3740
20, 9876,3003.5588,2262.6292
20, 9877,2075.5793,2942.2261
20, 9878,1716.2854,2607.1289
20, 9879,3155.9771,2726.9124
20, 9880,2510.8416,2663.4048
20, 9881,1618.0740,2426.5557
20, 9882,2493.5703,1239.5859
20, 9883,2290.8257,1007.6337
20, 9884,3213.6814,1787.0264
20, 9885,2607.7104, 976.6964
20, 5843,2033.0979,2836.1780
20, 9886,3053.8779,1356.6833
20, 9887,2036.9552,1949.3894
20, 9888,3288.6060,2577.4878
20, 9889,1375.4755,1704.9700
20, 9890,3254.6003,2852.3779
20, 9891,2908.7117,2822.8523
20, 9892,2699.9639,2765.1736
20, 9893,2469.3901,1513.0131
20, 9742,2042.3186,2613.7769
20, 9894,2524.5259,2368.6775
20, 9895,1928.2083,2478.3926
20, 9896,3180.0603,2588.0596
20, 9744,2036.2585,2957.4426
20, 9897,1904.0737,1624.2639
20, 9769,2861.8762,2978.8203
20, 9899,2643.2144,1201.7578
20, 9900,2994.3364,1309.8031
20, 9901,2566.9951,2693.3796
20, 9902,2940.1289,2397.1013
20, 9903,1580.1960,2359.5762
20, 9904,1906.7151,1926.8503
20, 9905, 851.6761,2585.2036
20, 9906,3374.3994,2624.8154
20, 9907,2268.6941,2386.0093
20, 9908,2650.8821,2659.8433
20, 9909,2829.7036,2496.4167
20, 8924,1693.0908,2657.8708
20, 9910,2901.2290,2520.7517
20, 9911,2172.2544,2328.1794
20, 9912,3069.5166,2483.6929
20, 9914,2444.3420,2697.4661
20, 9915,1992.8674,1984.0103
20, 9916,3399.3972,2665.8279
20, 9918,3176.7842,2972.9346
20, 9919,2456.1943,2293.7424
20, 9921,2798.4385,2816.9937
20, 9922,2935.2107,1351.7155
20, 9923,2994.4270,2935.6216
20, 9924,2717.1094,1007.3878
20, 9734,2169.0725,1660.3916
20, 9722,1091.0491,3118.3096
20, 9925,1888.4545,2076.6343
20, 9482,2987.4258,3098.2510
20, 9926,2817.6406,2565.2542
20, 9927,2831.2864,1358.4368
20, 9928,2800.3904,2722.7239
20, 9929,2142.3540,2544.8223
20, 9930,1614.2429,2272.5002
20, 9738,1651.2378,2468.5386
20, 9931,1380.4877,2111.7742
20, 9932,2636.0146,1237.5154
20, 9096,1982.2351,2902.5208
20, 9933,3341.7822,2921.9004
20, 8228,1803.5016,2296.7004
20, 9936,1982.4659,2301.1772
20, 9937,1217.1387,2304.3481
20, 9938,1679.7368,2272.4631
20, 9939, 815.9241,2132.6594
20, 9940,3021.7754,2586.3560
20, 9717,2646.5703,3016.9863
20, 9941,1934.1671,3003.3125
20, 9942,3103.7153,1480.3931
20, 9943, 901.9637,2378.2056
20, 9944,2243.6006,2356.2070
20, 9945,2150.8228,3008.6333
20, 9946,1903.4199,1644.3716
20, 9447,2189.6328,2479.6235
20, 9947,2072.2104,2700.1694
20, 9948,3319.6118,2902.5027
20, 9476,2716.4080,1154.7144
20, 9949,3425.5552,2651.7288
20, 9720,3152.7822,1956.5829
20, 9950,2129.8120,1550.2234
20, 9951,3269.8362,2936.1184
20, 9952,1045.4271,2629.8535
20, 9953,3288.3428,2306.4438
20, 9954,3030.6245,2544.4446
20, 9091,2013.7665,2873.8950
20, 9955,2587.2676,1172.3289
20, 9956,2720.9875,2344.2341
20, 9957,2191.9976,2295.3687
20, 9958,2071.6274,2714.8606
20, 9959,2021.7560,2941.2612
20, 9960,2110.5500,2882.1621
20, 9961,1819.5328,2607.8562
20, 9962,2502.7869,2913.1677
20, 9963,1415.8087,2442.0352
20, 9964,2257.4070,2316.5771
20, 5043,2040.5808,2820.9851
20, 9965,2234.0640,2799.1453
20, 9966,2338.3418,1550.2528
20, 9967,3039.0215,2494.4443
20, 9968,2986.2729,2924.2866
20, 9969, 778.3109,2200.8853
20, 9970,2592.0383,2951.4587
20, 9971,3211.2380,2985.8445
20, 9972,2161.3018,2268.1504
20, 9973,2846.4922,1370.6711
20, 9974,1022.3550,2613.2563
20, 9975,1844.7894,2570.6660
20, 9976,2634.7742,1017.5231
20, 9977,3220.4187,2811.8013
20, 9978,2150.9893,2716.8848
20, 9979,1777.9489,2859.1145
20, 8295,3100.2644,2675.6833
20, 9980,1407.7671,1596.6904
20, 9981,3373.5767,1302.6687
20, 9982,3291.1013,1308.6355
20, 9786, 734.0494,2283.3918
20, 9983,2982.0471,1354.4478
20, 9984,1892.5581,2090.0588
20, 9985,2336.2075,1175.3477
20, 9986,2881.5693,1351.7893
20, 9987,2068.2388,1461.6526
20, 9988,1859.7216,1643.9519
20, 9989,3042.8074,1380.8542
20, 9990,1843.7820,2058.4434
20, 9991,2766.6226,1343.9360
20, 9783,1881.1367,1634.2700
20, 9992,1604.2045,1927.1868
20, 9780,2663.5818,1137.9211
20, 9993,2171.5332,1578.4602
20, 9745,1993.3347,2610.7876
20, 9497,2658.8145, 893.5080
20, 9994,2501.5872,1318.4692
20, 9801,2712.0693, 944.2330
20, 9995,3349.5249,1218.3271
20, 9996,2324.9475,1185.8918
20, 9997,2313.9749,1271.7903
20, 9788,3266.8545,1940.4060
20, 9998,2546.8730,1160.8386
20, 9999,2348.8884,2161.3159
20, 9781, 814.9940,2509.2334
20,10002, 784.7455,2136.2375
20,10003,2768.0330,1031.3419
20,10004, 795.2203,2197.9094
20,10005,2910.2563,1361.4010
20,10006,2479.7534,1214.6812
20,10007,1855.7167,1628.8831
20,10009,3335.9202,1734.1333
20, 9685,2323.8381,1642.1849
20,10010,2202.2827,1838.9885
20,10011,3246.1204,1317.1970
20,10012,3266.7959,1961.4597
20,10013,1707.0640,1921.9738
20,10014,3013.3770,2255.6536
20, 9792,2442.2285,1202.9727
20,10015,2317.9688,1655.5850
20,10018,3058.2856,1491.9207
20,10019,3068.4998,1357.9657
