# Id, name, X, Y, Z, sigmaX, sigmaY, sigmaZ
1,  , 150.000, 154.082, 149.014
2,  , 150.520, 154.278, 149.017
3,  , 150.521, 154.278, 148.526
4,  , 149.996, 154.082, 148.523
5,  , 149.994, 154.082, 148.038
6,  , 150.523, 154.279, 148.039
7,  , 150.523, 154.280, 147.601
8,  , 149.995, 154.081, 147.604
9,  , 149.990, 154.081, 147.159
10, , 150.514, 154.278, 147.161
11, , 147.340, 153.044, 149.407
12, , 147.335, 153.042, 149.021
13, , 147.328, 153.041, 148.559
14, , 147.339, 153.045, 148.089
15, , 147.327, 153.042, 147.678
16, , 147.325, 153.041, 147.171
17, , 147.090, 152.948, 149.222
18, , 146.427, 152.697, 149.219
19, , 146.109, 152.578, 149.353
20, , 146.192, 152.613, 147.170
21, , 145.723, 153.763, 149.096
22, , 146.192, 153.940, 149.102
23, , 146.190, 153.942, 148.463
24, , 145.724, 153.765, 148.454
25, , 145.726, 153.767, 147.933
26, , 146.189, 153.943, 147.937
27, , 146.188, 153.939, 147.342
28, , 145.730, 153.767, 147.354
29, , 146.610, 155.805, 149.289
30, , 147.337, 156.084, 149.289
31, , 148.028, 156.350, 149.285
32, , 148.757, 156.632, 149.285
33, , 149.323, 155.238, 149.010
34, , 149.321, 155.243, 148.532
35, , 149.323, 155.248, 147.613
36, , 149.324, 155.241, 147.165
37, , 148.715, 156.869, 149.016
38, , 148.720, 156.870, 148.068
39, , 148.718, 156.864, 147.166
40, , 146.490, 156.003, 149.027
41, , 146.492, 156.005, 148.091
42, , 146.484, 156.003, 147.178
43, , 147.101, 154.369, 147.177
44, , 147.100, 154.371, 147.634
45, , 147.099, 154.369, 148.563
46, , 147.096, 154.372, 149.024
47, , 147.285, 154.433, 149.402
48, , 148.085, 154.739, 149.402
49, , 149.130, 155.162, 149.397
50, , 149.936, 153.456, 149.410
51, , 149.128, 153.159, 149.406
52, , 148.325, 152.861, 149.406
53, , 147.501, 152.571, 149.405
54, , 147.025, 152.407, 149.403
55, , 145.827, 157.860, 147.168
56, , 145.829, 157.862, 148.102
57, , 145.830, 157.860, 149.026
58, , 146.551, 158.135, 149.022
59, , 146.547, 158.133, 148.108
60, , 146.545, 158.132, 147.180
61, , 147.267, 158.405, 147.183
62, , 147.261, 158.404, 148.106
63, , 147.262, 158.407, 149.026
64, , 147.990, 158.685, 149.015
65, , 147.987, 158.680, 148.090
66, , 147.987, 158.677, 147.171
