Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Photos (used),Tightness (percent),Tightness (project units),Angle (deg.),RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,Precision Vector Length,Photos (marked)
65499," ",999889.642649,112274.317127,145.901070,0.081912,0.070646,0.554548,"2,3,4",0.005893,0.221798,13.536163,1.218103,1.716719,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.564999,"2,3,4"
65507," ",1000218.135331,112247.834917,142.113723,0.057329,0.060033,0.470913,"3,4,5",0.006513,0.245132,13.503946,1.762330,1.810840,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.478173,"3,4,5"
65508," ",1000471.684330,112371.064056,137.371645,0.135878,0.058275,0.564250,"2,3,4",0.005161,0.194235,13.295427,1.011500,1.371523,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.583298,"2,3,4"
65509," ",1000477.768637,112414.714086,138.457847,0.137512,0.056739,0.563188,"2,3,4",0.000772,0.029070,13.312453,0.249679,0.290236,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.582503,"2,3,4"
65516," ",999790.724659,112221.185994,141.763096,0.070749,0.062852,0.448297,"1,3,4",0.006366,0.239616,14.919418,1.257508,1.656916,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.458177,"1,3,4"
65521," ",999792.205005,112382.952481,139.433731,0.106002,0.057344,0.558562,"2,3,4",0.003258,0.122615,13.480424,0.660397,0.886620,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.571417,"2,3,4"
65523," ",999886.712460,112279.265529,140.903967,0.059673,0.057372,0.443102,"1,3,4",0.005789,0.217877,14.934298,1.143775,1.597956,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.450768,"1,3,4"
65533," ",1000148.413071,112493.518089,137.610921,0.074897,0.068785,0.448354,"1,3,4",0.006843,0.257563,14.545983,1.302767,1.670927,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.459742,"1,3,4"
65539," ",999833.746009,112478.042112,142.988716,0.094918,0.060225,0.556186,"2,3,4",0.002180,0.082053,13.546557,0.934501,1.299521,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.567432,"2,3,4"
65541," ",999829.346922,112326.415996,139.166496,0.096418,0.062334,0.558292,"2,3,4",0.005785,0.217718,13.485199,1.572514,1.659919,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.569975,"2,3,4"
65546," ",1000294.617372,112450.164354,140.320246,0.087858,0.056783,0.554730,"2,3,4",0.002221,0.083590,13.562974,0.444504,0.511685,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.564507,"2,3,4"
65550," ",1000296.674765,112479.903839,138.135092,0.088422,0.059364,0.557066,"2,3,4",0.001391,0.052350,13.539328,0.277719,0.380680,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.567155,"2,3,4"
65554," ",1000185.265980,112219.961872,140.106589,0.057715,0.063056,0.472319,"3,4,5",0.002719,0.102329,13.431683,0.828119,1.112317,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.479992,"3,4,5"
65558," ",1000152.199437,112331.363748,161.408686,0.061541,0.061599,0.541850,"2,3,4",0.005199,0.195696,13.767456,0.950692,1.219112,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.548802,"2,3,4"
65561," ",1000514.224815,112419.927840,137.349600,0.148376,0.057096,0.565984,"2,3,4",0.004605,0.173315,13.246087,1.311843,1.725905,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.587889,"2,3,4"
65573," ",999788.718188,112325.713865,140.345529,0.107107,0.062722,0.559223,"2,3,4",0.006549,0.246489,13.450861,1.219198,1.532199,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.572832,"2,3,4"
65580," ",1000374.085406,112510.055766,147.606085,0.108024,0.063674,0.554701,"2,3,4",0.007273,0.273740,13.513221,1.334365,1.663043,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.568697,"2,3,4"
65582," ",1000512.846131,112516.435653,156.346496,0.147024,0.065754,0.556489,"2,3,4",0.002251,0.084728,13.358190,1.326140,1.778559,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.579326,"2,3,4"
65584," ",1000566.908395,112388.037932,145.298088,0.109747,0.060011,0.473781,"3,4,5",0.004446,0.167354,13.387921,1.355228,1.633993,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.490014,"3,4,5"
65587," ",1000358.897449,112131.310403,138.400723,0.070329,0.077750,0.484052,"3,4,5",0.006116,0.230190,13.484481,1.287443,1.826155,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.495275,"3,4,5"
65588," ",999695.536121,112201.488393,147.511208,0.087125,0.066001,0.451720,"1,3,4",0.003300,0.124200,14.877170,0.625163,0.757256,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.464756,"1,3,4"
65593," ",999879.092159,112141.757680,138.499195,0.061141,0.073485,0.452443,"1,3,4",0.003166,0.119177,14.853567,0.694076,0.932670,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.462431,"1,3,4"
65598," ",999911.333488,112162.925467,150.657221,0.059244,0.070162,0.446600,"1,3,4",0.002728,0.102691,14.955119,0.572059,0.803570,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.455944,"1,3,4"
65602," ",1000531.253446,112319.604333,156.688841,0.152727,0.064904,0.558256,"2,3,4",0.001121,0.042192,13.283643,0.745524,1.011856,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.582399,"2,3,4"
65604," ",999814.514273,112161.838494,145.233115,0.067962,0.070661,0.450671,"1,3,4",0.006513,0.245143,14.927896,1.194161,1.493257,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.461211,"1,3,4"
65606," ",1000417.317156,112351.549142,137.066023,0.079061,0.056969,0.473230,"3,4,5",0.008351,0.314323,13.522126,1.568458,1.961905,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.483159,"3,4,5"
65608," ",1000117.523684,112102.898137,146.292764,0.071395,0.079914,0.455074,"1,3,4",0.004685,0.176342,14.536032,1.235224,1.737663,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.467521,"1,3,4"
65609," ",999787.108960,112330.562087,140.910234,0.107507,0.062104,0.558823,"2,3,4",0.005084,0.191364,13.451966,1.194764,1.533807,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.572449,"2,3,4"
65610," ",1000320.109354,112355.957291,138.876645,0.064372,0.062608,0.442382,"2,3,5",0.004913,0.184929,15.604532,1.525969,1.754128,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.451403,"2,3,5"
65614," ",999897.750537,112153.278977,147.420884,0.059961,0.071628,0.448549,"1,3,4",0.002300,0.086570,14.928542,0.444154,0.555528,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.458172,"1,3,4"
65619," ",1000305.079411,112339.042936,137.802285,0.090505,0.060290,0.557672,"2,3,4",0.002544,0.095746,13.488416,1.443043,1.994962,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.568176,"2,3,4"
65620," ",1000217.817999,112115.985243,142.974489,0.058247,0.080096,0.479795,"3,4,5",0.003769,0.141859,13.401178,0.938351,1.243824,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.489910,"3,4,5"
65622," ",999896.421814,112281.003275,138.537155,0.058976,0.057209,0.443638,"1,3,4",0.004328,0.162900,14.912463,1.287845,1.698242,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.451183,"1,3,4"
65627," ",1000193.336570,112119.561724,138.619218,0.058171,0.079384,0.480189,"3,4,5",0.005532,0.208221,13.340793,1.132051,1.562781,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.490171,"3,4,5"
65664," ",999917.493761,112158.062872,153.708215,0.059114,0.070990,0.446088,"1,3,4",0.005418,0.203903,14.973715,1.239072,1.553767,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.455553,"1,3,4"
65665," ",999845.444147,112333.746195,143.946459,0.092243,0.061357,0.554756,"2,3,4",0.003071,0.115567,13.543387,0.574114,0.770661,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.565710,"2,3,4"
65666," ",1000148.849264,112448.036814,158.866897,0.061043,0.057041,0.541915,"2,3,4",0.003841,0.144557,13.797125,0.792058,1.097482,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.548318,"2,3,4"
65674," ",1000036.250735,112234.885754,141.746589,0.061126,0.060442,0.442927,"1,3,4",0.004213,0.158567,14.787441,0.981353,1.149369,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.451192,"1,3,4"
65675," ",1000334.873395,112345.485374,141.014383,0.065989,0.056302,0.470410,"3,4,5",0.004058,0.152745,13.576320,1.151065,1.549262,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.478341,"3,4,5"
65683," ",1000512.818422,112500.165929,144.780173,0.147528,0.063151,0.562764,"2,3,4",0.002791,0.105036,13.296903,0.933715,1.099355,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.585197,"2,3,4"
65688," ",999922.993491,112338.728716,139.780165,0.074529,0.060273,0.554754,"2,3,4",0.005509,0.207354,13.578823,1.124382,1.509266,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.562973,"2,3,4"
65694," ",1000078.981956,112263.072917,139.035961,0.066806,0.058415,0.470925,"3,4,5",0.005562,0.209338,13.272982,1.340450,1.717964,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.479213,"3,4,5"
65696," ",999968.641285,112120.540991,140.771203,0.086968,0.079563,0.486147,"3,4,5",0.005861,0.220576,12.857953,1.190557,1.534894,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.500232,"3,4,5"
65697," ",999972.313493,112187.508582,149.090448,0.058176,0.066347,0.443956,"1,3,4",0.002657,0.100006,14.906028,0.841455,0.992555,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452640,"1,3,4"
65700," ",1000257.640869,112340.897640,148.336541,0.079382,0.060014,0.549774,"2,3,4",0.007119,0.267958,13.613731,1.419302,1.981820,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.558708,"2,3,4"
65716," ",999956.030577,112361.603713,145.309919,0.068247,0.057909,0.550375,"2,3,4",0.004478,0.168558,13.646186,1.265401,1.455119,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.557606,"2,3,4"
65727," ",1000191.535866,112239.629309,140.074694,0.057453,0.060782,0.471436,"3,4,5",0.002744,0.103273,13.451792,0.911219,1.084918,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.478798,"3,4,5"
65731," ",1000159.010319,112592.080909,137.815941,0.078621,0.063917,0.457198,"1,2,3",0.004740,0.178402,14.842518,0.902036,1.164421,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.468291,"1,2,3"
65732," ",999921.350911,112692.774054,139.861623,0.058767,0.080388,0.458241,"1,2,3",0.004670,0.175776,15.134349,0.935457,1.304971,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.468936,"1,2,3"
65733," ",1000104.266379,112609.790007,138.629498,0.070245,0.066263,0.454139,"1,2,3",0.006179,0.232575,14.951540,1.127202,1.392033,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.464293,"1,2,3"
65739," ",999948.494714,112307.593104,140.424445,0.057241,0.058720,0.374509,"1,2,4",0.001272,0.047873,15.190650,0.341934,0.467673,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.383381,"1,2,4"
65742," ",999685.464217,112532.081620,141.046373,0.086052,0.060813,0.450963,"1,2,3",0.003108,0.116983,15.182683,0.951187,1.100999,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.463110,"1,2,3"
65744," ",999944.956874,112319.113997,138.680779,0.070298,0.062762,0.555558,"2,3,4",0.004712,0.177344,13.562962,1.220105,1.316090,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.563495,"2,3,4"
65746," ",1000101.532629,112616.857627,138.201735,0.069896,0.067241,0.455146,"1,2,3",0.007471,0.281197,14.944187,1.516104,1.988559,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.465365,"1,2,3"
65747," ",999920.418438,112654.165239,140.810266,0.058456,0.073765,0.453289,"1,2,3",0.003195,0.120239,15.190159,0.839135,0.932511,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.462958,"1,2,3"
65748," ",999876.719216,112339.305963,137.947183,0.084733,0.060420,0.557087,"2,3,4",0.004543,0.170984,13.530392,0.821679,1.048179,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.566724,"2,3,4"
65752," ",999672.660004,112510.306566,139.998247,0.088372,0.059556,0.450780,"1,2,3",0.005133,0.193185,15.159030,1.459627,1.743683,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.463205,"1,2,3"
65754," ",999918.600921,112707.002038,139.515355,0.058970,0.083020,0.460237,"1,2,3",0.002017,0.075903,15.115970,0.407436,0.486379,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471368,"1,2,3"
65757," ",999828.978417,112694.797499,139.776737,0.065092,0.081429,0.459706,"1,2,3",0.004060,0.152803,15.179645,1.201249,1.314201,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471378,"1,2,3"
65759," ",999870.141063,112339.233513,139.207462,0.059744,0.057278,0.376302,"1,2,4",0.001975,0.074322,15.211410,0.422874,0.471311,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.385296,"1,2,4"
65762," ",999934.434544,112692.871058,141.433200,0.058576,0.080345,0.457509,"1,2,3",0.002026,0.076252,15.137410,0.533482,0.669090,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.468189,"1,2,3"
65769," ",999807.794487,112698.300840,140.041695,0.067614,0.082245,0.460562,"1,2,3",0.003781,0.142319,15.181250,0.939564,1.144562,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.472709,"1,2,3"
65772," ",1000132.406413,112588.619869,138.319333,0.058694,0.060545,0.302402,"1,2,5",0.005710,0.214908,25.691613,1.034947,1.357651,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.313939,"1,2,5"
65774," ",1000059.457781,112624.875137,137.708323,0.058127,0.063178,0.308181,"1,2,5",0.003361,0.126513,25.621709,0.891873,1.100071,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.319916,"1,2,5"
65775," ",1000095.294992,112619.064787,137.141354,0.058221,0.062655,0.306947,"1,2,5",0.001402,0.052785,25.632959,0.394998,0.437383,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.318640,"1,2,5"
65779," ",999928.062450,112689.816653,140.070487,0.058610,0.079813,0.457777,"1,2,3",0.004336,0.163192,15.134630,0.828998,1.105746,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.468364,"1,2,3"
65781," ",999901.374842,112629.151386,141.903354,0.058908,0.070024,0.450480,"1,2,3",0.003938,0.148217,15.234646,0.742448,0.981843,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.459680,"1,2,3"
65783," ",1000070.763138,112633.557045,139.761702,0.066061,0.069766,0.454442,"1,2,3",0.003198,0.120381,15.001185,0.766465,0.843405,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.464487,"1,2,3"
65790," ",999945.118321,112714.025028,139.537680,0.058710,0.084181,0.461405,"1,2,3",0.002583,0.097229,15.080216,0.531388,0.752332,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.472681,"1,2,3"
65791," ",1000149.388488,112578.459156,137.927186,0.076968,0.062319,0.454338,"1,2,3",0.006873,0.258675,14.876745,1.590767,1.978191,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.465006,"1,2,3"
65792," ",999864.407297,112333.552012,138.302946,0.060513,0.064997,0.440594,"1,2,3",0.003484,0.131148,15.198055,1.098047,1.434479,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.449455,"1,2,3"
65794," ",999663.921751,112494.374789,141.928095,0.090005,0.059019,0.449597,"1,2,3",0.006070,0.228466,15.151718,1.346530,1.824488,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.462300,"1,2,3"
65801," ",999932.295734,112703.229322,139.516260,0.058672,0.082230,0.459803,"1,2,3",0.005740,0.216041,15.106901,1.299978,1.712774,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.470769,"1,2,3"
65802," ",1000171.299135,112593.482701,138.377238,0.080726,0.064098,0.458406,"1,2,3",0.005368,0.202040,14.813585,1.406913,1.574453,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.469852,"1,2,3"
65809," ",999987.211907,112659.598688,158.893364,0.060146,0.073904,0.322221,"1,3,5",0.003033,0.114146,25.771026,1.324753,1.835627,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.336015,"1,3,5"
65810," ",999902.172362,112330.133724,139.384864,0.058165,0.065276,0.439355,"1,2,3",0.001314,0.049439,15.209650,0.309172,0.411996,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.447970,"1,2,3"
65819," ",999834.718659,112676.108669,140.231828,0.064300,0.078073,0.457304,"1,2,3",0.004187,0.157574,15.205298,0.986270,1.210426,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.468356,"1,2,3"
65825," ",1000109.308616,112297.951075,139.058951,0.070568,0.069516,0.439220,"1,2,3",0.003779,0.142222,15.026656,0.936677,1.058886,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.450252,"1,2,3"
65832," ",999844.159876,112691.528774,141.648847,0.063508,0.080759,0.458170,"1,2,3",0.002163,0.081405,15.195600,0.649228,0.902666,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.469548,"1,2,3"
65834," ",999744.083339,112639.543750,136.735101,0.076328,0.072743,0.458261,"1,2,3",0.006551,0.246565,15.183779,1.206380,1.470101,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.470234,"1,2,3"
65835," ",1000102.839176,112593.791614,137.683111,0.069974,0.064178,0.452639,"1,2,3",0.006343,0.238748,14.966329,1.595001,2.056367,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.462490,"1,2,3"
65844," ",999966.171522,112560.688304,139.959437,0.057883,0.061021,0.444846,"1,2,3",0.004303,0.161942,15.220518,0.850394,1.154445,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452727,"1,2,3"
65848," ",999973.757524,112617.450967,158.150692,0.058818,0.068519,0.441608,"1,2,3",0.004549,0.171229,15.319650,1.507873,1.770054,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.450746,"1,2,3"
65855," ",1000118.104822,112588.813896,138.017914,0.072139,0.063548,0.452900,"1,2,3",0.008818,0.331875,14.941635,1.632655,2.063134,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.462991,"1,2,3"
65857," ",999677.823449,112686.306094,141.453733,0.088353,0.081313,0.464415,"1,2,3",0.002542,0.095664,15.133474,0.976569,1.211591,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.479687,"1,2,3"
65859," ",999991.282556,112587.621983,143.304960,0.059042,0.063920,0.445428,"1,2,3",0.004186,0.157551,15.201735,1.133552,1.351564,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.453848,"1,2,3"
65860," ",999855.975091,112705.783838,140.191650,0.062555,0.083247,0.460242,"1,2,3",0.003236,0.121786,15.162712,0.883645,0.997654,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471875,"1,2,3"
65864," ",999937.251118,112720.652491,138.717242,0.058788,0.085489,0.462665,"1,2,3",0.002241,0.084340,15.071551,0.474482,0.542973,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.474156,"1,2,3"
65865," ",999829.015155,112679.214911,139.121129,0.064932,0.078635,0.458260,"1,2,3",0.004508,0.169671,15.191322,0.828113,1.007314,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.469470,"1,2,3"
65867," ",999758.999819,112390.192307,142.300678,0.073336,0.060096,0.441997,"1,2,3",0.001974,0.074309,15.210998,0.356676,0.437906,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452052,"1,2,3"
65873," ",1000108.843145,112511.678490,139.299851,0.057412,0.063323,0.554982,"2,3,4",0.003755,0.141321,13.629542,0.745049,0.972769,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.561525,"2,3,4"
65875," ",1000135.261157,112375.615995,141.613976,0.059233,0.056473,0.551076,"2,3,4",0.002213,0.083288,13.652669,0.464629,0.567668,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.557120,"2,3,4"
65884," ",999751.185254,112640.584367,142.620513,0.075234,0.073003,0.455708,"1,2,3",0.006889,0.259302,15.235241,1.474879,1.964580,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.467611,"1,2,3"
65900," ",999896.793592,112577.767377,140.917618,0.058766,0.063262,0.446614,"1,2,3",0.005612,0.211223,15.267447,1.610897,1.704947,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.454884,"1,2,3"
65902," ",999801.327949,112546.408939,162.018436,0.067898,0.061942,0.440014,"1,2,3",0.005385,0.202669,15.465853,1.030865,1.373604,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.449510,"1,2,3"
65905," ",1000177.650576,112571.842031,138.403666,0.081745,0.061603,0.456160,"1,2,3",0.006372,0.239836,14.824736,1.497674,1.998178,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.467503,"1,2,3"
65909," ",999970.257793,112556.534472,139.053099,0.057963,0.060581,0.444941,"1,2,3",0.005752,0.216479,15.211767,1.266306,1.694595,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452772,"1,2,3"
65910," ",999892.577156,112496.646479,140.146829,0.058627,0.057035,0.442067,"1,2,3",0.005132,0.193148,15.289004,1.214310,1.511595,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.449570,"1,2,3"
65913," ",999835.384332,112508.601874,139.127043,0.063227,0.057919,0.444546,"1,2,3",0.002816,0.105970,15.281713,0.548892,0.685449,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.452740,"1,2,3"
65925," ",999588.171117,112315.251652,150.499104,0.096795,0.061155,0.388883,"1,2,4",0.006973,0.262435,14.878092,1.822683,1.908318,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.405388,"1,2,4"
65932," ",999707.053488,112392.927578,140.209309,0.081973,0.060301,0.444975,"1,2,3",0.001504,0.056597,15.132682,0.378532,0.392225,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.456463,"1,2,3"
65936," ",1000116.222692,112312.300626,141.141322,0.057838,0.063503,0.552990,"2,3,4",0.001942,0.073111,13.604272,0.351645,0.456140,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.559621,"2,3,4"
65937," ",999640.241734,112541.883480,135.940680,0.094727,0.061939,0.456424,"1,2,3",0.004661,0.175416,15.078349,1.381058,1.880321,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.470248,"1,2,3"
65944," ",999955.828336,112333.452958,141.107895,0.057366,0.064710,0.437650,"1,2,3",0.004459,0.167841,15.214793,1.090127,1.402933,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.446112,"1,2,3"
65945," ",999758.189760,112296.895756,139.334028,0.070725,0.060439,0.382020,"1,2,4",0.005615,0.211333,15.085341,1.532085,1.597986,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.393185,"1,2,4"
65946," ",999782.750196,112681.616365,139.818755,0.070792,0.079455,0.459644,"1,2,3",0.003708,0.139569,15.193178,1.222519,1.446037,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.471802,"1,2,3"
65953," ",999757.742124,112395.111503,143.193316,0.070628,0.056976,0.379019,"1,2,4",0.005394,0.203030,15.217332,1.486756,1.670223,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.389731,"1,2,4"
65959," ",999906.634921,112320.894858,139.563221,0.058010,0.066449,0.439348,"1,2,3",0.005875,0.221134,15.202993,1.196780,1.570990,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.448115,"1,2,3"
65962," ",999953.607315,112469.620041,138.918266,0.057140,0.057952,0.375927,"1,2,4",0.001680,0.063231,15.251290,0.520576,0.655525,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.384635,"1,2,4"
65972," ",999957.175428,112340.905187,140.902589,0.057167,0.056860,0.373383,"1,2,4",0.005729,0.215625,15.220404,1.122307,1.417322,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.381989,"1,2,4"
65977," ",999952.544082,112573.741806,138.779040,0.057682,0.062426,0.446484,"1,2,3",0.008159,0.307075,15.214882,1.741030,1.934181,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.454502,"1,2,3"
65985," ",999961.896018,112557.195691,137.651190,0.057733,0.060661,0.445689,"1,2,3",0.005746,0.216268,15.208258,1.219811,1.629952,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.453488,"1,2,3"
65989," ",999695.018244,112645.296068,139.084826,0.084853,0.074172,0.460232,"1,2,3",0.002950,0.111040,15.157977,1.058522,1.434579,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.473830,"1,2,3"
65991," ",999584.763300,112334.144970,136.548091,0.106048,0.067057,0.455846,"1,2,3",0.007367,0.277281,14.793817,1.378247,1.880017,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.472798,"1,2,3"
65999," ",999970.692567,112365.167209,145.092244,0.065802,0.057557,0.550163,"2,3,4",0.003165,0.119133,13.659712,0.623194,0.811727,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.557066,"2,3,4"
66000," ",1000058.577795,112435.071289,139.949317,0.061459,0.056086,0.373315,"1,2,4",0.004723,0.177746,15.151610,0.943734,1.110739,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.382475,"1,2,4"
66020," ",999631.204322,112526.551769,136.701742,0.096467,0.060917,0.455716,"1,2,3",0.005510,0.207381,15.065627,1.146359,1.539550,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.469781,"1,2,3"
66023," ",999662.989894,112646.437137,144.647840,0.090879,0.074877,0.460019,"1,2,3",0.005204,0.195866,15.166360,1.296440,1.797550,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.474851,"1,2,3"
66026," ",999908.142817,112588.281845,140.047581,0.058339,0.064398,0.447600,"1,2,3",0.006350,0.238987,15.251206,1.218389,1.482833,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.455956,"1,2,3"
66033," ",999785.944051,112290.192357,137.490450,0.069513,0.071260,0.444278,"1,2,3",0.004625,0.174073,15.087795,0.925832,1.291703,1,SurfaceDefault,Default, ,SmartPoint,yes,no,0.455295,"1,2,3"
66039," ",999821.386632,112330.254261,139.829787,0.064840,0.065609,0.441159,"1,2,3",0.006947,0.261477,15.186598,1.440313,1.733162,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.450699,"1,2,3"
66047," ",999851.618808,112502.611778,141.535305,0.061075,0.060876,0.379479,"1,2,4",0.007164,0.269636,15.303871,1.399296,1.859424,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.389154,"1,2,4"
66055," ",999939.778583,112733.552590,139.216214,0.058912,0.087997,0.464328,"1,2,3",0.001854,0.069794,15.052484,0.486373,0.546512,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.476250,"1,2,3"
66060," ",999841.294463,112419.464775,138.352016,0.061726,0.056532,0.377662,"1,2,4",0.002505,0.094268,15.255418,0.611130,0.750058,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.386826,"1,2,4"
66065," ",1000175.485733,112551.502921,138.534671,0.081286,0.059623,0.453294,"1,2,3",0.006493,0.244367,14.850549,1.399370,1.866124,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.464368,"1,2,3"
