Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,Photos (used),X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Precision Vector Length,Tightness (percent),Tightness (project units),Angle (deg.),Control Name,RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,#Constraints,Target Code,Target Bits,Ref. Check Tag,Photos (marked),Color (R),Color (G),Color (B)
317," ","1,2,3,4",999604.593973,112344.393110,139.430899,0.012845,0.012756,0.026923,0.032443,0.010494,0.165694,14.815513,216,0.899836,1.217354,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,2,3,4",255,255,255
333," ","1,2,3",1000134.461603,112591.210817,138.004362,0.013065,0.012861,0.027220,0.032818,0.003376,0.053303,14.838714,401,0.758955,1.035159,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,2,3",255,255,255
347," ","2,3",1000460.328347,112765.829301,139.457746,0.013241,0.013185,0.027110,0.032926,0.001019,0.016084,6.474720,405,0.408661,0.536838,3,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3",255,255,255
351," ","2,3,4,5",1000551.325615,112275.295334,139.874119,0.012914,0.012830,0.027031,0.032589,0.006173,0.097461,15.237751,406,0.938483,1.666598,5,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4,5",255,255,255
375," ","1,3,4",999619.069388,112370.855139,138.951590,0.012967,0.012904,0.027032,0.032640,0.003162,0.049919,14.631093,305,0.647427,0.898272,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,3,4",255,255,255
403," ","1",999170.669253,112692.545427,139.643369,0.013609,0.013566,0.027298,0.033383,n/a,n/a,n/a,309,0.272241,0.272241,1,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1",255,255,255
410," ","1,4,5",999974.462098,112476.802172,139.683587,0.012977,0.012868,0.027064,0.032656,0.004938,0.077972,25.767676,311,1.132435,1.449890,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,4,5",255,255,255
422," ","1,3,4,5",1000126.768636,112179.103786,138.554386,0.012738,0.012616,0.027024,0.032430,0.014754,0.232958,25.749829,313,1.126891,1.714583,5,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,3,4,5",255,255,255
428," ","1,4,5",999971.957993,112044.586874,139.518456,0.013061,0.013015,0.027050,0.032737,0.004171,0.065859,25.401983,314,0.710453,0.996489,1,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,4,5",255,255,255
492," ","2,3,4",999606.867704,112342.367337,139.157094,0.013048,0.012983,0.026924,0.032614,0.002235,0.035297,13.216414,413,0.762060,0.969744,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4",255,255,255
552," ","3,4,5",1000575.048799,112258.176941,139.629249,0.013066,0.013015,0.027072,0.032757,0.003019,0.047664,13.432811,508,0.479389,0.587486,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"3,4,5",255,255,255
563," ","2,3,5",1000166.790051,112674.257205,138.762696,0.012970,0.012853,0.027146,0.032716,0.000705,0.011139,15.451214,511,0.696443,0.930048,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,5",255,255,255
590," ","4,5",999980.956364,112051.083035,139.415645,0.013208,0.013161,0.027115,0.032907,0.005388,0.085074,12.832718,515,0.934224,1.170238,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"4,5",255,255,255
607," ","2,3,5",1000502.494277,112625.901120,139.651969,0.012925,0.012970,0.027017,0.032637,0.004667,0.073696,15.537654,5212,0.696501,0.860643,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,5",255,255,255
634," ","2,3",1000441.905576,112677.063560,139.748394,0.013135,0.013090,0.027080,0.032821,0.000109,0.001722,6.544270,609,0.377946,0.389414,3,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3",255,255,255
651," ","2,3,4,5",1000359.447323,112429.751844,139.165437,0.012661,0.012606,0.027069,0.032434,0.001741,0.027494,15.673590,610,0.392315,0.483223,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4,5",255,255,255
745," ","1,2,3,5",1000007.360262,112644.632774,160.141620,0.036705,0.040138,0.210974,0.217872,0.007730,0.122060,25.851591, ,0.630784,0.919371,5,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,5",255,255,255
