Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,Photos (used),X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Precision Vector Length,Tightness (percent),Tightness (project units),Angle (deg.),Control Name,RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,#Constraints,Target Code,Target Bits,Ref. Check Tag,Photos (marked),Color (R),Color (G),Color (B)
317," ","1,2,3,4",999604.596149,112344.382604,139.425957,0.011477,0.011398,0.024057,0.028989,0.010156,0.160354,14.814592,216,0.822026,1.097230,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,2,3,4",255,255,255
333," ","1,2,3",1000134.451930,112591.222749,138.002021,0.011674,0.011492,0.024323,0.029325,0.003406,0.053780,14.838246,401,0.620685,0.872505,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,2,3",255,255,255
347," ","2,3",1000460.327436,112765.832371,139.460133,0.011831,0.011781,0.024224,0.029421,0.001042,0.016456,6.475742,405,0.389536,0.503320,3,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3",255,255,255
351," ","2,3,4,5",1000551.338093,112275.297485,139.873662,0.011539,0.011464,0.024154,0.029120,0.005977,0.094369,15.229816,406,0.867214,1.520902,5,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4,5",255,255,255
375," ","1,3,4",999619.076872,112370.863641,138.947474,0.011586,0.011530,0.024154,0.029165,0.003386,0.053461,14.625146,305,0.558875,0.811212,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,3,4",255,255,255
403," ","1",999170.667184,112692.543680,139.644384,0.012161,0.012122,0.024392,0.029829,n/a,n/a,n/a,309,0.296103,0.296103,1,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1",255,255,255
410," ","1,4,5",999974.471391,112476.780380,139.673841,0.011595,0.011498,0.024183,0.029180,0.004815,0.076020,25.756629,311,0.914726,1.209973,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,4,5",255,255,255
422," ","1,3,4,5",1000126.772472,112179.107061,138.559466,0.011382,0.011273,0.024147,0.028977,0.014824,0.234062,25.738775,313,1.110040,1.678657,5,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,3,4,5",255,255,255
428," ","1,4,5",999971.960773,112044.598185,139.511194,0.011671,0.011629,0.024171,0.029252,0.004375,0.069080,25.390904,314,0.632494,0.919749,1,White,Default, ,Control,yes,no,0,n/a,n/a, ,"1,4,5",255,255,255
492," ","2,3,4",999606.854103,112342.371293,139.168718,0.011659,0.011601,0.024058,0.029142,0.002047,0.032314,13.208186,413,0.607241,0.826791,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4",255,255,255
552," ","3,4,5",1000575.044609,112258.172159,139.627932,0.011675,0.011630,0.024190,0.029270,0.003198,0.050501,13.420897,508,0.443603,0.499963,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"3,4,5",255,255,255
563," ","2,3,5",1000166.790307,112674.247095,138.765132,0.011589,0.011485,0.024257,0.029234,0.000655,0.010343,15.443729,511,0.605134,0.803346,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,5",255,255,255
590," ","4,5",999980.945523,112051.089098,139.420634,0.011802,0.011760,0.024228,0.029404,0.005207,0.082215,12.821013,515,0.797913,1.030051,4,White,Default, ,Control,yes,no,0,n/a,n/a, ,"4,5",255,255,255
607," ","2,3,5",1000502.500649,112625.905455,139.651966,0.011550,0.011589,0.024141,0.029163,0.004692,0.074085,15.529825,5212,0.657357,0.808208,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,5",255,255,255
634," ","2,3",1000441.905656,112677.057781,139.746361,0.011737,0.011697,0.024197,0.029327,0.000125,0.001978,6.545269,609,0.290092,0.307628,3,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3",255,255,255
651," ","2,3,4,5",1000359.443853,112429.751964,139.170125,0.011314,0.011264,0.024188,0.028981,0.001530,0.024152,15.665738,610,0.372112,0.460982,2,White,Default, ,Control,yes,no,0,n/a,n/a, ,"2,3,4,5",255,255,255
745," ","1,2,3,5",1000007.360816,112644.633605,160.120145,0.032796,0.035865,0.188580,0.194742,0.007788,0.122970,25.840516, ,0.636380,0.941654,5,White,Default, ,Regular,yes,no,0,n/a,n/a, ,"1,2,3,5",255,255,255
