Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Photos (used),Tightness (percent),Tightness (project units),Angle (deg.),RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,Precision Vector Length,Photos (marked)
65395," ",999701.251058,112437.852817,146.595068,0.130568,0.058120,0.556907,"2,3,4",0.000575,0.021647,13.413271,0.205733,0.286517,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.574953,"2,3,4"
65406," ",999810.358768,112312.453183,144.320115,0.100848,0.064240,0.554037,"2,3,4",0.004621,0.173940,13.496031,1.194206,1.371969,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.566793,"2,3,4"
65411," ",1000193.698675,112261.603030,138.140785,0.057008,0.058406,0.469126,"3,4,5",0.003263,0.122793,13.450927,0.626436,0.850973,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.476172,"3,4,5"
65415," ",1000480.698110,112226.427636,145.690876,0.091346,0.063767,0.475721,"3,4,5",0.006275,0.236181,13.544273,1.445866,1.808475,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.488591,"3,4,5"
65416," ",1000189.091722,112230.125271,140.153735,0.081892,0.060747,0.447742,"1,3,4",0.005418,0.203920,14.443770,1.004672,1.219437,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.459205,"1,3,4"
65419," ",999795.844603,112090.954901,140.910631,0.070755,0.082520,0.456635,"1,3,4",0.004755,0.178951,14.834741,1.280929,1.404002,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.469394,"1,3,4"
65432," ",1000218.673660,112467.449757,138.197755,0.056680,0.065807,0.468088,"3,4,5",0.003232,0.121649,13.467181,0.601947,0.812019,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.476077,"3,4,5"
65445," ",999615.336033,112398.627307,137.545587,0.101517,0.060288,0.451868,"1,3,4",0.004211,0.158480,14.590379,1.455911,1.967933,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.467039,"1,3,4"
65449," ",1000213.984137,112343.290762,154.624548,0.070337,0.059588,0.543044,"2,3,4",0.004692,0.176585,13.694121,0.879459,1.075355,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.550813,"2,3,4"
65452," ",1000315.488968,112102.605481,137.992698,0.064489,0.082692,0.483309,"3,4,5",0.003190,0.120057,13.437858,0.597158,0.726662,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.494554,"3,4,5"
